,Year,Month,Day,Period,Load,Hour,Minutes
2024-03-30 01:30:00,2024,3,30,90,3877,1,30
2024-03-30 01:35:00,2024,3,30,95,3820,1,35
2024-03-30 01:40:00,2024,3,30,100,3642,1,40
2024-03-30 01:45:00,2024,3,30,105,3244,1,45
2024-03-30 01:50:00,2024,3,30,110,2870,1,50
2024-03-30 01:55:00,2024,3,30,115,2669,1,55
2024-03-31 00:00:00,2024,3,31,0,2563,0,0
2024-03-31 00:05:00,2024,3,31,5,2499,0,5
2024-03-31 00:10:00,2024,3,31,10,2477,0,10
2024-03-31 00:15:00,2024,3,31,15,2547,0,15
2024-03-31 00:20:00,2024,3,31,20,2765,0,20
2024-03-31 00:25:00,2024,3,31,25,3035,0,25
2024-03-31 00:30:00,2024,3,31,30,3199,0,30
2024-03-31 00:35:00,2024,3,31,35,3260,0,35
2024-03-31 00:40:00,2024,3,31,40,3313,0,40
2024-03-31 00:45:00,2024,3,31,45,3378,0,45
2024-03-31 00:50:00,2024,3,31,50,3435,0,50
2024-03-31 00:55:00,2024,3,31,55,3488,0,55
2024-03-31 01:00:00,2024,3,31,60,3492,1,0
2024-03-31 01:05:00,2024,3,31,65,3511,1,5
2024-03-31 01:10:00,2024,3,31,70,3488,1,10
2024-03-31 01:15:00,2024,3,31,75,3482,1,15
2024-03-31 01:20:00,2024,3,31,80,3499,1,20
2024-03-31 01:25:00,2024,3,31,85,3559,1,25
2024-03-31 01:30:00,2024,3,31,90,3758,1,30
2024-03-31 01:35:00,2024,3,31,95,3750,1,35
2024-03-31 01:40:00,2024,3,31,100,3586,1,40
2024-03-31 01:45:00,2024,3,31,105,3200,1,45
2024-03-31 01:50:00,2024,3,31,110,2853,1,50
2024-03-31 01:55:00,2024,3,31,115,2684,1,55
2024-04-01 00:00:00,2024,4,1,0,2848,0,0
2024-04-01 00:05:00,2024,4,1,5,2806,0,5
2024-04-01 00:10:00,2024,4,1,10,2801,0,10
2024-04-01 00:15:00,2024,4,1,15,2842,0,15
2024-04-01 00:20:00,2024,4,1,20,3015,0,20
2024-04-01 00:25:00,2024,4,1,25,3248,0,25
2024-04-01 00:30:00,2024,4,1,30,3316,0,30
2024-04-01 00:35:00,2024,4,1,35,3332,0,35
2024-04-01 00:40:00,2024,4,1,40,3329,0,40
2024-04-01 00:45:00,2024,4,1,45,3315,0,45
2024-04-01 00:50:00,2024,4,1,50,3313,0,50
2024-04-01 00:55:00,2024,4,1,55,3313,0,55
2024-04-01 01:00:00,2024,4,1,60,3313,1,0
2024-04-01 01:05:00,2024,4,1,65,3313,1,5
2024-04-01 01:10:00,2024,4,1,70,3314,1,10
2024-04-01 01:15:00,2024,4,1,75,3315,1,15
2024-04-01 01:20:00,2024,4,1,80,3315,1,20
2024-04-01 01:25:00,2024,4,1,85,3340,1,25
2024-04-01 01:30:00,2024,4,1,90,3459,1,30
2024-04-01 01:35:00,2024,4,1,95,3428,1,35
2024-04-01 01:40:00,2024,4,1,100,3354,1,40
2024-04-01 01:45:00,2024,4,1,105,3224,1,45
2024-04-01 01:50:00,2024,4,1,110,2988,1,50
2024-04-01 01:55:00,2024,4,1,115,2857,1,55
2024-04-02 00:00:00,2024,4,2,0,2806,0,0
2024-04-02 00:05:00,2024,4,2,5,2788,0,5
2024-04-02 00:10:00,2024,4,2,10,2805,0,10
2024-04-02 00:15:00,2024,4,2,15,2865,0,15
2024-04-02 00:20:00,2024,4,2,20,3090,0,20
2024-04-02 00:25:00,2024,4,2,25,3312,0,25
2024-04-02 00:30:00,2024,4,2,30,3331,0,30
2024-04-02 00:35:00,2024,4,2,35,3315,0,35
2024-04-02 00:40:00,2024,4,2,40,3301,0,40
2024-04-02 00:45:00,2024,4,2,45,3304,0,45
2024-04-02 00:50:00,2024,4,2,50,3290,0,50
2024-04-02 00:55:00,2024,4,2,55,3270,0,55
2024-04-02 01:00:00,2024,4,2,60,3260,1,0
2024-04-02 01:05:00,2024,4,2,65,3253,1,5
2024-04-02 01:10:00,2024,4,2,70,3245,1,10
2024-04-02 01:15:00,2024,4,2,75,3268,1,15
2024-04-02 01:20:00,2024,4,2,80,3290,1,20
2024-04-02 01:25:00,2024,4,2,85,3314,1,25
2024-04-02 01:30:00,2024,4,2,90,3414,1,30
2024-04-02 01:35:00,2024,4,2,95,3401,1,35
2024-04-02 01:40:00,2024,4,2,100,3339,1,40
2024-04-02 01:45:00,2024,4,2,105,3203,1,45
2024-04-02 01:50:00,2024,4,2,110,2987,1,50
2024-04-02 01:55:00,2024,4,2,115,2848,1,55
2024-04-03 00:00:00,2024,4,3,0,2801,0,0
2024-04-03 00:05:00,2024,4,3,5,2788,0,5
2024-04-03 00:10:00,2024,4,3,10,2785,0,10
2024-04-03 00:15:00,2024,4,3,15,2853,0,15
2024-04-03 00:20:00,2024,4,3,20,3074,0,20
2024-04-03 00:25:00,2024,4,3,25,3297,0,25
2024-04-03 00:30:00,2024,4,3,30,3322,0,30
2024-04-03 00:35:00,2024,4,3,35,3313,0,35
2024-04-03 00:40:00,2024,4,3,40,3303,0,40
2024-04-03 00:45:00,2024,4,3,45,3310,0,45
2024-04-03 00:50:00,2024,4,3,50,3310,0,50
2024-04-03 00:55:00,2024,4,3,55,3310,0,55
2024-04-03 01:00:00,2024,4,3,60,3314,1,0
2024-04-03 01:05:00,2024,4,3,65,3315,1,5
2024-04-03 01:10:00,2024,4,3,70,3318,1,10
2024-04-03 01:15:00,2024,4,3,75,3327,1,15
2024-04-03 01:20:00,2024,4,3,80,3327,1,20
2024-04-03 01:25:00,2024,4,3,85,3326,1,25
2024-04-03 01:30:00,2024,4,3,90,3414,1,30
2024-04-03 01:35:00,2024,4,3,95,3384,1,35
2024-04-03 01:40:00,2024,4,3,100,3328,1,40
2024-04-03 01:45:00,2024,4,3,105,3231,1,45
2024-04-03 01:50:00,2024,4,3,110,2991,1,50
2024-04-03 01:55:00,2024,4,3,115,2855,1,55
2024-04-04 00:00:00,2024,4,4,0,2787,0,0
2024-04-04 00:05:00,2024,4,4,5,2757,0,5
2024-04-04 00:10:00,2024,4,4,10,2750,0,10
2024-04-04 00:15:00,2024,4,4,15,2757,0,15
2024-04-04 00:20:00,2024,4,4,20,2821,0,20
2024-04-04 00:25:00,2024,4,4,25,2866,0,25
2024-04-04 00:30:00,2024,4,4,30,2999,0,30
2024-04-04 00:35:00,2024,4,4,35,3109,0,35
2024-04-04 00:40:00,2024,4,4,40,3203,0,40
2024-04-04 00:45:00,2024,4,4,45,3254,0,45
2024-04-04 00:50:00,2024,4,4,50,3269,0,50
2024-04-04 00:55:00,2024,4,4,55,3280,0,55
2024-04-04 01:00:00,2024,4,4,60,3302,1,0
2024-04-04 01:05:00,2024,4,4,65,3313,1,5
2024-04-04 01:10:00,2024,4,4,70,3326,1,10
2024-04-04 01:15:00,2024,4,4,75,3339,1,15
2024-04-04 01:20:00,2024,4,4,80,3362,1,20
2024-04-04 01:25:00,2024,4,4,85,3358,1,25
2024-04-04 01:30:00,2024,4,4,90,3435,1,30
2024-04-04 01:35:00,2024,4,4,95,3407,1,35
2024-04-04 01:40:00,2024,4,4,100,3325,1,40
2024-04-04 01:45:00,2024,4,4,105,3210,1,45
2024-04-04 01:50:00,2024,4,4,110,3000,1,50
2024-04-04 01:55:00,2024,4,4,115,2862,1,55
2024-04-05 00:00:00,2024,4,5,0,2790,0,0
2024-04-05 00:05:00,2024,4,5,5,2737,0,5
2024-04-05 00:10:00,2024,4,5,10,2724,0,10
2024-04-05 00:15:00,2024,4,5,15,2708,0,15
2024-04-05 00:20:00,2024,4,5,20,2761,0,20
2024-04-05 00:25:00,2024,4,5,25,2785,0,25
2024-04-05 00:30:00,2024,4,5,30,2872,0,30
2024-04-05 00:35:00,2024,4,5,35,2996,0,35
2024-04-05 00:40:00,2024,4,5,40,3099,0,40
2024-04-05 00:45:00,2024,4,5,45,3174,0,45
2024-04-05 00:50:00,2024,4,5,50,3228,0,50
2024-04-05 00:55:00,2024,4,5,55,3291,0,55
2024-04-05 01:00:00,2024,4,5,60,3305,1,0
2024-04-05 01:05:00,2024,4,5,65,3314,1,5
2024-04-05 01:10:00,2024,4,5,70,3334,1,10
2024-04-05 01:15:00,2024,4,5,75,3353,1,15
2024-04-05 01:20:00,2024,4,5,80,3368,1,20
2024-04-05 01:25:00,2024,4,5,85,3376,1,25
2024-04-05 01:30:00,2024,4,5,90,3492,1,30
2024-04-05 01:35:00,2024,4,5,95,3479,1,35
2024-04-05 01:40:00,2024,4,5,100,3374,1,40
2024-04-05 01:45:00,2024,4,5,105,3251,1,45
2024-04-05 01:50:00,2024,4,5,110,3001,1,50
2024-04-05 01:55:00,2024,4,5,115,2857,1,55
2024-04-06 00:00:00,2024,4,6,0,2789,0,0
2024-04-06 00:05:00,2024,4,6,5,2759,0,5
2024-04-06 00:10:00,2024,4,6,10,2743,0,10
2024-04-06 00:15:00,2024,4,6,15,2800,0,15
2024-04-06 00:20:00,2024,4,6,20,2967,0,20
2024-04-06 00:25:00,2024,4,6,25,3181,0,25
2024-04-06 00:30:00,2024,4,6,30,3294,0,30
2024-04-06 00:35:00,2024,4,6,35,3310,0,35
2024-04-06 00:40:00,2024,4,6,40,3313,0,40
2024-04-06 00:45:00,2024,4,6,45,3315,0,45
2024-04-06 00:50:00,2024,4,6,50,3320,0,50
2024-04-06 00:55:00,2024,4,6,55,3328,0,55
2024-04-06 01:00:00,2024,4,6,60,3327,1,0
2024-04-06 01:05:00,2024,4,6,65,3333,1,5
2024-04-06 01:10:00,2024,4,6,70,3327,1,10
2024-04-06 01:15:00,2024,4,6,75,3335,1,15
2024-04-06 01:20:00,2024,4,6,80,3347,1,20
2024-04-06 01:25:00,2024,4,6,85,3354,1,25
2024-04-06 01:30:00,2024,4,6,90,3474,1,30
2024-04-06 01:35:00,2024,4,6,95,3453,1,35
2024-04-06 01:40:00,2024,4,6,100,3366,1,40
2024-04-06 01:45:00,2024,4,6,105,3244,1,45
2024-04-06 01:50:00,2024,4,6,110,2988,1,50
2024-04-06 01:55:00,2024,4,6,115,2848,1,55
2024-04-07 00:00:00,2024,4,7,0,2790,0,0
2024-04-07 00:05:00,2024,4,7,5,2758,0,5
2024-04-07 00:10:00,2024,4,7,10,2758,0,10
2024-04-07 00:15:00,2024,4,7,15,2802,0,15
2024-04-07 00:20:00,2024,4,7,20,2982,0,20
2024-04-07 00:25:00,2024,4,7,25,3191,0,25
2024-04-07 00:30:00,2024,4,7,30,3296,0,30
2024-04-07 00:35:00,2024,4,7,35,3304,0,35
2024-04-07 00:40:00,2024,4,7,40,3312,0,40
2024-04-07 00:45:00,2024,4,7,45,3314,0,45
2024-04-07 00:50:00,2024,4,7,50,3330,0,50
2024-04-07 00:55:00,2024,4,7,55,3340,0,55
2024-04-07 01:00:00,2024,4,7,60,3357,1,0
2024-04-07 01:05:00,2024,4,7,65,3377,1,5
2024-04-07 01:10:00,2024,4,7,70,3399,1,10
2024-04-07 01:15:00,2024,4,7,75,3429,1,15
2024-04-07 01:20:00,2024,4,7,80,3427,1,20
2024-04-07 01:25:00,2024,4,7,85,3427,1,25
2024-04-07 01:30:00,2024,4,7,90,3535,1,30
2024-04-07 01:35:00,2024,4,7,95,3507,1,35
2024-04-07 01:40:00,2024,4,7,100,3408,1,40
2024-04-07 01:45:00,2024,4,7,105,3279,1,45
2024-04-07 01:50:00,2024,4,7,110,3023,1,50
2024-04-07 01:55:00,2024,4,7,115,2863,1,55
2024-04-08 00:00:00,2024,4,8,0,2788,0,0
2024-04-08 00:05:00,2024,4,8,5,2757,0,5
2024-04-08 00:10:00,2024,4,8,10,2756,0,10
2024-04-08 00:15:00,2024,4,8,15,2809,0,15
2024-04-08 00:20:00,2024,4,8,20,2986,0,20
2024-04-08 00:25:00,2024,4,8,25,3204,0,25
2024-04-08 00:30:00,2024,4,8,30,3305,0,30
2024-04-08 00:35:00,2024,4,8,35,3312,0,35
2024-04-08 00:40:00,2024,4,8,40,3316,0,40
2024-04-08 00:45:00,2024,4,8,45,3341,0,45
2024-04-08 00:50:00,2024,4,8,50,3378,0,50
2024-04-08 00:55:00,2024,4,8,55,3429,0,55
2024-04-08 01:00:00,2024,4,8,60,3482,1,0
2024-04-08 01:05:00,2024,4,8,65,3539,1,5
2024-04-08 01:10:00,2024,4,8,70,3593,1,10
2024-04-08 01:15:00,2024,4,8,75,3634,1,15
2024-04-08 01:20:00,2024,4,8,80,3648,1,20
2024-04-08 01:25:00,2024,4,8,85,3608,1,25
2024-04-08 01:30:00,2024,4,8,90,3668,1,30
2024-04-08 01:35:00,2024,4,8,95,3624,1,35
2024-04-08 01:40:00,2024,4,8,100,3505,1,40
2024-04-08 01:45:00,2024,4,8,105,3325,1,45
2024-04-08 01:50:00,2024,4,8,110,3090,1,50
2024-04-08 01:55:00,2024,4,8,115,2936,1,55
2024-04-09 00:00:00,2024,4,9,0,2843,0,0
2024-04-09 00:05:00,2024,4,9,5,2794,0,5
2024-04-09 00:10:00,2024,4,9,10,2785,0,10
2024-04-09 00:15:00,2024,4,9,15,2827,0,15
2024-04-09 00:20:00,2024,4,9,20,2994,0,20
2024-04-09 00:25:00,2024,4,9,25,3185,0,25
2024-04-09 00:30:00,2024,4,9,30,3306,0,30
2024-04-09 00:35:00,2024,4,9,35,3324,0,35
2024-04-09 00:40:00,2024,4,9,40,3353,0,40
2024-04-09 00:45:00,2024,4,9,45,3423,0,45
2024-04-09 00:50:00,2024,4,9,50,3514,0,50
2024-04-09 00:55:00,2024,4,9,55,3622,0,55
2024-04-09 01:00:00,2024,4,9,60,3712,1,0
2024-04-09 01:05:00,2024,4,9,65,3805,1,5
2024-04-09 01:10:00,2024,4,9,70,3888,1,10
2024-04-09 01:15:00,2024,4,9,75,3905,1,15
2024-04-09 01:20:00,2024,4,9,80,3840,1,20
2024-04-09 01:25:00,2024,4,9,85,3774,1,25
2024-04-09 01:30:00,2024,4,9,90,3844,1,30
2024-04-09 01:35:00,2024,4,9,95,3768,1,35
2024-04-09 01:40:00,2024,4,9,100,3621,1,40
2024-04-09 01:45:00,2024,4,9,105,3426,1,45
2024-04-09 01:50:00,2024,4,9,110,3270,1,50
2024-04-09 01:55:00,2024,4,9,115,3097,1,55
2024-04-10 00:00:00,2024,4,10,0,3004,0,0
2024-04-10 00:05:00,2024,4,10,5,2912,0,5
2024-04-10 00:10:00,2024,4,10,10,2876,0,10
2024-04-10 00:15:00,2024,4,10,15,2913,0,15
2024-04-10 00:20:00,2024,4,10,20,3036,0,20
2024-04-10 00:25:00,2024,4,10,25,3210,0,25
2024-04-10 00:30:00,2024,4,10,30,3314,0,30
2024-04-10 00:35:00,2024,4,10,35,3377,0,35
2024-04-10 00:40:00,2024,4,10,40,3448,0,40
2024-04-10 00:45:00,2024,4,10,45,3534,0,45
2024-04-10 00:50:00,2024,4,10,50,3564,0,50
2024-04-10 00:55:00,2024,4,10,55,3578,0,55
2024-04-10 01:00:00,2024,4,10,60,3602,1,0
2024-04-10 01:05:00,2024,4,10,65,3611,1,5
2024-04-10 01:10:00,2024,4,10,70,3649,1,10
2024-04-10 01:15:00,2024,4,10,75,3652,1,15
2024-04-10 01:20:00,2024,4,10,80,3624,1,20
2024-04-10 01:25:00,2024,4,10,85,3530,1,25
2024-04-10 01:30:00,2024,4,10,90,3546,1,30
2024-04-10 01:35:00,2024,4,10,95,3509,1,35
2024-04-10 01:40:00,2024,4,10,100,3429,1,40
2024-04-10 01:45:00,2024,4,10,105,3314,1,45
2024-04-10 01:50:00,2024,4,10,110,3107,1,50
2024-04-10 01:55:00,2024,4,10,115,2953,1,55
2024-04-11 00:00:00,2024,4,11,0,2844,0,0
2024-04-11 00:05:00,2024,4,11,5,2791,0,5
2024-04-11 00:10:00,2024,4,11,10,2748,0,10
2024-04-11 00:15:00,2024,4,11,15,2740,0,15
2024-04-11 00:20:00,2024,4,11,20,2784,0,20
2024-04-11 00:25:00,2024,4,11,25,2803,0,25
2024-04-11 00:30:00,2024,4,11,30,2967,0,30
2024-04-11 00:35:00,2024,4,11,35,3157,0,35
2024-04-11 00:40:00,2024,4,11,40,3280,0,40
2024-04-11 00:45:00,2024,4,11,45,3315,0,45
2024-04-11 00:50:00,2024,4,11,50,3317,0,50
2024-04-11 00:55:00,2024,4,11,55,3328,0,55
2024-04-11 01:00:00,2024,4,11,60,3327,1,0
2024-04-11 01:05:00,2024,4,11,65,3333,1,5
2024-04-11 01:10:00,2024,4,11,70,3356,1,10
2024-04-11 01:15:00,2024,4,11,75,3378,1,15
2024-04-11 01:20:00,2024,4,11,80,3388,1,20
2024-04-11 01:25:00,2024,4,11,85,3385,1,25
2024-04-11 01:30:00,2024,4,11,90,3453,1,30
2024-04-11 01:35:00,2024,4,11,95,3435,1,35
2024-04-11 01:40:00,2024,4,11,100,3359,1,40
2024-04-11 01:45:00,2024,4,11,105,3269,1,45
2024-04-11 01:50:00,2024,4,11,110,3037,1,50
2024-04-11 01:55:00,2024,4,11,115,2890,1,55
2024-04-12 00:00:00,2024,4,12,0,2796,0,0
2024-04-12 00:05:00,2024,4,12,5,2741,0,5
2024-04-12 00:10:00,2024,4,12,10,2704,0,10
2024-04-12 00:15:00,2024,4,12,15,2705,0,15
2024-04-12 00:20:00,2024,4,12,20,2744,0,20
2024-04-12 00:25:00,2024,4,12,25,2752,0,25
2024-04-12 00:30:00,2024,4,12,30,2859,0,30
2024-04-12 00:35:00,2024,4,12,35,3024,0,35
2024-04-12 00:40:00,2024,4,12,40,3147,0,40
2024-04-12 00:45:00,2024,4,12,45,3209,0,45
2024-04-12 00:50:00,2024,4,12,50,3268,0,50
2024-04-12 00:55:00,2024,4,12,55,3303,0,55
2024-04-12 01:00:00,2024,4,12,60,3315,1,0
2024-04-12 01:05:00,2024,4,12,65,3327,1,5
2024-04-12 01:10:00,2024,4,12,70,3346,1,10
2024-04-12 01:15:00,2024,4,12,75,3377,1,15
2024-04-12 01:20:00,2024,4,12,80,3386,1,20
2024-04-12 01:25:00,2024,4,12,85,3366,1,25
2024-04-12 01:30:00,2024,4,12,90,3464,1,30
2024-04-12 01:35:00,2024,4,12,95,3483,1,35
2024-04-12 01:40:00,2024,4,12,100,3377,1,40
2024-04-12 01:45:00,2024,4,12,105,3258,1,45
2024-04-12 01:50:00,2024,4,12,110,2994,1,50
2024-04-12 01:55:00,2024,4,12,115,2850,1,55
2024-04-13 00:00:00,2024,4,13,0,2788,0,0
2024-04-13 00:05:00,2024,4,13,5,2743,0,5
2024-04-13 00:10:00,2024,4,13,10,2743,0,10
2024-04-13 00:15:00,2024,4,13,15,2789,0,15
2024-04-13 00:20:00,2024,4,13,20,2932,0,20
2024-04-13 00:25:00,2024,4,13,25,3141,0,25
2024-04-13 00:30:00,2024,4,13,30,3271,0,30
2024-04-13 00:35:00,2024,4,13,35,3314,0,35
2024-04-13 00:40:00,2024,4,13,40,3326,0,40
2024-04-13 00:45:00,2024,4,13,45,3362,0,45
2024-04-13 00:50:00,2024,4,13,50,3385,0,50
2024-04-13 00:55:00,2024,4,13,55,3406,0,55
2024-04-13 01:00:00,2024,4,13,60,3432,1,0
2024-04-13 01:05:00,2024,4,13,65,3474,1,5
2024-04-13 01:10:00,2024,4,13,70,3497,1,10
2024-04-13 01:15:00,2024,4,13,75,3516,1,15
2024-04-13 01:20:00,2024,4,13,80,3501,1,20
2024-04-13 01:25:00,2024,4,13,85,3469,1,25
2024-04-13 01:30:00,2024,4,13,90,3561,1,30
2024-04-13 01:35:00,2024,4,13,95,3565,1,35
2024-04-13 01:40:00,2024,4,13,100,3449,1,40
2024-04-13 01:45:00,2024,4,13,105,3314,1,45
2024-04-13 01:50:00,2024,4,13,110,3072,1,50
2024-04-13 01:55:00,2024,4,13,115,2915,1,55
2024-04-14 00:00:00,2024,4,14,0,2836,0,0
2024-04-14 00:05:00,2024,4,14,5,2797,0,5
2024-04-14 00:10:00,2024,4,14,10,2791,0,10
2024-04-14 00:15:00,2024,4,14,15,2841,0,15
2024-04-14 00:20:00,2024,4,14,20,3005,0,20
2024-04-14 00:25:00,2024,4,14,25,3209,0,25
2024-04-14 00:30:00,2024,4,14,30,3310,0,30
2024-04-14 00:35:00,2024,4,14,35,3315,0,35
2024-04-14 00:40:00,2024,4,14,40,3316,0,40
2024-04-14 00:45:00,2024,4,14,45,3339,0,45
2024-04-14 00:50:00,2024,4,14,50,3361,0,50
2024-04-14 00:55:00,2024,4,14,55,3389,0,55
2024-04-14 01:00:00,2024,4,14,60,3428,1,0
2024-04-14 01:05:00,2024,4,14,65,3470,1,5
2024-04-14 01:10:00,2024,4,14,70,3505,1,10
2024-04-14 01:15:00,2024,4,14,75,3547,1,15
2024-04-14 01:20:00,2024,4,14,80,3548,1,20
2024-04-14 01:25:00,2024,4,14,85,3505,1,25
2024-04-14 01:30:00,2024,4,14,90,3594,1,30
2024-04-14 01:35:00,2024,4,14,95,3578,1,35
2024-04-14 01:40:00,2024,4,14,100,3459,1,40
2024-04-14 01:45:00,2024,4,14,105,3311,1,45
2024-04-14 01:50:00,2024,4,14,110,3064,1,50
2024-04-14 01:55:00,2024,4,14,115,2913,1,55
2024-04-15 00:00:00,2024,4,15,0,2844,0,0
2024-04-15 00:05:00,2024,4,15,5,2805,0,5
2024-04-15 00:10:00,2024,4,15,10,2800,0,10
2024-04-15 00:15:00,2024,4,15,15,2853,0,15
2024-04-15 00:20:00,2024,4,15,20,3014,0,20
2024-04-15 00:25:00,2024,4,15,25,3209,0,25
2024-04-15 00:30:00,2024,4,15,30,3313,0,30
2024-04-15 00:35:00,2024,4,15,35,3315,0,35
2024-04-15 00:40:00,2024,4,15,40,3329,0,40
2024-04-15 00:45:00,2024,4,15,45,3361,0,45
2024-04-15 00:50:00,2024,4,15,50,3387,0,50
2024-04-15 00:55:00,2024,4,15,55,3428,0,55
2024-04-15 01:00:00,2024,4,15,60,3487,1,0
2024-04-15 01:05:00,2024,4,15,65,3547,1,5
2024-04-15 01:10:00,2024,4,15,70,3604,1,10
2024-04-15 01:15:00,2024,4,15,75,3634,1,15
2024-04-15 01:20:00,2024,4,15,80,3625,1,20
2024-04-15 01:25:00,2024,4,15,85,3578,1,25
2024-04-15 01:30:00,2024,4,15,90,3648,1,30
2024-04-15 01:35:00,2024,4,15,95,3621,1,35
2024-04-15 01:40:00,2024,4,15,100,3506,1,40
2024-04-15 01:45:00,2024,4,15,105,3327,1,45
2024-04-15 01:50:00,2024,4,15,110,3107,1,50
2024-04-15 01:55:00,2024,4,15,115,2947,1,55
2024-04-16 00:00:00,2024,4,16,0,2856,0,0
2024-04-16 00:05:00,2024,4,16,5,2805,0,5
2024-04-16 00:10:00,2024,4,16,10,2799,0,10
2024-04-16 00:15:00,2024,4,16,15,2855,0,15
2024-04-16 00:20:00,2024,4,16,20,3011,0,20
2024-04-16 00:25:00,2024,4,16,25,3209,0,25
2024-04-16 00:30:00,2024,4,16,30,3315,0,30
2024-04-16 00:35:00,2024,4,16,35,3317,0,35
2024-04-16 00:40:00,2024,4,16,40,3333,0,40
2024-04-16 00:45:00,2024,4,16,45,3377,0,45
2024-04-16 00:50:00,2024,4,16,50,3426,0,50
2024-04-16 00:55:00,2024,4,16,55,3482,0,55
2024-04-16 01:00:00,2024,4,16,60,3552,1,0
2024-04-16 01:05:00,2024,4,16,65,3623,1,5
2024-04-16 01:10:00,2024,4,16,70,3698,1,10
2024-04-16 01:15:00,2024,4,16,75,3742,1,15
2024-04-16 01:20:00,2024,4,16,80,3746,1,20
2024-04-16 01:25:00,2024,4,16,85,3664,1,25
2024-04-16 01:30:00,2024,4,16,90,3727,1,30
2024-04-16 01:35:00,2024,4,16,95,3685,1,35
2024-04-16 01:40:00,2024,4,16,100,3551,1,40
2024-04-16 01:45:00,2024,4,16,105,3354,1,45
2024-04-16 01:50:00,2024,4,16,110,3174,1,50
2024-04-16 01:55:00,2024,4,16,115,3000,1,55
2024-04-17 00:00:00,2024,4,17,0,2903,0,0
2024-04-17 00:05:00,2024,4,17,5,2846,0,5
2024-04-17 00:10:00,2024,4,17,10,2837,0,10
2024-04-17 00:15:00,2024,4,17,15,2867,0,15
2024-04-17 00:20:00,2024,4,17,20,3012,0,20
2024-04-17 00:25:00,2024,4,17,25,3203,0,25
2024-04-17 00:30:00,2024,4,17,30,3313,0,30
2024-04-17 00:35:00,2024,4,17,35,3327,0,35
2024-04-17 00:40:00,2024,4,17,40,3358,0,40
2024-04-17 00:45:00,2024,4,17,45,3413,0,45
2024-04-17 00:50:00,2024,4,17,50,3493,0,50
2024-04-17 00:55:00,2024,4,17,55,3584,0,55
2024-04-17 01:00:00,2024,4,17,60,3653,1,0
2024-04-17 01:05:00,2024,4,17,65,3722,1,5
2024-04-17 01:10:00,2024,4,17,70,3715,1,10
2024-04-17 01:15:00,2024,4,17,75,3716,1,15
2024-04-17 01:20:00,2024,4,17,80,3702,1,20
2024-04-17 01:25:00,2024,4,17,85,3623,1,25
2024-04-17 01:30:00,2024,4,17,90,3670,1,30
2024-04-17 01:35:00,2024,4,17,95,3635,1,35
2024-04-17 01:40:00,2024,4,17,100,3540,1,40
2024-04-17 01:45:00,2024,4,17,105,3379,1,45
2024-04-17 01:50:00,2024,4,17,110,3254,1,50
2024-04-17 01:55:00,2024,4,17,115,3068,1,55
2024-04-18 00:00:00,2024,4,18,0,2968,0,0
2024-04-18 00:05:00,2024,4,18,5,2882,0,5
2024-04-18 00:10:00,2024,4,18,10,2846,0,10
2024-04-18 00:15:00,2024,4,18,15,2841,0,15
2024-04-18 00:20:00,2024,4,18,20,2864,0,20
2024-04-18 00:25:00,2024,4,18,25,2889,0,25
2024-04-18 00:30:00,2024,4,18,30,3056,0,30
2024-04-18 00:35:00,2024,4,18,35,3254,0,35
2024-04-18 00:40:00,2024,4,18,40,3328,0,40
2024-04-18 00:45:00,2024,4,18,45,3391,0,45
2024-04-18 00:50:00,2024,4,18,50,3448,0,50
2024-04-18 00:55:00,2024,4,18,55,3498,0,55
2024-04-18 01:00:00,2024,4,18,60,3552,1,0
2024-04-18 01:05:00,2024,4,18,65,3607,1,5
2024-04-18 01:10:00,2024,4,18,70,3649,1,10
2024-04-18 01:15:00,2024,4,18,75,3682,1,15
2024-04-18 01:20:00,2024,4,18,80,3648,1,20
2024-04-18 01:25:00,2024,4,18,85,3553,1,25
2024-04-18 01:30:00,2024,4,18,90,3555,1,30
2024-04-18 01:35:00,2024,4,18,95,3535,1,35
2024-04-18 01:40:00,2024,4,18,100,3408,1,40
2024-04-18 01:45:00,2024,4,18,105,3313,1,45
2024-04-18 01:50:00,2024,4,18,110,3146,1,50
2024-04-18 01:55:00,2024,4,18,115,2989,1,55
2024-04-19 00:00:00,2024,4,19,0,2875,0,0
2024-04-19 00:05:00,2024,4,19,5,2818,0,5
2024-04-19 00:10:00,2024,4,19,10,2786,0,10
2024-04-19 00:15:00,2024,4,19,15,2773,0,15
2024-04-19 00:20:00,2024,4,19,20,2785,0,20
2024-04-19 00:25:00,2024,4,19,25,2781,0,25
2024-04-19 00:30:00,2024,4,19,30,2885,0,30
2024-04-19 00:35:00,2024,4,19,35,3046,0,35
2024-04-19 00:40:00,2024,4,19,40,3181,0,40
2024-04-19 00:45:00,2024,4,19,45,3253,0,45
2024-04-19 00:50:00,2024,4,19,50,3289,0,50
2024-04-19 00:55:00,2024,4,19,55,3305,0,55
2024-04-19 01:00:00,2024,4,19,60,3312,1,0
2024-04-19 01:05:00,2024,4,19,65,3315,1,5
2024-04-19 01:10:00,2024,4,19,70,3316,1,10
2024-04-19 01:15:00,2024,4,19,75,3327,1,15
2024-04-19 01:20:00,2024,4,19,80,3343,1,20
2024-04-19 01:25:00,2024,4,19,85,3334,1,25
2024-04-19 01:30:00,2024,4,19,90,3417,1,30
