Year,Month,Day,Period,1,2,3,,,,
2024,3,23,12,1180.7,1164.6,1686.9,,,,
2024,3,23,13,1177.5,1185.7,1684.7,,,,
2024,3,23,14,1176.5,1187.5,1692.8,,,,
2024,3,23,15,1176.5,1176.7,1671.6,,,,
2024,3,23,16,1188.1,1163.2,1624.3,,,,
2024,3,23,17,1199.0,1161.0,1604.4,,,,
2024,3,23,18,1232.2,1216.2,1627.4,,,,
2024,3,23,19,1310.1,1369.1,1737.4,,,,
2024,3,23,20,1280.1,1373.6,1748.7,,,,
2024,3,23,21,1227.6,1330.1,1667.5,,,,
2024,3,23,22,1086.9,1241.7,1544.9,,,,
2024,3,23,23,971.6,1121.5,1396.6,,,,
2024,3,23,24,908.5,978.9,1249.6,,,,
2024,3,24,1,872.2,899.9,1141.4,,,,
2024,3,24,2,855.3,861.8,1094.1,,,,
2024,3,24,3,852.5,845.2,1068.0,,,,
2024,3,24,4,876.1,839.8,1050.8,,,,
2024,3,24,5,966.3,864.0,1076.1,,,,
2024,3,24,6,1094.3,928.6,1161.3,,,,
2024,3,24,7,1151.1,982.4,1294.3,,,,
2024,3,24,8,1160.6,1051.5,1442.6,,,,
2024,3,24,9,1165.9,1115.7,1564.3,,,,
2024,3,24,10,1177.9,1162.3,1649.1,,,,
2024,3,24,11,1165.9,1151.1,1727.0,,,,
2024,3,24,12,1170.1,1167.3,1766.7,,,,
2024,3,24,13,1160.6,1175.8,1777.5,,,,
2024,3,24,14,1151.8,1165.0,1782.0,,,,
2024,3,24,15,1147.9,1155.2,1785.2,,,,
2024,3,24,16,1157.4,1147.5,1801.4,,,,
2024,3,24,17,1174.7,1190.6,1830.7,,,,
2024,3,24,18,1201.1,1257.4,1872.2,,,,
2024,3,24,19,1285.0,1362.4,1902.9,,,,
2024,3,24,20,1267.1,1363.3,1874.0,,,,
2024,3,24,21,1204.3,1309.5,1790.2,,,,
2024,3,24,22,1083.4,1239.1,1648.1,,,,
2024,3,24,23,970.2,1104.5,1476.8,,,,
2024,3,24,24,907.5,978.0,1332.1,,,,
2024,3,25,1,875.4,907.5,1213.1,,,,
2024,3,25,2,860.9,883.3,1157.7,,,,
2024,3,25,3,854.2,868.5,1109.0,,,,
2024,3,25,4,885.6,872.1,1097.7,,,,
2024,3,25,5,974.4,902.1,1107.2,,,,
2024,3,25,6,1088.0,954.2,1193.7,,,,
2024,3,25,7,1147.2,1003.5,1325.4,,,,
2024,3,25,8,1161.6,1069.5,1454.8,,,,
2024,3,25,9,1158.8,1139.5,1550.3,,,,
2024,3,25,10,1169.4,1139.0,1616.6,,,,
2024,3,25,11,1173.6,1137.7,1675.2,,,,
2024,3,25,12,1171.5,1139.9,1691.9,,,,
2024,3,25,13,1177.5,1125.1,1684.7,,,,
2024,3,25,14,1175.0,1122.9,1672.5,,,,
2024,3,25,15,1156.7,1097.7,1655.8,,,,
2024,3,25,16,1147.5,1079.3,1620.7,,,,
2024,3,25,17,1167.3,1080.2,1595.9,,,,
2024,3,25,18,1203.2,1140.4,1596.3,,,,
2024,3,25,19,1284.7,1331.9,1731.1,,,,
2024,3,25,20,1259.7,1353.9,1764.0,,,,
2024,3,25,21,1204.7,1319.4,1704.5,,,,
2024,3,25,22,1072.8,1245.3,1581.0,,,,
2024,3,25,23,963.2,1130.0,1434.5,,,,
2024,3,25,24,903.9,999.5,1296.1,,,,
2024,3,26,1,876.8,925.0,1189.7,,,,
2024,3,26,2,863.0,894.5,1126.6,,,,
2024,3,26,3,864.4,882.0,1083.7,,,,
2024,3,26,4,900.8,881.5,1076.5,,,,
2024,3,26,5,996.7,918.7,1093.7,,,,
2024,3,26,6,1120.4,961.8,1168.0,,,,
2024,3,26,7,1180.7,1000.8,1309.1,,,,
2024,3,26,8,1158.1,1040.3,1446.2,,,,
2024,3,26,9,1133.8,1085.6,1551.7,,,,
2024,3,26,10,1137.3,1116.6,1615.2,,,,
2024,3,26,11,1129.2,1126.9,1671.6,,,,
2024,3,26,12,1122.5,1134.5,1701.8,,,,
2024,3,26,13,1123.6,1122.4,1696.8,,,,
2024,3,26,14,1113.7,1127.3,1693.2,,,,
2024,3,26,15,1103.5,1106.3,1663.9,,,,
2024,3,26,16,1109.1,1095.5,1630.6,,,,
2024,3,26,17,1120.4,1095.9,1599.5,,,,
2024,3,26,18,1157.1,1165.9,1602.2,,,,
2024,3,26,19,1256.8,1333.3,1720.7,,,,
2024,3,26,20,1243.1,1341.3,1748.7,,,,
2024,3,26,21,1191.6,1306.8,1689.6,,,,
2024,3,26,22,1071.4,1221.6,1570.6,,,,
2024,3,26,23,959.3,1065.9,1420.9,,,,
2024,3,26,24,902.5,947.0,1292.9,,,,
2024,3,27,1,875.0,879.3,1179.8,,,,
2024,3,27,2,864.8,844.7,1123.0,,,,
2024,3,27,3,865.9,829.5,1085.5,,,,
2024,3,27,4,896.5,826.3,1068.0,,,,
2024,3,27,5,979.7,847.9,1081.9,,,,
2024,3,27,6,1100.3,888.2,1163.1,,,,
2024,3,27,7,1134.9,921.9,1288.0,,,,
2024,3,27,8,1139.1,993.7,1434.5,,,,
2024,3,27,9,1130.6,1033.6,1557.5,,,,
2024,3,27,10,1142.6,1067.2,1628.3,,,,
2024,3,27,11,1140.8,1086.5,1677.5,,,,
2024,3,27,12,1133.1,1106.7,1682.4,,,,
2024,3,27,13,1127.8,1130.5,1667.1,,,,
2024,3,27,14,1117.9,1114.8,1654.0,,,,
2024,3,27,15,1106.6,1100.9,1650.0,,,,
2024,3,27,16,1106.3,1074.0,1604.9,,,,
2024,3,27,17,1119.3,1073.1,1602.6,,,,
2024,3,27,18,1153.9,1142.2,1638.2,,,,
2024,3,27,19,1212.8,1314.4,1732.0,,,,
2024,3,27,20,1195.5,1320.3,1726.1,,,,
2024,3,27,21,1150.4,1284.8,1645.4,,,,
2024,3,27,22,1063.6,1229.2,1553.9,,,,
2024,3,27,23,972.3,1128.2,1414.6,,,,
2024,3,27,24,909.2,1014.7,1285.2,,,,
2024,3,28,1,876.4,935.3,1203.2,,,,
2024,3,28,2,859.9,900.4,1132.0,,,,
2024,3,28,3,849.3,876.1,1065.7,,,,
2024,3,28,4,854.6,863.6,1053.5,,,,
2024,3,28,5,890.9,871.6,1046.8,,,,
2024,3,28,6,925.4,864.9,1073.4,,,,
2024,3,28,7,974.1,844.7,1100.0,,,,
2024,3,28,8,1032.3,883.8,1187.9,,,,
2024,3,28,9,1072.1,946.6,1299.7,,,,
2024,3,28,10,1088.0,1013.0,1376.8,,,,
2024,3,28,11,1073.9,1015.2,1429.5,,,,
2024,3,28,12,1060.8,1013.9,1451.1,,,,
2024,3,28,13,1045.0,1008.9,1402.5,,,,
2024,3,28,14,1036.5,990.5,1363.2,,,,
2024,3,28,15,1036.1,977.1,1328.1,,,,
2024,3,28,16,1039.7,973.5,1304.2,,,,
2024,3,28,17,1058.3,976.2,1287.5,,,,
2024,3,28,18,1078.8,1024.6,1337.1,,,,
2024,3,28,19,1168.0,1236.8,1535.9,,,,
2024,3,28,20,1159.5,1255.2,1576.0,,,,
2024,3,28,21,1103.1,1221.1,1530.0,,,,
2024,3,28,22,1026.3,1171.3,1431.3,,,,
2024,3,28,23,943.4,1081.1,1323.6,,,,
2024,3,28,24,888.4,992.3,1227.1,,,,
2024,3,29,1,854.6,921.9,1140.1,,,,
2024,3,29,2,837.3,880.2,1064.8,,,,
2024,3,29,3,831.3,859.1,1040.0,,,,
2024,3,29,4,839.1,860.4,1017.5,,,,
2024,3,29,5,867.3,874.3,1031.9,,,,
2024,3,29,6,893.0,862.2,1032.8,,,,
2024,3,29,7,930.7,839.3,1031.0,,,,
2024,3,29,8,977.3,867.6,1072.0,,,,
2024,3,29,9,1008.3,918.7,1149.1,,,,
2024,3,29,10,1027.0,942.5,1210.9,,,,
2024,3,29,11,1036.1,969.9,1239.7,,,,
2024,3,29,12,1035.4,1001.7,1242.4,,,,
2024,3,29,13,1037.5,1007.1,1252.8,,,,
2024,3,29,14,1037.5,1007.6,1255.5,,,,
2024,3,29,15,1050.9,1013.4,1241.5,,,,
2024,3,29,16,1073.2,1022.4,1236.6,,,,
2024,3,29,17,1096.8,1026.9,1243.3,,,,
2024,3,29,18,1131.0,1064.5,1305.1,,,,
2024,3,29,19,1240.6,1263.3,1490.4,,,,
2024,3,29,20,1224.8,1268.7,1555.7,,,,
2024,3,29,21,1144.0,1218.9,1504.3,,,,
2024,3,29,22,1041.4,1133.2,1373.2,,,,
2024,3,29,23,933.9,994.1,1219.4,,,,
2024,3,29,24,875.4,901.3,1114.4,,,,
2024,3,30,1,844.0,849.7,1042.3,,,,
2024,3,30,2,832.4,828.6,1002.6,,,,
2024,3,30,3,832.0,823.6,985.9,,,,
2024,3,30,4,863.0,841.1,1015.2,,,,
2024,3,30,5,954.3,903.9,1090.1,,,,
2024,3,30,6,1068.9,967.6,1257.8,,,,
2024,3,30,7,1135.9,992.8,1367.7,,,,
2024,3,30,8,1143.3,1048.4,1462.4,,,,
2024,3,30,9,1144.4,1117.5,1549.0,,,,
2024,3,30,10,1179.3,1160.5,1618.4,,,,
2024,3,30,11,1199.0,1201.8,1657.6,,,,
2024,3,30,12,1221.9,1233.7,1675.6,,,,
2024,3,30,13,1241.3,1250.7,1674.3,,,,
2024,3,30,14,1262.8,1130.9,1669.8,,,,
2024,3,30,15,1274.1,1268.7,1653.6,,,,
2024,3,30,16,1280.5,1265.5,1624.7,,,,
2024,3,30,17,1267.1,1247.6,1626.1,,,,
2024,3,30,18,1296.7,1292.9,1596.8,,,,
2024,3,30,19,1366.8,1404.6,1741.9,,,,
2024,3,30,20,1346.7,1395.6,1745.5,,,,
2024,3,30,21,1284.0,1325.2,1597.7,,,,
2024,3,30,22,1143.7,1224.7,1482.7,,,,
2024,3,30,23,1011.8,1055.1,1297.9,,,,
2024,3,30,24,941.0,953.7,1178.0,,,,
2024,3,31,1,903.6,898.1,1090.5,,,,
2024,3,31,2,881.0,869.0,1049.5,,,,
2024,3,31,3,873.3,855.0,1024.7,,,,
2024,3,31,4,897.9,870.3,1038.7,,,,
2024,3,31,5,974.8,933.1,1110.3,,,,
2024,3,31,6,1070.0,1004.4,1288.9,,,,
2024,3,31,7,1127.8,1021.5,1423.2,,,,
2024,3,31,8,1149.3,1089.7,1534.5,,,,
2024,3,31,9,1168.0,1171.8,1626.5,,,,
2024,3,31,10,1190.9,1204.5,1706.3,,,,
2024,3,31,11,1211.0,1248.5,1747.8,,,,
2024,3,31,12,1229.7,1265.1,1755.4,,,,
2024,3,31,13,1231.1,1281.7,1743.3,,,,
2024,3,31,14,1237.8,1289.3,1737.4,,,,
2024,3,31,15,1229.7,1285.7,1714.0,,,,
2024,3,31,16,1227.6,1286.6,1703.1,,,,
2024,3,31,17,1233.6,1275.4,1677.0,,,,
2024,3,31,18,1254.7,1290.6,1675.2,,,,
2024,3,31,19,1324.9,1413.1,1796.0,,,,
2024,3,31,20,1322.1,1418.9,1801.4,,,,
2024,3,31,21,1264.2,1345.8,1665.3,,,,
2024,3,31,22,1128.2,1226.5,1502.1,,,,
2024,3,31,23,1005.8,1071.3,1307.3,,,,
2024,3,31,24,946.2,953.3,1214.5,,,,
2024,4,1,1,1004.1,1031.3,1033.2,,,,
2024,4,1,2,989.3,1015.2,972.8,,,,
2024,4,1,3,987.5,1007.1,936.8,,,,
2024,4,1,4,1001.9,1013.9,962.9,,,,
2024,4,1,5,1062.9,1043.9,1090.5,,,,
2024,4,1,6,1145.1,1073.1,1283.4,,,,
2024,4,1,7,1169.0,1078.9,1456.6,,,,
2024,4,1,8,1174.7,1094.6,1558.9,,,,
2024,4,1,9,1173.6,1102.7,1681.5,,,,
2024,4,1,10,1168.7,1104.9,1776.2,,,,
2024,4,1,11,1168.0,1104.0,1823.5,,,,
2024,4,1,12,1168.0,1104.5,1787.4,,,,
2024,4,1,13,1168.0,1104.5,1763.6,,,,
2024,4,1,14,1168.0,1104.5,1734.3,,,,
2024,4,1,15,1168.3,1102.2,1692.8,,,,
2024,4,1,16,1168.7,1104.5,1646.3,,,,
2024,4,1,17,1168.7,1105.4,1607.6,,,,
2024,4,1,18,1177.5,1108.5,1591.3,,,,
2024,4,1,19,1219.5,1152.0,1758.6,,,,
2024,4,1,20,1208.5,1155.6,1924.0,,,,
2024,4,1,21,1182.4,1140.4,1764.9,,,,
2024,4,1,22,1136.6,1109.0,1573.3,,,,
2024,4,1,23,1053.4,1094.2,1307.8,,,,
2024,4,1,24,1007.2,1058.7,1142.8,,,,
2024,4,2,1,989.3,1044.8,1047.7,,,,
2024,4,2,2,982.9,1039.0,977.3,,,,
2024,4,2,3,988.9,1039.0,951.2,,,,
2024,4,2,4,1010.1,1050.2,998.1,,,,
2024,4,2,5,1089.4,1089.2,1095.0,,,,
2024,4,2,6,1167.6,1104.0,1287.5,,,,
2024,4,2,7,1174.3,1104.9,1420.9,,,,
2024,4,2,8,1168.7,1104.5,1540.0,,,,
2024,4,2,9,1163.8,1106.3,1628.8,,,,
2024,4,2,10,1164.8,1105.8,1686.5,,,,
2024,4,2,11,1159.9,1104.5,1715.8,,,,
2024,4,2,12,1152.8,1103.6,1710.8,,,,
2024,4,2,13,1149.3,1104.9,1718.5,,,,
2024,4,2,14,1146.8,1104.0,1712.6,,,,
2024,4,2,15,1144.0,1104.0,1697.3,,,,
2024,4,2,16,1152.1,1104.5,1623.8,,,,
2024,4,2,17,1159.9,1104.0,1569.3,,,,
2024,4,2,18,1168.3,1105.8,1506.6,,,,
2024,4,2,19,1203.6,1146.2,1699.1,,,,
2024,4,2,20,1199.0,1155.2,1860.5,,,,
2024,4,2,21,1177.2,1138.1,1707.2,,,,
2024,4,2,22,1129.2,1105.4,1509.8,,,,
2024,4,2,23,1053.1,1087.4,1243.8,,,,
2024,4,2,24,1004.1,1052.9,1161.7,,,,
2024,4,3,1,987.5,1036.7,1050.8,,,,
2024,4,3,2,982.9,1024.6,1013.0,,,,
2024,4,3,3,981.8,1019.2,958.4,,,,
2024,4,3,4,1005.8,1030.5,981.4,,,,
2024,4,3,5,1083.7,1065.0,1108.1,,,,
2024,4,3,6,1162.4,1089.7,1326.3,,,,
2024,4,3,7,1171.2,1097.3,1505.7,,,,
2024,4,3,8,1168.0,1102.7,1640.5,,,,
2024,4,3,9,1164.5,1105.8,1739.2,,,,
2024,4,3,10,1166.9,1104.5,1833.9,,,,
2024,4,3,11,1166.9,1105.4,1903.8,,,,
2024,4,3,12,1166.9,1109.4,1884.8,,,,
2024,4,3,13,1168.3,1113.0,1863.6,,,,
2024,4,3,14,1168.7,1113.4,1848.3,,,,
2024,4,3,15,1169.8,1113.9,1806.4,,,,
2024,4,3,16,1172.9,1109.9,1680.6,,,,
2024,4,3,17,1172.9,1109.4,1577.8,,,,
2024,4,3,18,1172.6,1110.8,1498.0,,,,
2024,4,3,19,1203.6,1144.4,1679.3,,,,
2024,4,3,20,1193.0,1152.0,1751.4,,,,
2024,4,3,21,1173.3,1139.5,1580.1,,,,
2024,4,3,22,1139.1,1113.9,1485.4,,,,
2024,4,3,23,1054.5,1101.8,1279.4,,,,
2024,4,3,24,1006.5,1062.7,1148.2,,,,
2024,4,4,1,982.6,1042.1,1035.1,,,,
2024,4,4,2,972.0,1025.5,971.5,,,,
2024,4,4,3,969.5,1017.9,932.3,,,,
2024,4,4,4,972.0,1017.0,929.6,,,,
2024,4,4,5,994.5,1025.1,975.5,,,,
2024,4,4,6,1010.4,1021.0,1008.0,,,,
2024,4,4,7,1057.3,1022.4,1083.7,,,,
2024,4,4,8,1096.1,1053.3,1179.3,,,,
2024,4,4,9,1129.2,1088.8,1306.4,,,,
2024,4,4,10,1147.2,1097.3,1385.3,,,,
2024,4,4,11,1152.5,1101.8,1432.7,,,,
2024,4,4,12,1156.4,1100.9,1401.1,,,,
2024,4,4,13,1164.1,1104.0,1368.2,,,,
2024,4,4,14,1168.0,1104.9,1352.9,,,,
2024,4,4,15,1172.6,1106.3,1318.2,,,,
2024,4,4,16,1177.2,1104.0,1290.7,,,,
2024,4,4,17,1185.3,1106.3,1260.9,,,,
2024,4,4,18,1183.9,1106.7,1257.3,,,,
2024,4,4,19,1211.0,1139.5,1485.9,,,,
2024,4,4,20,1201.1,1145.3,1544.0,,,,
2024,4,4,21,1172.2,1132.7,1476.8,,,,
2024,4,4,22,1131.7,1109.0,1373.2,,,,
2024,4,4,23,1057.6,1100.0,1210.0,,,,
2024,4,4,24,1009.0,1062.3,1073.4,,,,
2024,4,5,1,983.6,1036.3,982.8,,,,
2024,4,5,2,964.9,1019.2,931.8,,,,
2024,4,5,3,960.3,1010.7,894.4,,,,
2024,4,5,4,954.7,1005.8,886.7,,,,
2024,4,5,5,973.4,1013.0,912.9,,,,
2024,4,5,6,981.8,992.8,930.0,,,,
2024,4,5,7,1012.5,997.3,944.0,,,,
2024,4,5,8,1056.2,1029.6,1028.3,,,,
2024,4,5,9,1092.5,1061.0,1127.9,,,,
2024,4,5,10,1119.0,1082.5,1223.5,,,,
2024,4,5,11,1138.0,1097.3,1234.8,,,,
2024,4,5,12,1160.2,1101.3,1255.0,,,,
2024,4,5,13,1165.2,1102.2,1237.0,,,,
2024,4,5,14,1168.3,1105.4,1253.2,,,,
2024,4,5,15,1175.4,1103.1,1227.1,,,,
2024,4,5,16,1182.1,1105.8,1205.9,,,,
2024,4,5,17,1187.4,1106.7,1214.0,,,,
2024,4,5,18,1190.2,1105.8,1289.3,,,,
2024,4,5,19,1231.1,1139.0,1471.4,,,,
2024,4,5,20,1226.5,1144.4,1590.4,,,,
2024,4,5,21,1189.5,1130.5,1530.0,,,,
2024,4,5,22,1146.1,1106.3,1333.5,,,,
2024,4,5,23,1058.0,1082.9,1168.5,,,,
2024,4,5,24,1007.2,1048.8,1036.9,,,,
2024,4,6,1,983.3,1025.1,931.4,,,,
2024,4,6,2,972.7,1010.7,900.3,,,,
2024,4,6,3,967.0,1010.3,889.4,,,,
2024,4,6,4,987.1,1019.7,905.7,,,,
2024,4,6,5,1046.0,1044.8,1033.7,,,,
2024,4,6,6,1121.5,1052.0,1200.0,,,,
2024,4,6,7,1161.3,1068.1,1357.8,,,,
2024,4,6,8,1166.9,1096.8,1532.7,,,,
2024,4,6,9,1168.0,1105.4,1636.9,,,,
2024,4,6,10,1168.7,1107.2,1741.0,,,,
2024,4,6,11,1170.5,1105.8,1790.6,,,,
2024,4,6,12,1173.3,1111.6,1869.0,,,,
2024,4,6,13,1172.9,1112.5,1856.9,,,,
2024,4,6,14,1175.0,1109.4,1814.9,,,,
2024,4,6,15,1172.9,1106.3,1805.0,,,,
2024,4,6,16,1175.7,1104.5,1724.8,,,,
2024,4,6,17,1180.0,1105.8,1659.9,,,,
2024,4,6,18,1182.4,1104.5,1604.4,,,,
2024,4,6,19,1224.8,1141.3,1802.8,,,,
2024,4,6,20,1217.3,1145.3,1890.7,,,,
2024,4,6,21,1186.7,1130.9,1746.9,,,,
2024,4,6,22,1143.7,1105.4,1515.2,,,,
2024,4,6,23,1053.4,1085.2,1320.9,,,,
2024,4,6,24,1004.1,1048.8,1154.5,,,,
2024,4,7,1,983.6,1025.5,1070.2,,,,
2024,4,7,2,972.3,1012.5,1009.4,,,,
2024,4,7,3,972.3,1010.3,991.3,,,,
2024,4,7,4,987.8,1019.7,997.6,,,,
2024,4,7,5,1051.3,1048.4,1123.4,,,,
2024,4,7,6,1125.0,1053.8,1235.2,,,,
2024,4,7,7,1162.0,1064.5,1361.0,,,,
2024,4,7,8,1164.8,1091.9,1519.2,,,,
2024,4,7,9,1167.6,1102.7,1635.1,,,,
2024,4,7,10,1168.3,1105.8,1722.5,,,,
2024,4,7,11,1174.0,1102.7,1789.7,,,,
2024,4,7,12,1177.5,1104.9,1759.0,,,,
2024,4,7,13,1183.5,1105.8,1804.6,,,,
2024,4,7,14,1190.6,1104.9,1784.7,,,,
2024,4,7,15,1198.3,1105.4,1754.1,,,,
2024,4,7,16,1208.9,1104.9,1684.2,,,,
2024,4,7,17,1208.2,1102.7,1637.8,,,,
2024,4,7,18,1208.2,1109.4,1585.0,,,,
2024,4,7,19,1246.3,1152.0,1730.2,,,,
2024,4,7,20,1236.4,1152.0,1810.0,,,,
2024,4,7,21,1201.5,1138.1,1664.4,,,,
2024,4,7,22,1156.0,1107.2,1489.5,,,,
2024,4,7,23,1065.8,1089.2,1292.5,,,,
2024,4,7,24,1009.3,1052.0,1129.3,,,,
2024,4,8,1,982.9,1026.4,1060.3,,,,
2024,4,8,2,972.0,1012.5,964.7,,,,
2024,4,8,3,971.6,1009.8,949.8,,,,
2024,4,8,4,990.3,1015.6,959.8,,,,
2024,4,8,5,1052.7,1041.2,1071.1,,,,
2024,4,8,6,1129.6,1046.6,1208.2,,,,
2024,4,8,7,1165.2,1063.6,1346.6,,,,
2024,4,8,8,1167.6,1081.1,1503.4,,,,
2024,4,8,9,1169.0,1101.8,1616.1,,,,
2024,4,8,10,1177.9,1104.5,1728.4,,,,
2024,4,8,11,1190.9,1105.8,1773.9,,,,
2024,4,8,12,1208.9,1120.6,1819.9,,,,
2024,4,8,13,1227.6,1139.5,1827.6,,,,
2024,4,8,14,1247.7,1145.3,1844.3,,,,
2024,4,8,15,1266.7,1146.2,1811.3,,,,
2024,4,8,16,1281.2,1148.0,1750.0,,,,
2024,4,8,17,1286.1,1155.6,1639.6,,,,
2024,4,8,18,1272.0,1152.5,1538.2,,,,
2024,4,8,19,1293.1,1190.2,1663.0,,,,
2024,4,8,20,1277.6,1200.9,1761.3,,,,
2024,4,8,21,1235.7,1163.7,1635.5,,,,
2024,4,8,22,1172.2,1129.1,1453.4,,,,
2024,4,8,23,1089.4,1104.0,1277.6,,,,
2024,4,8,24,1035.1,1073.1,1137.8,,,,
2024,4,9,1,1002.3,1048.4,1023.3,,,,
2024,4,9,2,985.0,1036.3,959.3,,,,
2024,4,9,3,981.8,1024.6,933.2,,,,
2024,4,9,4,996.7,1034.0,963.4,,,,
2024,4,9,5,1055.5,1055.1,1076.1,,,,
2024,4,9,6,1122.9,1053.8,1201.9,,,,
2024,4,9,7,1165.5,1074.4,1356.0,,,,
2024,4,9,8,1171.9,1101.3,1523.3,,,,
2024,4,9,9,1182.1,1113.9,1638.7,,,,
2024,4,9,10,1206.8,1131.8,1785.2,,,,
2024,4,9,11,1238.9,1140.8,1896.5,,,,
2024,4,9,12,1276.9,1152.5,1984.5,,,,
2024,4,9,13,1308.7,1168.6,2023.7,,,,
2024,4,9,14,1341.4,1186.6,2042.2,,,,
2024,4,9,15,1370.7,1206.3,2047.6,,,,
2024,4,9,16,1376.7,1225.6,2012.4,,,,
2024,4,9,17,1353.8,1242.6,1918.2,,,,
2024,4,9,18,1330.5,1214.4,1762.7,,,,
2024,4,9,19,1355.2,1246.7,1825.3,,,,
2024,4,9,20,1328.4,1259.7,1865.9,,,,
2024,4,9,21,1276.6,1227.8,1673.4,,,,
2024,4,9,22,1207.8,1162.3,1474.1,,,,
2024,4,9,23,1152.8,1119.3,1286.6,,,,
2024,4,9,24,1091.8,1102.7,1144.1,,,,
2024,4,10,1,1059.1,1074.9,1046.3,,,,
2024,4,10,2,1026.6,1051.5,989.1,,,,
2024,4,10,3,1013.9,1039.9,953.0,,,,
2024,4,10,4,1027.0,1038.1,977.8,,,,
2024,4,10,5,1070.3,1058.7,1063.9,,,,
2024,4,10,6,1131.7,1061.4,1183.8,,,,
2024,4,10,7,1168.3,1071.3,1328.5,,,,
2024,4,10,8,1190.6,1101.3,1500.3,,,,
2024,4,10,9,1215.6,1105.8,1630.1,,,,
2024,4,10,10,1245.9,1109.9,1808.2,,,,
2024,4,10,11,1256.5,1121.1,1841.1,,,,
2024,4,10,12,1261.4,1123.8,1800.1,,,,
2024,4,10,13,1269.9,1130.0,1796.9,,,,
2024,4,10,14,1273.1,1124.2,1767.2,,,,
2024,4,10,15,1286.4,1114.3,1696.8,,,,
2024,4,10,16,1287.5,1104.0,1632.8,,,,
2024,4,10,17,1277.6,1104.9,1580.5,,,,
2024,4,10,18,1244.5,1106.3,1520.6,,,,
2024,4,10,19,1250.1,1135.9,1618.4,,,,
2024,4,10,20,1237.1,1140.8,1669.3,,,,
2024,4,10,21,1208.9,1129.1,1566.6,,,,
2024,4,10,22,1168.3,1107.2,1442.6,,,,
2024,4,10,23,1095.4,1092.8,1295.2,,,,
2024,4,10,24,1041.1,1054.2,1133.8,,,,
2024,4,11,1,1002.6,1028.7,1055.8,,,,
2024,4,11,2,984.0,1018.3,992.7,,,,
2024,4,11,3,968.8,1010.7,953.5,,,,
2024,4,11,4,966.0,1009.4,949.4,,,,
2024,4,11,5,981.5,1017.4,995.8,,,,
2024,4,11,6,988.2,999.9,994.0,,,,
2024,4,11,7,1046.0,1013.9,1065.7,,,,
2024,4,11,8,1113.0,1047.0,1166.7,,,,
2024,4,11,9,1156.4,1082.9,1284.8,,,,
2024,4,11,10,1168.7,1103.1,1365.0,,,,
2024,4,11,11,1169.4,1104.9,1393.9,,,,
2024,4,11,12,1173.3,1100.9,1390.7,,,,
2024,4,11,13,1172.9,1102.7,1327.6,,,,
2024,4,11,14,1175.0,1103.1,1317.3,,,,
2024,4,11,15,1183.2,1103.1,1295.6,,,,
2024,4,11,16,1190.9,1104.9,1265.4,,,,
2024,4,11,17,1194.4,1104.0,1256.4,,,,
2024,4,11,18,1193.4,1104.5,1260.0,,,,
2024,4,11,19,1217.3,1139.5,1388.0,,,,
2024,4,11,20,1211.0,1152.0,1492.2,,,,
2024,4,11,21,1184.2,1138.6,1442.1,,,,
2024,4,11,22,1152.5,1114.3,1347.5,,,,
2024,4,11,23,1070.7,1102.7,1190.1,,,,
2024,4,11,24,1018.9,1062.3,1081.5,,,,
2024,4,12,1,985.7,1036.7,989.5,,,,
2024,4,12,2,966.3,1014.7,923.7,,,,
2024,4,12,3,953.3,1005.3,886.3,,,,
2024,4,12,4,953.6,1001.3,880.4,,,,
2024,4,12,5,967.4,1009.8,893.0,,,,
2024,4,12,6,970.2,967.6,884.9,,,,
2024,4,12,7,1007.9,991.9,894.9,,,,
2024,4,12,8,1066.1,1027.3,994.5,,,,
2024,4,12,9,1109.5,1061.0,1099.1,,,,
2024,4,12,10,1131.3,1081.6,1150.0,,,,
2024,4,12,11,1152.1,1093.3,1179.8,,,,
2024,4,12,12,1164.5,1101.3,1180.7,,,,
2024,4,12,13,1168.7,1100.9,1175.7,,,,
2024,4,12,14,1172.9,1101.8,1164.9,,,,
2024,4,12,15,1179.6,1102.2,1145.0,,,,
2024,4,12,16,1190.6,1102.2,1122.1,,,,
2024,4,12,17,1193.7,1101.3,1141.0,,,,
2024,4,12,18,1186.7,1099.1,1170.7,,,,
2024,4,12,19,1221.2,1113.9,1313.2,,,,
2024,4,12,20,1227.9,1133.2,1459.7,,,,
2024,4,12,21,1190.6,1115.7,1429.1,,,,
2024,4,12,22,1148.6,1104.0,1274.9,,,,
2024,4,12,23,1055.5,1071.7,1152.7,,,,
2024,4,12,24,1004.8,1039.4,1019.3,,,,
2024,4,13,1,982.9,1015.2,938.6,,,,
2024,4,13,2,967.0,998.2,898.5,,,,
2024,4,13,3,967.0,992.3,887.6,,,,
2024,4,13,4,983.3,1007.1,922.4,,,,
2024,4,13,5,1033.7,1036.3,1044.1,,,,
2024,4,13,6,1107.4,1044.8,1159.0,,,,
2024,4,13,7,1153.2,1061.4,1308.2,,,,
2024,4,13,8,1168.3,1090.6,1455.2,,,,
2024,4,13,9,1172.6,1102.7,1565.2,,,,
2024,4,13,10,1185.3,1105.4,1670.7,,,,
2024,4,13,11,1193.4,1106.3,1704.5,,,,
2024,4,13,12,1200.8,1105.4,1710.4,,,,
2024,4,13,13,1209.9,1101.8,1724.3,,,,
2024,4,13,14,1224.8,1101.8,1723.4,,,,
