"Year","Month","Day","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250","251","252","253","254","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","283","284","285","286","287","288"
2024,2,26,44,44,44,44,44,45,44,45,45,46,47,47,47,47,47,47,47,47,47,47,47,48,46,44,43,41,40,38,37,36,35,34,33,34,34,33,33,34,34,34,34,33,33,32,32,32,33,32,32,32,32,32,32,32,33,33,33,33,33,34,34,35,36,37,37,38,38,39,39,40,40,40,40,41,41,41,41,41,41,41,41,44,43,45,40,41,53,49,49,48,49,49,49,49,50,51,52,56,56,57,57,57,57,56,52,49,52,51,48,47,47,46,45,45,44,44,44,43,42,42,42,42,42,42,42,43,43,43,44,44,44,44,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,45,59,59,59,45,45,45,45,45,46,46,46,47,47,47,47,48,47,47,47,47,44,44,52,52,64,62,64,43,43,44,45,46,47,48,48,50,51,52,53,54,55,56,56,56,56,56,55,54,53,52,50,48,45,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,41,41,41,41,40,40,40,40,39,39,39,39,38,38,38,38,38,37,37,37,37,37,36,37,37,36,36,37,37,37,37,38,39,39,40,40
2024,2,27,41,41,41,41,41,42,41,41,41,42,42,41,42,42,42,43,43,43,44,44,44,44,44,44,44,44,45,44,44,44,44,44,44,43,43,43,43,43,43,43,43,42,42,42,42,43,43,43,43,43,42,42,42,43,43,44,45,46,47,48,48,49,49,49,50,50,50,50,50,49,48,47,45,44,42,41,40,39,39,41,39,43,49,52,41,42,57,57,57,56,56,55,55,55,54,54,55,55,55,55,55,55,55,55,43,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,41,41,41,41,42,42,42,42,43,44,45,45,46,46,47,47,46,46,47,48,48,48,48,48,49,52,52,52,52,53,53,53,66,66,66,67,67,67,68,68,68,68,68,69,69,57,61,61,62,61,69,61,69,57,53,53,53,54,54,54,54,55,55,55,55,55,55,56,56,56,56,56,56,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,48,44,42,41,41,41,41,41,41,40,40,39,39,39,39,38,39,38,38,38,38,37,37,37,37,37,37,36,36,36,36,36,36,35,35,35,35
2024,2,28,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,34,35,35,36,38,39,41,42,43,44,45,46,47,47,47,47,47,48,47,46,44,43,41,40,38,36,35,35,35,35,35,36,36,36,37,38,38,38,38,39,39,40,40,40,40,40,40,40,39,39,39,39,39,39,38,38,38,38,38,38,40,51,51,38,38,38,51,51,51,46,46,46,46,46,46,46,46,46,52,52,51,51,52,51,51,51,51,51,51,52,52,52,52,52,52,52,52,48,48,48,52,52,48,48,52,52,52,52,52,52,52,52,48,48,48,48,48,48,48,48,52,48,48,48,52,52,64,64,64,64,64,64,64,64,64,64,62,62,62,62,63,63,63,63,63,58,63,58,58,63,63,63,63,63,62,62,62,64,64,64,64,64,64,64,62,62,62,62,62,62,62,62,62,62,62,62,62,62,58,59,64,48,48,52,52,42,51,41,41,41,41,42,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,39,39,39,39,39,38,38,38,38,38,37,37,37,37,37,36,36,36,36,36,35,35,35,35,35,34,34,34,34,34,34,33,33,33,33,33,33
2024,2,29,33,33,32,32,32,32,32,32,32,32,32,32,31,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,50,41,47,42,32,38,38,33,33,47,47,47,47,47,47,51,51,51,51,52,52,52,52,53,53,54,54,54,43,43,43,42,42,42,42,42,41,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,41,40,40,40,39,39,39,39,39,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,38,38,36,36,36,36,36,36,36,36,36,36,36,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,38,47,47,46,60,60,60,36,37,37,37,37,37,37,38,38,39,39,39,40,40,41,41,42,43,46,46,47,47,47,48,48,49,50,51,53,53,53,52,52,52,51,50,49,48,47,47,47,46,46,46,46,46,45,45,46,46,46,46,45,45,44,44,44,44,44,44,44,44,44,44,43,43,44,44,44,43,43,43,42,41,41,41,41,40,39
2024,3,1,34,35,36,35,34,34,34,33,33,33,32,32,32,32,31,31,30,31,31,31,31,31,31,31,32,32,32,32,32,32,32,33,33,34,35,36,37,39,41,42,43,45,47,47,47,47,46,46,45,45,44,44,44,44,45,45,45,45,46,46,46,47,47,46,46,46,46,45,45,44,44,44,44,44,43,42,42,42,41,41,41,42,42,41,41,41,41,43,45,46,46,44,46,55,47,48,49,49,50,50,58,51,58,60,60,58,58,57,57,57,57,59,59,59,59,59,58,58,58,51,51,51,51,51,51,51,51,59,52,52,52,52,59,59,59,59,59,59,60,58,58,58,60,61,61,62,62,62,61,60,59,58,58,58,66,66,58,58,58,58,58,57,57,58,58,59,59,58,60,59,59,59,58,66,67,67,67,68,68,68,69,70,70,68,74,74,74,74,68,68,68,74,67,67,66,66,67,66,67,73,58,66,52,68,58,52,49,47,47,45,45,46,47,46,45,44,44,44,43,44,44,45,44,44,44,45,45,45,44,45,45,45,45,45,44,44,44,44,44,44,44,43,43,43,43,42,41,40,40,39,40,40,39,39,38,38,38,38,38,38,38,37,37,37,37,37,38,38,38,37,37,37,37,37,37,37,38,37,36,36,37,37,36,35,34,34,33,33
2024,3,2,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,33,32,32,32,33,32,32,32,33,33,33,33,33,33,33,34,34,34,35,35,35,35,36,36,37,37,38,38,38,38,38,38,38,39,39,39,39,48,42,39,39,39,39,38,38,41,43,43,43,43,52,52,52,47,47,47,52,52,52,52,44,44,52,55,55,52,53,53,50,49,49,50,50,54,55,55,55,55,56,57,57,57,57,58,49,58,49,49,59,59,59,59,59,59,60,60,60,61,61,61,57,57,61,61,61,60,60,65,53,54,54,54,54,54,55,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,68,68,68,68,68,68,68,57,57,57,57,57,53,57,57,57,56,53,57,57,56,56,56,56,57,57,57,57,57,55,56,58,58,54,55,55,54,54,54,54,54,53,53,53,52,52,52,52,52,52,52,51,52,52,52,51,51,51,51,50,50,50,49,48,48,48,48,47,47,46,46,45,45,44,43,43,43,43,42,42,42,41,41,41,41,41,40,40,40,39,39,39,38,38,38,38,38,37,37,37,37,36,36,36,36,35,35,35,35,35,34,34,34,34,34
2024,3,3,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,34,35,36,38,39,40,42,43,45,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,50,50,50,50,51,51,51,51,51,51,53,53,53,53,53,53,53,53,53,53,54,53,53,54,54,54,53,54,54,53,62,62,62,62,58,57,57,57,61,57,56,56,59,60,60,60,63,63,63,62,62,61,62,62,62,62,62,62,62,65,64,64,64,64,64,64,65,65,65,64,64,63,62,61,61,61,62,60,60,62,63,63,64,65,66,66,66,66,66,66,66,66,66,73,66,66,66,66,66,66,65,65,65,65,77,77,71,71,71,71,72,71,76,71,72,71,71,69,71,72,77,76,70,62,65,65,70,72,72,72,53,52,53,53,53,53,53,53,53,52,52,52,52,52,54,55,57,57,57,57,56,56,56,55,55,55,56,55,53,52,53,54,55,55,55,54,54,54,52,51,51,51,50,48,46,46,46,46,46,46,46,47,47,48,49,49,49,49,48,47,45,45,45,44,44,44,44,44,44,43,43,44,44,44,44,44,45,45,44,44
2024,3,4,44,43,43,44,44,44,44,44,45,46,46,46,47,47,47,47,47,47,47,47,47,47,45,43,42,41,39,38,36,35,34,33,33,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,31,31,31,32,32,32,32,33,33,33,33,33,34,35,36,37,37,38,38,38,39,39,39,39,40,41,41,41,41,41,41,41,41,44,43,44,40,40,53,48,48,48,48,49,49,49,49,50,51,56,56,56,56,56,56,56,52,49,52,51,47,47,46,46,45,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,44,59,59,59,45,45,45,45,45,45,46,46,46,46,47,47,47,47,47,47,47,44,44,52,52,63,61,64,42,43,44,45,46,47,48,48,50,51,52,53,54,55,56,56,56,56,56,55,54,53,52,50,48,45,44,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,41,41,41,40,40,40,39,39,39,39,39,38,38,38,38,37,37,37,36,36,36,36,36,36,36,36,36,36,36,36,36,37,38,39,39,39
2024,3,5,40,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,43,43,43,43,43,43,44,44,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,43,43,43,42,42,42,42,43,43,44,44,45,46,48,48,48,49,49,50,50,50,50,50,49,47,46,45,43,42,41,40,39,38,41,39,43,48,52,41,41,57,56,56,56,56,55,55,55,54,54,54,55,55,55,55,55,55,55,42,42,42,42,42,42,42,42,42,42,42,41,42,41,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,42,42,42,42,42,42,42,41,41,41,41,41,41,41,42,42,42,43,44,44,45,46,46,47,47,46,46,47,47,47,48,48,48,49,52,52,52,52,52,52,53,66,66,66,66,67,67,67,68,68,68,68,69,69,57,61,61,62,61,69,61,69,57,53,53,53,53,54,54,54,55,55,55,55,55,55,56,56,56,56,56,56,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,53,48,43,42,41,41,41,41,41,41,40,39,39,39,38,38,38,38,38,38,37,37,37,37,37,36,36,36,36,36,35,35,35,35,35,35,35,34
2024,3,6,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,35,36,37,39,40,42,43,44,45,46,46,47,47,47,47,47,47,46,44,42,41,40,38,36,35,35,35,35,35,36,36,36,37,38,38,38,38,39,39,40,40,40,40,40,40,39,39,38,38,38,38,38,38,37,38,38,38,38,40,51,51,38,38,38,51,51,51,46,46,46,46,46,46,46,46,46,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,47,47,48,52,52,48,48,52,52,52,52,52,52,52,52,48,48,48,48,48,48,48,48,52,48,48,48,52,52,64,63,64,63,63,63,64,63,64,64,62,62,62,62,63,63,63,63,63,58,63,57,57,62,62,62,63,62,62,62,62,64,64,64,64,64,64,64,62,62,62,62,61,61,61,61,61,61,61,61,61,62,58,58,64,47,48,51,51,42,51,41,41,41,41,42,42,42,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,39,39,39,39,39,38,38,38,38,38,37,37,37,36,36,36,36,36,35,35,35,35,34,34,34,34,34,34,33,33,33,33,33,33,33,32,32
2024,3,7,32,32,32,32,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,31,31,32,32,50,41,47,42,32,38,38,32,32,46,46,46,46,47,47,51,51,51,51,51,51,52,52,52,53,53,54,54,42,42,42,42,42,42,42,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,40,40,40,40,40,39,39,39,39,39,39,37,37,37,37,37,37,37,37,36,37,36,36,36,36,36,36,36,36,36,36,36,37,37,36,36,36,36,36,36,36,36,36,36,36,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,38,47,47,46,60,60,60,36,36,36,37,37,37,37,38,38,39,39,39,40,40,41,41,42,43,45,46,47,47,47,48,48,49,50,51,53,53,53,52,52,52,51,50,49,48,47,47,46,46,46,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,43,43,43,43,43,43,43,43,43,43,43,43,43,42,42,41,40,40,40,40,39
2024,3,8,39,39,38,38,38,37,36,36,35,35,35,35,36,36,36,37,37,36,36,37,37,37,37,38,38,39,39,39,39,39,39,39,39,39,39,38,38,39,39,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,37,38,38,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,53,49,43,41,53,49,41,41,49,53,53,54,54,54,54,55,55,56,56,57,57,58,58,58,54,54,54,54,54,54,55,55,55,54,53,52,51,50,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,51,51,51,51,48,49,51,52,57,53,53,50,50,49,48,47,46,46,46,46,46,45,45,45,45,45,44,43,43,42,42,41,41,41,41,41,41,41,41,41,41,42,43,44,54,54,55,55,63,56,56,64,64,64,64,67,66,66,65,64,64,64,64,64,64,64,65,68,56,56,68,66,68,68,67,48,47,48,48,49,49,49,48,49,49,49,49,50,50,50,50,50,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,51,50,48,46,44,43,42,41,40,39,38,37,37,37,37,36,36,36,36,36,35,35,35,35,35,35,34,34,34,34,34,34,34,34,34,33,33,33,33
2024,3,9,33,33,33,33,33,33,33,33,33,33,32,32,33,32,32,32,33,32,32,32,32,32,32,33,33,33,33,34,34,35,35,35,36,36,36,36,36,36,36,35,35,34,34,34,34,33,33,33,33,33,33,34,34,34,34,34,35,35,35,35,36,36,37,37,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,38,39,39,42,39,39,39,40,43,43,43,42,42,42,42,42,42,43,43,44,44,44,44,45,44,45,55,55,55,55,56,57,57,57,57,57,57,47,47,47,47,46,46,45,45,45,44,44,44,44,44,44,44,54,54,54,55,55,56,56,56,56,56,56,52,52,53,57,56,67,68,68,68,69,69,62,62,62,70,70,70,64,65,66,66,65,65,64,63,62,62,62,62,62,62,69,69,69,69,69,69,69,67,68,68,68,69,67,59,59,59,59,59,59,59,59,54,60,55,61,61,61,59,59,62,60,59,61,68,53,54,54,54,55,55,54,54,54,54,54,53,53,54,55,56,55,55,55,55,54,53,53,52,52,52,52,51,51,51,50,51,51,50,51,51,52,53,54,54,54,54,54,53,53,53,53,52,52,52,52,52,52,52,52,52,51,51,51,51,51,50,50,50,50,49,49,49,48,48,48,46,45,44,44,44,44,43,43,44
2024,3,10,45,44,43,44,43,43,43,44,44,44,45,46,46,46,46,46,47,46,46,46,45,44,43,42,41,41,41,41,41,41,42,42,43,43,44,45,45,45,45,45,45,44,45,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,47,48,47,47,47,46,46,47,47,48,49,49,49,49,49,48,51,54,49,47,47,47,49,49,51,47,47,50,58,58,57,57,57,58,58,58,58,58,58,58,59,59,54,54,54,53,53,52,53,52,51,51,51,50,50,50,50,49,49,49,49,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,50,50,50,49,54,57,54,54,54,54,54,57,57,57,57,59,59,57,59,59,59,59,59,58,58,59,59,60,60,59,61,61,61,61,61,62,60,60,60,62,62,62,73,74,74,74,68,73,73,67,67,73,67,67,67,67,68,74,74,73,66,61,69,70,69,53,49,50,51,52,52,52,52,52,52,53,53,53,53,54,54,55,56,57,57,57,57,57,57,57,57,56,56,55,55,54,53,52,52,52,52,51,51,51,51,51,51,51,52,52,52,51,51,51,51,51,51,50,50,50,49,48,47,47,46,46,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,45,45,44,44,44
2024,3,11,43,43,43,42,42,42,42,42,41,41,41,41,41,41,41,41,41,40,40,40,40,39,39,40,40,39,39,39,39,39,39,38,38,37,37,37,36,36,36,35,34,34,34,34,34,34,33,33,33,33,34,34,34,34,34,34,34,35,35,35,35,36,36,36,36,37,37,37,37,37,37,37,37,38,38,38,38,38,38,42,41,52,47,39,39,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,44,44,56,44,44,44,44,44,44,45,46,48,50,51,51,51,51,50,48,47,46,45,45,44,44,45,45,45,45,45,46,47,48,48,49,50,51,52,53,54,55,54,54,54,53,54,54,54,54,54,54,55,55,55,55,55,55,55,55,54,54,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,56,56,56,56,56,57,57,60,61,60,68,54,56,53,51,51,51,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,52,52,52,51,51,51,50,50,50,49,49,49,49,48,48,48,47,47,46,46,46,46,45,44,44,44,44,43,42,42,42,41,41,40,40,39,39,39,38,38,38,38,37,37,37,37,37,36,36,36,36,36,35,35,35,35,35,35,35,35
2024,3,12,34,34,34,34,34,34,34,34,34,34,34,33,34,34,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,36,36,36,36,37,37,37,37,38,38,38,38,38,38,38,39,39,39,39,42,43,39,40,40,40,40,42,42,43,43,43,44,44,44,44,44,44,44,45,45,45,45,45,43,43,43,49,49,43,53,53,53,53,53,53,53,53,53,53,56,56,53,53,53,49,53,53,53,53,49,49,49,49,49,49,49,53,53,53,53,53,54,54,54,53,53,65,65,65,65,65,65,57,57,57,57,57,57,57,57,57,57,58,57,57,65,66,59,59,60,61,68,68,69,61,61,61,61,61,61,61,61,68,68,68,68,66,66,66,65,65,65,65,64,70,70,70,71,71,72,72,67,67,70,70,70,58,69,68,48,48,48,48,48,49,49,49,49,50,50,51,52,52,52,52,52,53,53,53,53,53,53,53,53,53,52,51,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,53,53,52,52,51,51,51,52,52,51,51,52,52,51,51,51,51,50,49,50,50,50,50,50,50,50,50,50,50,50,49,49,49,48,47,46,46,46
2024,3,13,45,44,43,43,43,43,42,41,40,39,39,38,37,36,36,37,37,37,37,36,36,36,36,36,36,37,37,37,37,37,37,36,36,35,35,36,37,37,37,37,36,35,35,35,34,35,35,34,33,34,35,35,35,36,36,37,37,38,38,39,39,39,39,39,39,39,39,39,39,39,38,38,37,38,38,38,38,38,41,42,41,52,38,38,46,50,50,50,50,50,50,50,50,54,54,54,51,51,51,51,51,51,51,51,51,51,51,46,46,46,46,46,46,46,46,46,46,47,47,47,47,47,55,55,55,55,55,55,55,55,55,55,52,48,48,48,48,52,52,52,48,64,64,48,62,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,55,63,63,63,63,63,63,63,63,63,63,63,61,61,61,61,61,58,61,61,61,58,58,61,61,61,61,61,61,58,58,50,47,47,47,51,42,51,45,58,45,41,41,41,42,42,42,44,44,44,44,45,45,45,45,45,45,46,46,45,45,45,45,45,45,45,45,45,45,44,44,44,43,43,43,42,42,42,42,42,42,42,41,41,41,41,41,41,40,40,40,40,40,39,39,39,39,39,39,39,39,39,38,38,39,39,39,39,39,38,37,37,36,36,36,36,36,35,35
2024,3,14,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,35,35,35,34,34,33,33,33,33,33,32,32,32,32,32,32,32,32,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,34,34,34,34,34,34,35,34,34,34,34,34,34,39,35,35,35,35,35,35,35,35,35,35,39,39,39,40,38,39,39,39,39,39,40,40,40,40,41,41,43,52,52,43,52,52,52,55,52,48,52,52,52,48,48,48,48,48,48,48,48,52,52,55,55,55,52,52,52,55,55,55,52,52,52,47,52,51,51,51,47,47,47,47,47,62,61,61,61,62,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,63,61,61,61,61,56,61,61,61,61,61,61,57,58,58,49,49,49,43,43,43,43,43,43,50,50,50,43,44,44,44,44,45,45,48,43,41,41,41,41,42,42,42,43,43,43,44,45,45,45,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,46,46,47,46,46,46,47,46,46,46,46,46,46,47,47,47,46,46,46,46,46,45,45,45,44,44,43,43,42,42,42,42,41,41,41,41,41,41,41,41,40,40,40,39,39,39,38,38,38,38
2024,3,15,38,37,37,36,36,36,36,36,36,35,35,35,35,35,35,35,35,35,34,34,34,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,33,33,33,33,33,34,33,34,33,34,34,34,34,34,34,34,35,35,35,35,35,35,36,36,36,37,37,37,37,41,53,41,41,45,36,39,39,40,37,37,51,46,45,51,46,46,46,46,46,46,46,50,51,51,51,46,46,46,50,45,45,45,44,44,44,44,44,44,44,44,44,44,44,44,44,40,40,44,44,44,44,44,44,44,44,44,40,40,40,44,44,44,44,44,44,45,45,45,45,44,53,53,50,62,54,54,54,54,54,54,54,54,54,62,54,62,62,62,62,62,63,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,61,61,58,58,61,61,61,61,62,62,62,62,62,62,62,62,62,62,59,59,60,60,50,51,55,52,50,50,46,47,48,48,49,50,51,52,53,53,54,54,55,55,55,55,56,56,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,53,53,53,53,53,53,52,52,52,52,52,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,49,49,49,49,49,49
2024,3,16,49,49,49,49,49,49,49,49,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,49,50,50,51,51,51,51,52,52,51,51,50,50,50,49,62,60,49,48,49,51,57,52,44,55,59,59,59,59,59,59,59,59,60,60,60,60,61,61,62,62,62,62,52,52,52,51,51,51,51,51,51,51,51,50,50,50,51,51,50,50,51,51,51,52,52,52,52,52,52,53,53,53,53,54,54,54,55,55,55,55,55,56,56,56,55,55,55,55,55,55,55,55,54,53,53,52,52,51,50,50,49,49,49,49,49,49,48,48,47,47,47,48,48,47,47,47,47,47,46,46,49,48,48,48,48,48,48,47,47,47,47,46,46,46,46,46,45,45,45,45,44,44,44,44,48,48,49,50,61,68,42,39,40,40,40,41,42,43,43,43,44,44,44,44,44,45,45,45,44,44,45,45,45,45,45,45,45,45,45,46,46,47,48,49,50,51,52,52,52,52,52,53,52,52,52,52,53,54,54,54,54,54,53,53,52,52,52,52,52,52,51,51,51,51,50,50,50,50,50,50,49,49,49,49,49,49,49,48
2024,3,17,48,47,46,46,45,45,44,44,44,44,44,43,43,42,41,41,41,41,41,41,40,40,39,40,40,40,40,41,42,42,42,42,42,42,42,42,42,42,43,43,44,44,45,45,45,45,45,46,46,47,47,48,48,49,49,49,50,50,50,50,51,51,51,51,51,51,52,52,52,52,52,52,52,55,65,53,53,55,55,55,56,63,53,59,62,62,61,61,61,61,62,62,62,65,66,66,66,65,64,62,61,49,59,47,46,57,46,45,46,46,46,46,46,46,46,46,46,46,46,46,46,45,46,46,46,46,45,45,45,45,45,45,46,46,45,45,45,45,45,45,45,45,45,45,44,44,44,44,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,40,40,41,41,41,41,42,43,44,45,46,55,56,56,56,56,47,47,56,64,50,49,63,63,62,62,62,61,62,63,65,66,53,52,51,51,51,52,52,52,60,74,77,73,70,55,54,54,54,54,55,56,56,56,56,56,56,56,56,57,57,57,57,56,56,56,56,56,56,55,55,54,54,53,52,52,51,51,51,50,50,50,50,49,49,49,50,50,51,52,53,53,53,53,52,52,52,52,52,51,50,48,47,46,45,44,42,41,39,39,38,37,36,35,35,35,34,34,34,34,34,34,34
2024,3,18,35,35,34,34,34,35,35,35,35,36,37,38,38,38,38,38,37,38,39,40,40,41,43,46,47,47,46,45,43,42,41,41,41,41,41,42,42,42,42,41,41,41,42,42,42,42,43,43,43,44,44,44,44,44,45,45,44,44,44,44,44,43,43,42,42,42,43,44,45,46,46,46,45,59,59,44,43,45,44,43,45,40,40,48,52,52,52,51,51,51,51,52,52,51,51,51,52,52,56,56,56,45,46,47,48,50,51,52,54,54,55,55,55,55,54,54,54,54,54,53,53,53,52,52,52,52,52,53,54,54,55,55,55,55,55,55,55,55,54,54,54,55,54,55,55,56,56,55,55,55,55,55,55,55,55,54,54,53,52,52,51,51,51,51,51,51,51,50,50,50,51,50,50,50,51,51,51,51,52,52,55,56,57,57,57,57,57,56,56,56,57,57,57,57,57,57,57,57,57,56,56,56,56,56,54,54,53,52,54,51,51,50,51,51,51,51,52,52,53,53,53,53,53,53,53,54,55,56,55,56,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,52,52,52,52,52,52,51,51,51,51,51,51,50,49,47,46,45,44,44,43,43,42,42,42,41,41,41,41,41,40,40
2024,3,19,39,38,38,37,37,36,36,35,34,34,33,33,33,32,32,32,31,31,31,31,31,31,31,31,31,31,31,31,32,32,33,34,34,35,36,37,38,39,40,40,41,42,42,43,44,45,45,45,45,45,46,47,48,48,48,48,48,48,48,48,48,48,49,49,49,49,49,49,49,50,50,50,51,54,64,54,64,51,55,54,54,52,51,55,55,54,54,54,62,62,62,55,55,56,56,63,56,56,56,63,63,63,63,59,59,59,59,59,59,59,58,58,59,59,59,58,57,55,54,53,53,52,51,51,50,49,46,45,45,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,52,53,43,53,54,54,46,46,56,47,56,57,57,57,49,58,66,59,60,67,67,66,68,68,67,67,64,64,64,67,67,67,65,65,66,69,70,71,62,71,62,71,76,71,53,49,48,48,49,49,50,50,52,53,54,55,55,56,56,56,56,57,56,56,56,56,56,56,56,55,55,55,55,55,54,53,52,50,49,49,48,46,45,45,44,44,43,42,42,41,41,40,40,40,40,41,40,40,40,40,40,40,40,40,41,42,43,43,43,44,44,44,44,45,46,46,46,48,48,48,48,48
