,Year,Month,Day,Period,Load,Hour,Minutes
2024-03-18 00:30:00,2024,3,18,30,2552,0,30
2024-03-18 00:35:00,2024,3,18,35,2544,0,35
2024-03-18 00:40:00,2024,3,18,40,2515,0,40
2024-03-18 00:45:00,2024,3,18,45,2490,0,45
2024-03-18 00:50:00,2024,3,18,50,2451,0,50
2024-03-18 00:55:00,2024,3,18,55,2406,0,55
2024-03-18 01:00:00,2024,3,18,60,2385,1,0
2024-03-18 01:05:00,2024,3,18,65,2369,1,5
2024-03-18 01:10:00,2024,3,18,70,2329,1,10
2024-03-18 01:15:00,2024,3,18,75,2284,1,15
2024-03-18 01:20:00,2024,3,18,80,2297,1,20
2024-03-18 01:25:00,2024,3,18,85,2469,1,25
2024-03-18 01:30:00,2024,3,18,90,2916,1,30
2024-03-18 01:35:00,2024,3,18,95,2948,1,35
2024-03-18 01:40:00,2024,3,18,100,2873,1,40
2024-03-18 01:45:00,2024,3,18,105,2704,1,45
2024-03-18 01:50:00,2024,3,18,110,2359,1,50
2024-03-18 01:55:00,2024,3,18,115,2097,1,55
2024-03-19 00:00:00,2024,3,19,0,1983,0,0
2024-03-19 00:05:00,2024,3,19,5,1924,0,5
2024-03-19 00:10:00,2024,3,19,10,1896,0,10
2024-03-19 00:15:00,2024,3,19,15,1905,0,15
2024-03-19 00:20:00,2024,3,19,20,1995,0,20
2024-03-19 00:25:00,2024,3,19,25,2169,0,25
2024-03-19 00:30:00,2024,3,19,30,2270,0,30
2024-03-19 00:35:00,2024,3,19,35,2317,0,35
2024-03-19 00:40:00,2024,3,19,40,2341,0,40
2024-03-19 00:45:00,2024,3,19,45,2385,0,45
2024-03-19 00:50:00,2024,3,19,50,2405,0,50
2024-03-19 00:55:00,2024,3,19,55,2428,0,55
2024-03-19 01:00:00,2024,3,19,60,2439,1,0
2024-03-19 01:05:00,2024,3,19,65,2426,1,5
2024-03-19 01:10:00,2024,3,19,70,2391,1,10
2024-03-19 01:15:00,2024,3,19,75,2355,1,15
2024-03-19 01:20:00,2024,3,19,80,2356,1,20
2024-03-19 01:25:00,2024,3,19,85,2519,1,25
2024-03-19 01:30:00,2024,3,19,90,2926,1,30
2024-03-19 01:35:00,2024,3,19,95,2957,1,35
2024-03-19 01:40:00,2024,3,19,100,2871,1,40
2024-03-19 01:45:00,2024,3,19,105,2673,1,45
2024-03-19 01:50:00,2024,3,19,110,2322,1,50
2024-03-19 01:55:00,2024,3,19,115,2071,1,55
2024-03-20 00:00:00,2024,3,20,0,1931,0,0
2024-03-20 00:05:00,2024,3,20,5,1870,0,5
2024-03-20 00:10:00,2024,3,20,10,1841,0,10
2024-03-20 00:15:00,2024,3,20,15,1839,0,15
2024-03-20 00:20:00,2024,3,20,20,1910,0,20
2024-03-20 00:25:00,2024,3,20,25,2045,0,25
2024-03-20 00:30:00,2024,3,20,30,2105,0,30
2024-03-20 00:35:00,2024,3,20,35,2211,0,35
2024-03-20 00:40:00,2024,3,20,40,2294,0,40
2024-03-20 00:45:00,2024,3,20,45,2360,0,45
2024-03-20 00:50:00,2024,3,20,50,2402,0,50
2024-03-20 00:55:00,2024,3,20,55,2443,0,55
2024-03-20 01:00:00,2024,3,20,60,2479,1,0
2024-03-20 01:05:00,2024,3,20,65,2484,1,5
2024-03-20 01:10:00,2024,3,20,70,2493,1,10
2024-03-20 01:15:00,2024,3,20,75,2436,1,15
2024-03-20 01:20:00,2024,3,20,80,2415,1,20
2024-03-20 01:25:00,2024,3,20,85,2580,1,25
2024-03-20 01:30:00,2024,3,20,90,2922,1,30
2024-03-20 01:35:00,2024,3,20,95,2911,1,35
2024-03-20 01:40:00,2024,3,20,100,2824,1,40
2024-03-20 01:45:00,2024,3,20,105,2659,1,45
2024-03-20 01:50:00,2024,3,20,110,2399,1,50
2024-03-20 01:55:00,2024,3,20,115,2165,1,55
2024-03-21 00:00:00,2024,3,21,0,1990,0,0
2024-03-21 00:05:00,2024,3,21,5,1903,0,5
2024-03-21 00:10:00,2024,3,21,10,1861,0,10
2024-03-21 00:15:00,2024,3,21,15,1845,0,15
2024-03-21 00:20:00,2024,3,21,20,1865,0,20
2024-03-21 00:25:00,2024,3,21,25,1879,0,25
2024-03-21 00:30:00,2024,3,21,30,1827,0,30
2024-03-21 00:35:00,2024,3,21,35,1898,0,35
2024-03-21 00:40:00,2024,3,21,40,2023,0,40
2024-03-21 00:45:00,2024,3,21,45,2179,0,45
2024-03-21 00:50:00,2024,3,21,50,2213,0,50
2024-03-21 00:55:00,2024,3,21,55,2229,0,55
2024-03-21 01:00:00,2024,3,21,60,2274,1,0
2024-03-21 01:05:00,2024,3,21,65,2260,1,5
2024-03-21 01:10:00,2024,3,21,70,2226,1,10
2024-03-21 01:15:00,2024,3,21,75,2236,1,15
2024-03-21 01:20:00,2024,3,21,80,2272,1,20
2024-03-21 01:25:00,2024,3,21,85,2421,1,25
2024-03-21 01:30:00,2024,3,21,90,2848,1,30
2024-03-21 01:35:00,2024,3,21,95,2855,1,35
2024-03-21 01:40:00,2024,3,21,100,2763,1,40
2024-03-21 01:45:00,2024,3,21,105,2618,1,45
2024-03-21 01:50:00,2024,3,21,110,2401,1,50
2024-03-21 01:55:00,2024,3,21,115,2184,1,55
2024-03-22 00:00:00,2024,3,22,0,2013,0,0
2024-03-22 00:05:00,2024,3,22,5,1917,0,5
2024-03-22 00:10:00,2024,3,22,10,1866,0,10
2024-03-22 00:15:00,2024,3,22,15,1832,0,15
2024-03-22 00:20:00,2024,3,22,20,1854,0,20
2024-03-22 00:25:00,2024,3,22,25,1837,0,25
2024-03-22 00:30:00,2024,3,22,30,1777,0,30
2024-03-22 00:35:00,2024,3,22,35,1858,0,35
2024-03-22 00:40:00,2024,3,22,40,1985,0,40
2024-03-22 00:45:00,2024,3,22,45,2106,0,45
2024-03-22 00:50:00,2024,3,22,50,2128,0,50
2024-03-22 00:55:00,2024,3,22,55,2164,0,55
2024-03-22 01:00:00,2024,3,22,60,2174,1,0
2024-03-22 01:05:00,2024,3,22,65,2182,1,5
2024-03-22 01:10:00,2024,3,22,70,2188,1,10
2024-03-22 01:15:00,2024,3,22,75,2193,1,15
2024-03-22 01:20:00,2024,3,22,80,2210,1,20
2024-03-22 01:25:00,2024,3,22,85,2330,1,25
2024-03-22 01:30:00,2024,3,22,90,2793,1,30
2024-03-22 01:35:00,2024,3,22,95,2810,1,35
2024-03-22 01:40:00,2024,3,22,100,2736,1,40
2024-03-22 01:45:00,2024,3,22,105,2567,1,45
2024-03-22 01:50:00,2024,3,22,110,2327,1,50
2024-03-22 01:55:00,2024,3,22,115,2093,1,55
2024-03-23 00:00:00,2024,3,23,0,1956,0,0
2024-03-23 00:05:00,2024,3,23,5,1897,0,5
2024-03-23 00:10:00,2024,3,23,10,1875,0,10
2024-03-23 00:15:00,2024,3,23,15,1880,0,15
2024-03-23 00:20:00,2024,3,23,20,1947,0,20
2024-03-23 00:25:00,2024,3,23,25,2076,0,25
2024-03-23 00:30:00,2024,3,23,30,2105,0,30
2024-03-23 00:35:00,2024,3,23,35,2235,0,35
2024-03-23 00:40:00,2024,3,23,40,2366,0,40
2024-03-23 00:45:00,2024,3,23,45,2481,0,45
2024-03-23 00:50:00,2024,3,23,50,2532,0,50
2024-03-23 00:55:00,2024,3,23,55,2596,0,55
2024-03-23 01:00:00,2024,3,23,60,2643,1,0
2024-03-23 01:05:00,2024,3,23,65,2647,1,5
2024-03-23 01:10:00,2024,3,23,70,2623,1,10
2024-03-23 01:15:00,2024,3,23,75,2593,1,15
2024-03-23 01:20:00,2024,3,23,80,2588,1,20
2024-03-23 01:25:00,2024,3,23,85,2711,1,25
2024-03-23 01:30:00,2024,3,23,90,3052,1,30
2024-03-23 01:35:00,2024,3,23,95,3062,1,35
2024-03-23 01:40:00,2024,3,23,100,2965,1,40
2024-03-23 01:45:00,2024,3,23,105,2768,1,45
2024-03-23 01:50:00,2024,3,23,110,2500,1,50
2024-03-23 01:55:00,2024,3,23,115,2182,1,55
2024-03-24 00:00:00,2024,3,24,0,2006,0,0
2024-03-24 00:05:00,2024,3,24,5,1921,0,5
2024-03-24 00:10:00,2024,3,24,10,1884,0,10
2024-03-24 00:15:00,2024,3,24,15,1872,0,15
2024-03-24 00:20:00,2024,3,24,20,1926,0,20
2024-03-24 00:25:00,2024,3,24,25,2070,0,25
2024-03-24 00:30:00,2024,3,24,30,2190,0,30
2024-03-24 00:35:00,2024,3,24,35,2344,0,35
2024-03-24 00:40:00,2024,3,24,40,2487,0,40
2024-03-24 00:45:00,2024,3,24,45,2591,0,45
2024-03-24 00:50:00,2024,3,24,50,2566,0,50
2024-03-24 00:55:00,2024,3,24,55,2602,0,55
2024-03-24 01:00:00,2024,3,24,60,2621,1,0
2024-03-24 01:05:00,2024,3,24,65,2597,1,5
2024-03-24 01:10:00,2024,3,24,70,2575,1,10
2024-03-24 01:15:00,2024,3,24,75,2558,1,15
2024-03-24 01:20:00,2024,3,24,80,2654,1,20
2024-03-24 01:25:00,2024,3,24,85,2803,1,25
2024-03-24 01:30:00,2024,3,24,90,3037,1,30
2024-03-24 01:35:00,2024,3,24,95,3039,1,35
2024-03-24 01:40:00,2024,3,24,100,2919,1,40
2024-03-24 01:45:00,2024,3,24,105,2762,1,45
2024-03-24 01:50:00,2024,3,24,110,2462,1,50
2024-03-24 01:55:00,2024,3,24,115,2180,1,55
2024-03-25 00:00:00,2024,3,25,0,2023,0,0
2024-03-25 00:05:00,2024,3,25,5,1969,0,5
2024-03-25 00:10:00,2024,3,25,10,1936,0,10
2024-03-25 00:15:00,2024,3,25,15,1944,0,15
2024-03-25 00:20:00,2024,3,25,20,2011,0,20
2024-03-25 00:25:00,2024,3,25,25,2127,0,25
2024-03-25 00:30:00,2024,3,25,30,2237,0,30
2024-03-25 00:35:00,2024,3,25,35,2384,0,35
2024-03-25 00:40:00,2024,3,25,40,2540,0,40
2024-03-25 00:45:00,2024,3,25,45,2539,0,45
2024-03-25 00:50:00,2024,3,25,50,2536,0,50
2024-03-25 00:55:00,2024,3,25,55,2541,0,55
2024-03-25 01:00:00,2024,3,25,60,2508,1,0
2024-03-25 01:05:00,2024,3,25,65,2503,1,5
2024-03-25 01:10:00,2024,3,25,70,2447,1,10
2024-03-25 01:15:00,2024,3,25,75,2406,1,15
2024-03-25 01:20:00,2024,3,25,80,2408,1,20
2024-03-25 01:25:00,2024,3,25,85,2542,1,25
2024-03-25 01:30:00,2024,3,25,90,2969,1,30
2024-03-25 01:35:00,2024,3,25,95,3018,1,35
2024-03-25 01:40:00,2024,3,25,100,2941,1,40
2024-03-25 01:45:00,2024,3,25,105,2776,1,45
2024-03-25 01:50:00,2024,3,25,110,2519,1,50
2024-03-25 01:55:00,2024,3,25,115,2228,1,55
2024-03-26 00:00:00,2024,3,26,0,2062,0,0
2024-03-26 00:05:00,2024,3,26,5,1994,0,5
2024-03-26 00:10:00,2024,3,26,10,1966,0,10
2024-03-26 00:15:00,2024,3,26,15,1965,0,15
2024-03-26 00:20:00,2024,3,26,20,2048,0,20
2024-03-26 00:25:00,2024,3,26,25,2144,0,25
2024-03-26 00:30:00,2024,3,26,30,2231,0,30
2024-03-26 00:35:00,2024,3,26,35,2319,0,35
2024-03-26 00:40:00,2024,3,26,40,2420,0,40
2024-03-26 00:45:00,2024,3,26,45,2489,0,45
2024-03-26 00:50:00,2024,3,26,50,2512,0,50
2024-03-26 00:55:00,2024,3,26,55,2529,0,55
2024-03-26 01:00:00,2024,3,26,60,2502,1,0
2024-03-26 01:05:00,2024,3,26,65,2513,1,5
2024-03-26 01:10:00,2024,3,26,70,2466,1,10
2024-03-26 01:15:00,2024,3,26,75,2442,1,15
2024-03-26 01:20:00,2024,3,26,80,2443,1,20
2024-03-26 01:25:00,2024,3,26,85,2599,1,25
2024-03-26 01:30:00,2024,3,26,90,2972,1,30
2024-03-26 01:35:00,2024,3,26,95,2990,1,35
2024-03-26 01:40:00,2024,3,26,100,2913,1,40
2024-03-26 01:45:00,2024,3,26,105,2723,1,45
2024-03-26 01:50:00,2024,3,26,110,2376,1,50
2024-03-26 01:55:00,2024,3,26,115,2111,1,55
2024-03-27 00:00:00,2024,3,27,0,1960,0,0
2024-03-27 00:05:00,2024,3,27,5,1883,0,5
2024-03-27 00:10:00,2024,3,27,10,1849,0,10
2024-03-27 00:15:00,2024,3,27,15,1842,0,15
2024-03-27 00:20:00,2024,3,27,20,1890,0,20
2024-03-27 00:25:00,2024,3,27,25,1980,0,25
2024-03-27 00:30:00,2024,3,27,30,2055,0,30
2024-03-27 00:35:00,2024,3,27,35,2215,0,35
2024-03-27 00:40:00,2024,3,27,40,2304,0,40
2024-03-27 00:45:00,2024,3,27,45,2379,0,45
2024-03-27 00:50:00,2024,3,27,50,2422,0,50
2024-03-27 00:55:00,2024,3,27,55,2467,0,55
2024-03-27 01:00:00,2024,3,27,60,2520,1,0
2024-03-27 01:05:00,2024,3,27,65,2485,1,5
2024-03-27 01:10:00,2024,3,27,70,2454,1,10
2024-03-27 01:15:00,2024,3,27,75,2394,1,15
2024-03-27 01:20:00,2024,3,27,80,2392,1,20
2024-03-27 01:25:00,2024,3,27,85,2546,1,25
2024-03-27 01:30:00,2024,3,27,90,2930,1,30
2024-03-27 01:35:00,2024,3,27,95,2943,1,35
2024-03-27 01:40:00,2024,3,27,100,2864,1,40
2024-03-27 01:45:00,2024,3,27,105,2740,1,45
2024-03-27 01:50:00,2024,3,27,110,2515,1,50
2024-03-27 01:55:00,2024,3,27,115,2262,1,55
2024-03-28 00:00:00,2024,3,28,0,2085,0,0
2024-03-28 00:05:00,2024,3,28,5,2007,0,5
2024-03-28 00:10:00,2024,3,28,10,1953,0,10
2024-03-28 00:15:00,2024,3,28,15,1925,0,15
2024-03-28 00:20:00,2024,3,28,20,1943,0,20
2024-03-28 00:25:00,2024,3,28,25,1928,0,25
2024-03-28 00:30:00,2024,3,28,30,1883,0,30
2024-03-28 00:35:00,2024,3,28,35,1970,0,35
2024-03-28 00:40:00,2024,3,28,40,2110,0,40
2024-03-28 00:45:00,2024,3,28,45,2258,0,45
2024-03-28 00:50:00,2024,3,28,50,2263,0,50
2024-03-28 00:55:00,2024,3,28,55,2260,0,55
2024-03-28 01:00:00,2024,3,28,60,2249,1,0
2024-03-28 01:05:00,2024,3,28,65,2208,1,5
2024-03-28 01:10:00,2024,3,28,70,2178,1,10
2024-03-28 01:15:00,2024,3,28,75,2170,1,15
2024-03-28 01:20:00,2024,3,28,80,2176,1,20
2024-03-28 01:25:00,2024,3,28,85,2284,1,25
2024-03-28 01:30:00,2024,3,28,90,2757,1,30
2024-03-28 01:35:00,2024,3,28,95,2798,1,35
2024-03-28 01:40:00,2024,3,28,100,2722,1,40
2024-03-28 01:45:00,2024,3,28,105,2611,1,45
2024-03-28 01:50:00,2024,3,28,110,2410,1,50
2024-03-28 01:55:00,2024,3,28,115,2212,1,55
2024-03-29 00:00:00,2024,3,29,0,2055,0,0
2024-03-29 00:05:00,2024,3,29,5,1962,0,5
2024-03-29 00:10:00,2024,3,29,10,1915,0,10
2024-03-29 00:15:00,2024,3,29,15,1918,0,15
2024-03-29 00:20:00,2024,3,29,20,1949,0,20
2024-03-29 00:25:00,2024,3,29,25,1922,0,25
2024-03-29 00:30:00,2024,3,29,30,1871,0,30
2024-03-29 00:35:00,2024,3,29,35,1934,0,35
2024-03-29 00:40:00,2024,3,29,40,2048,0,40
2024-03-29 00:45:00,2024,3,29,45,2101,0,45
2024-03-29 00:50:00,2024,3,29,50,2162,0,50
2024-03-29 00:55:00,2024,3,29,55,2233,0,55
2024-03-29 01:00:00,2024,3,29,60,2245,1,0
2024-03-29 01:05:00,2024,3,29,65,2246,1,5
2024-03-29 01:10:00,2024,3,29,70,2259,1,10
2024-03-29 01:15:00,2024,3,29,75,2279,1,15
2024-03-29 01:20:00,2024,3,29,80,2289,1,20
2024-03-29 01:25:00,2024,3,29,85,2373,1,25
2024-03-29 01:30:00,2024,3,29,90,2816,1,30
2024-03-29 01:35:00,2024,3,29,95,2828,1,35
2024-03-29 01:40:00,2024,3,29,100,2717,1,40
2024-03-29 01:45:00,2024,3,29,105,2526,1,45
2024-03-29 01:50:00,2024,3,29,110,2216,1,50
2024-03-29 01:55:00,2024,3,29,115,2009,1,55
2024-03-30 00:00:00,2024,3,30,0,1894,0,0
2024-03-30 00:05:00,2024,3,30,5,1847,0,5
2024-03-30 00:10:00,2024,3,30,10,1836,0,10
2024-03-30 00:15:00,2024,3,30,15,1875,0,15
2024-03-30 00:20:00,2024,3,30,20,2015,0,20
2024-03-30 00:25:00,2024,3,30,25,2157,0,25
2024-03-30 00:30:00,2024,3,30,30,2213,0,30
2024-03-30 00:35:00,2024,3,30,35,2337,0,35
2024-03-30 00:40:00,2024,3,30,40,2491,0,40
2024-03-30 00:45:00,2024,3,30,45,2587,0,45
2024-03-30 00:50:00,2024,3,30,50,2679,0,50
2024-03-30 00:55:00,2024,3,30,55,2750,0,55
2024-03-30 01:00:00,2024,3,30,60,2788,1,0
2024-03-30 01:05:00,2024,3,30,65,2521,1,5
2024-03-30 01:10:00,2024,3,30,70,2828,1,10
2024-03-30 01:15:00,2024,3,30,75,2821,1,15
2024-03-30 01:20:00,2024,3,30,80,2781,1,20
2024-03-30 01:25:00,2024,3,30,85,2882,1,25
2024-03-30 01:30:00,2024,3,30,90,3131,1,30
2024-03-30 01:35:00,2024,3,30,95,3111,1,35
2024-03-30 01:40:00,2024,3,30,100,2954,1,40
2024-03-30 01:45:00,2024,3,30,105,2730,1,45
2024-03-30 01:50:00,2024,3,30,110,2352,1,50
2024-03-30 01:55:00,2024,3,30,115,2126,1,55
2024-03-31 00:00:00,2024,3,31,0,2002,0,0
2024-03-31 00:05:00,2024,3,31,5,1937,0,5
2024-03-31 00:10:00,2024,3,31,10,1906,0,10
2024-03-31 00:15:00,2024,3,31,15,1940,0,15
2024-03-31 00:20:00,2024,3,31,20,2080,0,20
2024-03-31 00:25:00,2024,3,31,25,2239,0,25
2024-03-31 00:30:00,2024,3,31,30,2277,0,30
2024-03-31 00:35:00,2024,3,31,35,2429,0,35
2024-03-31 00:40:00,2024,3,31,40,2612,0,40
2024-03-31 00:45:00,2024,3,31,45,2685,0,45
2024-03-31 00:50:00,2024,3,31,50,2783,0,50
2024-03-31 00:55:00,2024,3,31,55,2820,0,55
2024-03-31 01:00:00,2024,3,31,60,2857,1,0
2024-03-31 01:05:00,2024,3,31,65,2874,1,5
2024-03-31 01:10:00,2024,3,31,70,2866,1,10
2024-03-31 01:15:00,2024,3,31,75,2868,1,15
2024-03-31 01:20:00,2024,3,31,80,2843,1,20
2024-03-31 01:25:00,2024,3,31,85,2877,1,25
2024-03-31 01:30:00,2024,3,31,90,3150,1,30
2024-03-31 01:35:00,2024,3,31,95,3163,1,35
2024-03-31 01:40:00,2024,3,31,100,3000,1,40
2024-03-31 01:45:00,2024,3,31,105,2734,1,45
2024-03-31 01:50:00,2024,3,31,110,2388,1,50
2024-03-31 01:55:00,2024,3,31,115,2125,1,55
2024-04-01 00:00:00,2024,4,1,0,2299,0,0
2024-04-01 00:05:00,2024,4,1,5,2263,0,5
2024-04-01 00:10:00,2024,4,1,10,2245,0,10
2024-04-01 00:15:00,2024,4,1,15,2260,0,15
2024-04-01 00:20:00,2024,4,1,20,2327,0,20
2024-04-01 00:25:00,2024,4,1,25,2392,0,25
2024-04-01 00:30:00,2024,4,1,30,2405,0,30
2024-04-01 00:35:00,2024,4,1,35,2440,0,35
2024-04-01 00:40:00,2024,4,1,40,2458,0,40
2024-04-01 00:45:00,2024,4,1,45,2463,0,45
2024-04-01 00:50:00,2024,4,1,50,2461,0,50
2024-04-01 00:55:00,2024,4,1,55,2462,0,55
2024-04-01 01:00:00,2024,4,1,60,2462,1,0
2024-04-01 01:05:00,2024,4,1,65,2462,1,5
2024-04-01 01:10:00,2024,4,1,70,2457,1,10
2024-04-01 01:15:00,2024,4,1,75,2462,1,15
2024-04-01 01:20:00,2024,4,1,80,2464,1,20
2024-04-01 01:25:00,2024,4,1,85,2471,1,25
2024-04-01 01:30:00,2024,4,1,90,2568,1,30
2024-04-01 01:35:00,2024,4,1,95,2576,1,35
2024-04-01 01:40:00,2024,4,1,100,2542,1,40
2024-04-01 01:45:00,2024,4,1,105,2472,1,45
2024-04-01 01:50:00,2024,4,1,110,2439,1,50
2024-04-01 01:55:00,2024,4,1,115,2360,1,55
2024-04-02 00:00:00,2024,4,2,0,2329,0,0
2024-04-02 00:05:00,2024,4,2,5,2316,0,5
2024-04-02 00:10:00,2024,4,2,10,2316,0,10
2024-04-02 00:15:00,2024,4,2,15,2341,0,15
2024-04-02 00:20:00,2024,4,2,20,2428,0,20
2024-04-02 00:25:00,2024,4,2,25,2461,0,25
2024-04-02 00:30:00,2024,4,2,30,2463,0,30
2024-04-02 00:35:00,2024,4,2,35,2462,0,35
2024-04-02 00:40:00,2024,4,2,40,2466,0,40
2024-04-02 00:45:00,2024,4,2,45,2465,0,45
2024-04-02 00:50:00,2024,4,2,50,2462,0,50
2024-04-02 00:55:00,2024,4,2,55,2460,0,55
2024-04-02 01:00:00,2024,4,2,60,2463,1,0
2024-04-02 01:05:00,2024,4,2,65,2461,1,5
2024-04-02 01:10:00,2024,4,2,70,2461,1,10
2024-04-02 01:15:00,2024,4,2,75,2462,1,15
2024-04-02 01:20:00,2024,4,2,80,2461,1,20
2024-04-02 01:25:00,2024,4,2,85,2465,1,25
2024-04-02 01:30:00,2024,4,2,90,2555,1,30
2024-04-02 01:35:00,2024,4,2,95,2575,1,35
2024-04-02 01:40:00,2024,4,2,100,2537,1,40
2024-04-02 01:45:00,2024,4,2,105,2464,1,45
2024-04-02 01:50:00,2024,4,2,110,2424,1,50
2024-04-02 01:55:00,2024,4,2,115,2347,1,55
2024-04-03 00:00:00,2024,4,3,0,2311,0,0
2024-04-03 00:05:00,2024,4,3,5,2284,0,5
2024-04-03 00:10:00,2024,4,3,10,2272,0,10
2024-04-03 00:15:00,2024,4,3,15,2297,0,15
2024-04-03 00:20:00,2024,4,3,20,2374,0,20
2024-04-03 00:25:00,2024,4,3,25,2429,0,25
2024-04-03 00:30:00,2024,4,3,30,2446,0,30
2024-04-03 00:35:00,2024,4,3,35,2458,0,35
2024-04-03 00:40:00,2024,4,3,40,2465,0,40
2024-04-03 00:45:00,2024,4,3,45,2462,0,45
2024-04-03 00:50:00,2024,4,3,50,2464,0,50
2024-04-03 00:55:00,2024,4,3,55,2473,0,55
2024-04-03 01:00:00,2024,4,3,60,2481,1,0
2024-04-03 01:05:00,2024,4,3,65,2482,1,5
2024-04-03 01:10:00,2024,4,3,70,2483,1,10
2024-04-03 01:15:00,2024,4,3,75,2474,1,15
2024-04-03 01:20:00,2024,4,3,80,2473,1,20
2024-04-03 01:25:00,2024,4,3,85,2476,1,25
2024-04-03 01:30:00,2024,4,3,90,2551,1,30
2024-04-03 01:35:00,2024,4,3,95,2568,1,35
2024-04-03 01:40:00,2024,4,3,100,2540,1,40
2024-04-03 01:45:00,2024,4,3,105,2483,1,45
2024-04-03 01:50:00,2024,4,3,110,2456,1,50
2024-04-03 01:55:00,2024,4,3,115,2369,1,55
2024-04-04 00:00:00,2024,4,4,0,2323,0,0
2024-04-04 00:05:00,2024,4,4,5,2286,0,5
2024-04-04 00:10:00,2024,4,4,10,2269,0,10
2024-04-04 00:15:00,2024,4,4,15,2267,0,15
2024-04-04 00:20:00,2024,4,4,20,2285,0,20
2024-04-04 00:25:00,2024,4,4,25,2276,0,25
2024-04-04 00:30:00,2024,4,4,30,2279,0,30
2024-04-04 00:35:00,2024,4,4,35,2348,0,35
2024-04-04 00:40:00,2024,4,4,40,2427,0,40
2024-04-04 00:45:00,2024,4,4,45,2446,0,45
2024-04-04 00:50:00,2024,4,4,50,2456,0,50
2024-04-04 00:55:00,2024,4,4,55,2454,0,55
2024-04-04 01:00:00,2024,4,4,60,2461,1,0
2024-04-04 01:05:00,2024,4,4,65,2463,1,5
2024-04-04 01:10:00,2024,4,4,70,2466,1,10
2024-04-04 01:15:00,2024,4,4,75,2461,1,15
2024-04-04 01:20:00,2024,4,4,80,2466,1,20
2024-04-04 01:25:00,2024,4,4,85,2467,1,25
2024-04-04 01:30:00,2024,4,4,90,2540,1,30
2024-04-04 01:35:00,2024,4,4,95,2553,1,35
2024-04-04 01:40:00,2024,4,4,100,2525,1,40
2024-04-04 01:45:00,2024,4,4,105,2472,1,45
2024-04-04 01:50:00,2024,4,4,110,2452,1,50
2024-04-04 01:55:00,2024,4,4,115,2368,1,55
2024-04-05 00:00:00,2024,4,5,0,2310,0,0
2024-04-05 00:05:00,2024,4,5,5,2272,0,5
2024-04-05 00:10:00,2024,4,5,10,2253,0,10
2024-04-05 00:15:00,2024,4,5,15,2242,0,15
2024-04-05 00:20:00,2024,4,5,20,2258,0,20
2024-04-05 00:25:00,2024,4,5,25,2213,0,25
2024-04-05 00:30:00,2024,4,5,30,2223,0,30
2024-04-05 00:35:00,2024,4,5,35,2295,0,35
2024-04-05 00:40:00,2024,4,5,40,2365,0,40
2024-04-05 00:45:00,2024,4,5,45,2413,0,45
2024-04-05 00:50:00,2024,4,5,50,2446,0,50
2024-04-05 00:55:00,2024,4,5,55,2455,0,55
2024-04-05 01:00:00,2024,4,5,60,2457,1,0
2024-04-05 01:05:00,2024,4,5,65,2464,1,5
2024-04-05 01:10:00,2024,4,5,70,2459,1,10
2024-04-05 01:15:00,2024,4,5,75,2465,1,15
2024-04-05 01:20:00,2024,4,5,80,2467,1,20
2024-04-05 01:25:00,2024,4,5,85,2465,1,25
2024-04-05 01:30:00,2024,4,5,90,2539,1,30
2024-04-05 01:35:00,2024,4,5,95,2551,1,35
2024-04-05 01:40:00,2024,4,5,100,2520,1,40
2024-04-05 01:45:00,2024,4,5,105,2466,1,45
2024-04-05 01:50:00,2024,4,5,110,2414,1,50
2024-04-05 01:55:00,2024,4,5,115,2338,1,55
2024-04-06 00:00:00,2024,4,6,0,2285,0,0
2024-04-06 00:05:00,2024,4,6,5,2253,0,5
2024-04-06 00:10:00,2024,4,6,10,2252,0,10
2024-04-06 00:15:00,2024,4,6,15,2273,0,15
2024-04-06 00:20:00,2024,4,6,20,2329,0,20
2024-04-06 00:25:00,2024,4,6,25,2345,0,25
2024-04-06 00:30:00,2024,4,6,30,2381,0,30
2024-04-06 00:35:00,2024,4,6,35,2445,0,35
2024-04-06 00:40:00,2024,4,6,40,2464,0,40
2024-04-06 00:45:00,2024,4,6,45,2468,0,45
2024-04-06 00:50:00,2024,4,6,50,2465,0,50
2024-04-06 00:55:00,2024,4,6,55,2478,0,55
2024-04-06 01:00:00,2024,4,6,60,2480,1,0
2024-04-06 01:05:00,2024,4,6,65,2473,1,5
2024-04-06 01:10:00,2024,4,6,70,2466,1,10
2024-04-06 01:15:00,2024,4,6,75,2462,1,15
2024-04-06 01:20:00,2024,4,6,80,2465,1,20
2024-04-06 01:25:00,2024,4,6,85,2462,1,25
2024-04-06 01:30:00,2024,4,6,90,2544,1,30
2024-04-06 01:35:00,2024,4,6,95,2553,1,35
2024-04-06 01:40:00,2024,4,6,100,2521,1,40
2024-04-06 01:45:00,2024,4,6,105,2464,1,45
2024-04-06 01:50:00,2024,4,6,110,2419,1,50
2024-04-06 01:55:00,2024,4,6,115,2338,1,55
2024-04-07 00:00:00,2024,4,7,0,2286,0,0
2024-04-07 00:05:00,2024,4,7,5,2257,0,5
2024-04-07 00:10:00,2024,4,7,10,2252,0,10
2024-04-07 00:15:00,2024,4,7,15,2273,0,15
2024-04-07 00:20:00,2024,4,7,20,2337,0,20
2024-04-07 00:25:00,2024,4,7,25,2349,0,25
2024-04-07 00:30:00,2024,4,7,30,2373,0,30
