Year,Month,Day,Period,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1,     SUM,PER UNIT
2020,3,25,17,19.1,19,12,12.1,11.9,12,11.9,13,11.3,13,12.8,14.1,5,4.9,4.9,5.4,5.6,5.4,5.8,1.4,1.4,1.7,1.5,1.7,1.4,1.9,2.1,2.1,1.9,0.9,2.1,219.3,0.188824
2020,3,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,7,7.3,7.4,5.7,4.2,4.8,5.2,5.8,5.3,5.3,5.3,5.4,3.6,2.9,3,3,2.3,1.9,2.6,2.1,1.2,1.2,0.9,1.2,1,1.1,0.8,1.1,1.1,0.9,0.5,1.6,95.7,0.082401
2020,3,26,8,30.1,30.2,18.4,18.4,19.4,19.6,19.8,19.8,19.6,19.8,20.2,21.4,9,9,9,9,8.5,8.7,9.2,3.3,3.3,3.1,3.3,3.2,3.2,3.2,3.6,3.6,3.1,1.5,4.7,358.2,0.308421
2020,3,26,9,50.6,50.7,32.9,31.4,32.6,32.8,33.9,33.1,32.9,33.1,33.5,35.6,14.1,14.2,14.2,14.1,14.8,14.6,16,5.3,5.3,5.1,5.3,5.3,5.2,5.3,6.1,6,5.4,2.5,7.4,599.3,0.516015
2020,3,26,10,68.3,68.4,43.2,43.9,41.7,42.6,44.3,42.1,43.4,42.1,44.3,47.1,19.4,19.4,19.4,19.6,18.7,19.3,19.7,6.4,6.4,6.5,6.4,6.6,6.3,6,7.7,7.8,6.9,3.2,9.3,786.4,0.677114
2020,3,26,11,75.3,75.3,50,51.8,46.3,49.8,50.5,49.4,49.3,49.4,50.9,53.8,22.7,22.7,22.7,22.6,21.8,22,22.9,7.4,7.4,7.3,7.4,7.4,7.2,7.5,8.9,8.9,7.7,3.7,10.3,900.3,0.775185
2020,3,26,12,81.2,81.2,54,55.1,49.7,53.8,53.3,50.5,52.3,50.5,54.3,56.6,24.4,24.4,24.4,24.2,22.8,23.1,23.9,7.9,7.9,7.7,7.9,7.9,7.8,8,9.4,9.4,8,3.9,10.7,956.2,0.823317
2020,3,26,13,82.8,82.8,54.1,54.6,52.5,53.7,53.2,49.2,51.8,49.2,53.2,55.9,23.6,23.5,23.5,23.5,22.4,22.9,23.6,7.4,7.4,7.8,7.5,7.9,7.5,8.1,9.4,9.1,8.2,3.7,10.4,950.4,0.818323
2020,3,26,14,76.5,76.4,50.9,50.6,49,50.3,47.2,47.6,46.2,47.6,48.7,51.2,21.1,21.1,21.1,21,21.3,21,22.2,7,7,7.1,7.1,7.2,7,7.3,7.9,8.7,7.5,3.6,9.5,877.9,0.755898
2020,3,26,15,67.5,67.4,43,43.1,41.7,42.4,43,42.3,42.1,42.3,42.3,44.7,17.8,17.7,17.7,17.8,18.3,18.2,19.1,6,6,5.8,6.1,5.9,5.9,6.1,6.9,7.4,6.5,3,7.8,761.8,0.655932
2020,3,26,16,46.9,46.8,29.6,30.1,29.1,29.3,29.7,29.6,28.7,29.6,29.5,31.6,12.4,12.4,12.4,12.5,12.7,12.6,13.4,4,4,4.2,4,4.2,3.9,4.4,5,5.3,4.6,2.2,5.4,530.1,0.456432
2020,3,26,17,18.9,18.9,12.1,12.3,12,12.1,12.1,13,11.4,13,12.7,13.9,5,5,5,5.4,5.6,5.4,5.9,1.5,1.5,1.7,1.5,1.7,1.4,1.9,2.1,2.2,1.9,0.9,2,220,0.189427
2020,3,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,7,7.9,8,5,4.6,5.2,4.6,6.4,4.3,5.8,4.3,4.4,4,2.7,2.7,2.7,2.5,2,2.2,2.3,1.2,1.2,1,1.2,1.1,1.1,1,1.2,1.2,0.9,0.5,1.6,94.8,0.081626
2020,3,27,8,31.2,31.3,21.1,19.7,19.7,20.8,20.5,20.7,20,20.7,21,22.1,9.1,9.1,9.1,9.2,8.9,9.1,9.5,3.4,3.4,3.2,3.3,3.2,3.2,3.3,3.7,3.7,3.2,1.5,4.6,372.5,0.320734
2020,3,27,9,53.1,53.2,36.4,32.8,33.8,35.8,34.2,33.9,33.6,33.9,35.3,37.2,15.2,15.2,15.2,15.2,14.5,15.2,15.4,5.4,5.4,5.1,5.4,5.2,5.3,5.3,6.2,6.2,5.4,2.6,7.1,623.7,0.537024
2020,3,27,10,68.2,68.3,46.8,44.9,44.5,46.2,43.5,43.4,42.8,43.4,45.2,47.5,19.3,19.3,19.3,19.2,18.9,19.5,20,6.5,6.5,6.7,6.5,6.9,6.4,6.9,8,8,7.2,3.3,8.9,802,0.690546
2020,3,27,11,77.6,77.6,53.1,49.2,51.5,52.4,50.5,51.9,49.7,51.9,51.4,53.8,21.8,21.8,21.8,21.7,21.8,22,22.9,7.7,7.6,7.6,7.6,7.7,7.5,7.8,9.3,9.4,8.2,3.9,10.1,918.8,0.791114
2020,3,27,12,85.7,85.7,55.5,53.7,54.1,54.8,54.2,54.9,53.3,54.9,54.7,57.6,23.6,23.6,23.6,23.4,23.1,23.5,24.4,8.1,8.1,7.7,8.1,7.8,7.9,7.9,9.3,9.9,8.5,4.1,10.5,982.2,0.845703
2020,3,27,13,85.9,85.9,55.6,54.7,53.7,54.8,54.5,53.9,53.6,53.9,53.9,56.9,23,23,23,22.8,23,23,24.3,7.8,7.8,7.7,7.8,7.8,7.7,7.9,8.7,9.7,8.4,4,10.1,974.8,0.839332
2020,3,27,14,79.2,79.2,51.2,51.2,49.2,50.4,50.3,49.1,49.5,49.1,49.4,52.5,21.4,21.4,21.3,21.3,20.9,21.2,22.1,7,7,7.1,7,7.2,6.9,7.3,7.9,8.9,7.6,3.7,9,896.5,0.771913
2020,3,27,15,65.4,65.3,41.3,42.1,40.6,41.2,41.1,40,39.9,40,39.8,43,17.5,17.5,17.5,17.4,17,17.3,18,5.8,5.8,5.9,5.8,6,5.7,6.2,6.6,7.5,6.4,3.1,7.9,734.6,0.632512
2020,3,27,16,46.6,46.5,29.8,29.8,28.6,29.7,29.7,29.8,28.6,29.8,29.4,31.9,12.7,12.7,12.7,12.7,12.7,12.6,13.5,4,4,4.2,4,4.2,3.8,4.4,5,5.2,4.5,2.1,5.3,530.5,0.456776
2020,3,27,17,19.1,19,12.1,12.2,11.9,12.1,12.1,13.1,11.5,13.1,12.8,14.1,5.1,5.1,5.1,5.5,5.6,5.5,6,1.5,1.5,1.7,1.5,1.7,1.4,1.9,2.1,2.2,1.9,0.9,2,221.3,0.190546
2020,3,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,7,7.2,7.3,5.7,0.3,5,5.3,5.3,5.9,5.2,6,6,5.9,3.1,3.1,3.1,3.1,2.8,2.7,2.6,1.2,1.2,1,1.2,1,1.1,1,1.2,1.2,1.1,0.5,1.6,98.9,0.085156
2020,3,28,8,28.9,29,18.1,2.3,18.3,18.1,18.2,18.6,17.7,18.6,18.5,18.8,8.5,8.5,8.5,8.4,8.2,7.9,9,3.2,3.2,3.2,3.3,3,3.1,2.7,3.3,3.4,3,1.4,4.4,321.3,0.276649
2020,3,28,9,44.4,44.5,30.5,13.7,28.6,30.5,28.5,28.6,28,28.6,28,29.6,12.9,12.9,12.9,13.5,11.8,11.9,14.6,4.7,4.7,5.1,5.2,4.7,5,3.6,5,5.3,4.7,2.2,7.1,511.3,0.440245
2020,3,28,10,31.2,31.2,40.5,20.5,35.9,40.1,36.6,35.7,36.3,35.7,36.8,39.4,16.3,16.3,16.3,17.6,15.7,15.3,18.3,6.2,6.2,6.5,6.7,5.6,6.2,3,5,6.7,5.6,2.7,8.7,604.8,0.520751
2020,3,28,11,9.3,9.3,46.4,16.6,22.7,44.2,38.3,39.5,17.6,39.5,39.8,32.2,20.1,20.2,20.2,20.4,18.2,17.5,21,7.3,7.3,7,7.5,6.4,6.9,1.5,5.1,7.4,5.8,3.1,8.4,566.7,0.487946
2020,3,28,12,4.9,4.9,40.3,9,12.5,25.3,7.1,6.6,3.3,6.6,6.6,4.6,21.4,21.4,21.4,21,18.7,15.6,21.2,7.2,7.2,5.8,7.6,6,6.7,2.3,4.3,7.2,5,3,9.6,344.3,0.296453
2020,3,28,13,4.4,4.4,2.8,2.6,13.7,4.5,2.7,4.2,2.8,4.2,4.2,3.9,18.9,18.9,18.9,20.3,1.3,1.2,15.4,7,7,4.3,6.3,6.7,5.8,1.8,3.1,7.9,3.7,3.2,10.2,216.3,0.186241
2020,3,28,14,6,6,1.6,2.9,9.7,15.6,2.5,1.7,2.1,1.7,1.7,13.1,0.9,0.9,0.9,0.9,0.8,2.3,10.7,5.5,5.5,5.5,5.8,6.5,6.2,1.3,2.5,5.5,4.7,2.3,8.5,141.8,0.122094
2020,3,28,15,43.4,43.4,8,21.8,2.7,15,0.9,0.8,0.6,0.8,0.8,8.8,0.3,0.3,0.3,0.3,0.5,5.6,3.6,5.3,5.3,4.7,5.6,5,5.1,0.4,2.2,6,2.9,2.5,4.5,207.4,0.178578
2020,3,28,16,39.2,39.2,13.9,25.2,23.2,7.2,16.8,20,24.3,20,20,27.4,9.8,9.7,9.7,9.4,3.7,5.6,7.9,3.5,3.5,1.3,3.9,2.9,3,4.5,3.1,4.7,3.4,1.9,2.2,370.1,0.318667
2020,3,28,17,17.9,17.9,8.4,11.5,11.6,10.5,10.5,10.9,9.6,10.9,10.8,12,0,0,0,1.1,4.2,3.9,0,1.2,1.2,0,1.4,1.3,0.7,1.5,0.4,1.8,1.1,0.7,1.5,164.5,0.141639
2020,3,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,7,11.1,11.1,7.4,0,0,0.1,0.2,6.2,7.1,6.2,6.4,4.9,3,3,3,3,2.4,2.7,2.8,1.2,1.2,1.1,1.2,1.1,1.2,1.1,0.4,1.3,0.9,0.5,1.7,93.5,0.080506
2020,3,29,8,24.5,24.5,22.2,0.3,0.2,8.6,11,22.1,20.4,22.1,22,22.2,9.3,9.3,9.3,9.6,9.1,9.2,9.7,3.4,3.4,3.4,3.4,3.3,3.3,3.6,3.4,3.8,2.9,1.6,5,306.1,0.263561
2020,3,29,9,45.3,45.3,36.4,7.3,1.7,26,21,36.8,34.7,36.8,37.4,38,15.1,15.1,15.1,15.5,14.9,15.6,15.7,5.4,5.4,5.6,5.4,5.4,5.4,5.8,5.7,6.2,5.1,2.6,7.9,539.6,0.464612
2020,3,29,10,67.6,67.6,48.3,41.6,41.5,46.7,45.3,47.2,45.6,47.2,48,48.8,19.1,19.1,19.1,19.5,19.4,20.1,20.5,6.8,6.8,6.9,6.8,6.8,6.8,7.2,7,7.9,7,3.2,9.8,815.2,0.701911
2020,3,29,11,84.3,84.4,55.8,51.8,53.3,54.9,50.7,55.6,50.9,55.6,54.4,54.6,22.1,22.1,22.1,22.4,22.6,22.6,23.9,7.5,7.5,7.6,7.5,7.4,7.6,7.8,7.8,9,8.3,3.7,10.9,956.7,0.823747
2020,3,29,12,88.4,88.4,58.7,56.5,56.4,58,54.9,57.8,55.6,57.8,57.5,58.5,23.7,23.7,23.7,24.1,23.9,23.9,25.5,7.9,7.9,8,7.9,7.8,7.9,8.2,7.7,9.6,8.6,3.9,11.1,1013.5,0.872654
2020,3,29,13,88.8,88.8,57.7,56.9,55.8,56.4,55.1,56.9,55.3,56.9,56.9,58.1,23.7,23.7,23.7,24.3,23.5,23.8,25,7.6,7.6,7.5,7.7,7.4,7.7,7.8,7.5,9.7,8.6,4,10.7,1005.1,0.865421
2020,3,29,14,82.4,82.4,53,52.5,51.1,52,50.7,52.4,51.2,52.4,52.7,53.8,21.6,21.6,21.6,22.3,21.7,21.9,23.1,6.8,6.8,7.4,6.9,7.2,6.9,7.6,7.1,8.9,7.9,3.7,9.8,927.4,0.798519
2020,3,29,15,68.8,68.7,44.4,43.6,42.9,43.7,43.2,43.9,43,43.9,44.2,45.6,18.2,18.2,18.2,18.5,18.4,18.4,19.5,5.7,5.7,6.3,5.7,6.1,5.7,6.6,5.7,7.2,6.6,3,8.3,777.9,0.669795
2020,3,29,16,39.9,39.8,26.1,27.2,25.8,26.8,24.6,26.5,26.5,26.5,26.3,29.9,11.5,11.5,11.5,11.3,12,11,13.2,3.6,3.6,4.1,3.6,4,3.8,3.9,4.2,4.5,3.9,1.8,5.4,474.3,0.408386
2020,3,29,17,18,17.9,10.5,11.8,11.3,11.1,11,11.7,10.3,11.7,11.5,11.5,4.3,4.2,4.2,4.7,4.9,4.7,5.6,1.4,1.4,1.7,1.4,1.7,1.4,1.8,1.7,1.7,1.5,0.7,2.1,199.4,0.171689
2020,3,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,7,1.5,1.5,0.9,0,1.9,1.6,1.3,6.5,0.5,6.5,6.6,0.3,2.7,2.7,2.7,3.1,2,1.1,1.8,0.1,0.1,1.1,1.1,1.1,1.1,1.1,0.2,0.5,0.3,0.2,1.7,53.8,0.046323
2020,3,30,8,1.6,1.6,9.6,11.6,7.9,8.7,9.9,14.4,11.3,14.4,14.7,0.5,4.5,4.5,4.5,6,4.1,4.8,0.1,2.8,2.8,2.8,2.9,2.8,2.8,2.4,0,0.1,0.9,0,4.3,159.3,0.137162
2020,3,30,9,16.9,16.9,10.1,9.3,14.3,17.9,9.8,13.1,10.7,13.1,13.3,4.4,4.3,4.3,4.3,9,4.5,7.8,0.5,4.3,4.3,3.9,4.2,4.1,4.2,3.4,0.1,0.7,0.1,0.3,6.5,220.6,0.189943
2020,3,30,10,2.6,2.6,16.4,10.7,21.5,20,11.2,23.3,15.7,23.3,23.9,16.5,1.2,1.2,1.2,8.7,7.1,4.4,3.7,5,5,4,5.8,4.9,5,3.3,0.3,0.3,0.3,0.1,7.7,256.9,0.221199
2020,3,30,11,4.3,4.3,3,13.1,2.8,2.9,2.8,22.3,16,22.3,22.9,40,8.1,8.1,8.1,5.8,4.2,5.4,1.7,5.2,5.2,4.2,5.2,4.6,4.5,1.6,0.5,0.5,0.5,0.2,9.4,239.7,0.206389
2020,3,30,12,5,5,3.5,19.8,15.2,3.4,5.3,17.7,19.5,17.7,17.8,45.6,1.5,1.5,1.5,4.6,1.6,3.8,13,4.6,4.6,2.7,3.3,5,4.6,2.6,0.6,0.6,0.5,0.3,8.7,241.1,0.207594
2020,3,30,13,39,39,2.9,30.3,2.7,2.8,2.7,3,2.7,3,3,10.7,1.3,1.3,1.3,1.3,5.5,1.3,19.3,2.9,2.9,4.3,3.6,3.2,3,4.3,0.5,0.5,0.5,0.2,7.1,206.1,0.177458
2020,3,30,14,39.9,39.9,1.7,37.1,26.7,10.5,1.6,1.8,1.6,1.8,1.8,21.7,0.7,0.7,0.7,0.8,9.3,0.8,16.6,2.9,2.9,3.7,1.4,4.2,3.5,4.3,0.3,0.3,0.3,0.1,2.6,242.2,0.208541
2020,3,30,15,46.9,46.9,0.9,34.7,27.3,17.1,0.6,12.3,15.2,12.3,12.2,27.9,0.3,0.3,0.3,0.3,6.5,4.7,16.3,1.8,1.8,2.8,1.5,4,2.3,2.5,0.1,0.1,0.1,0,3.5,303.5,0.261323
2020,3,30,16,38.7,38.6,25.7,24.3,24.6,24.9,25,28.5,25.2,28.5,28.6,32.3,11.9,11.8,11.8,12.1,12.6,12.5,13.6,2.9,2.9,4.3,3.3,3.9,3.1,4.7,3.9,3.7,3.7,1.5,4.1,473.2,0.407439
2020,3,30,17,16.1,16.1,10.5,10.9,10.6,10,11,11.3,9.8,11.3,11.2,11.7,4.8,4.8,4.8,4.8,5.4,4.9,3.2,1.1,1.2,1.3,1.3,1.6,1.3,1.8,0.1,1.9,0.8,0.8,0.8,187.2,0.161185
2020,3,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
2020,3,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
