Year,Month,Day,Period,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4,    SUM,PER UNIT
2020,3,4,17,25.5,25.5,25.5,25.5,25.5,25.5,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,36.3,36.3,36.3,36.3,319.2,0.3192
2020,3,4,18,26.4,26.4,26.4,26.4,26.4,26.4,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,21.1,21.1,21.1,21.1,263.8,0.2638
2020,3,4,19,25.9,25.9,25.9,25.9,25.9,25.9,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,40,40,40,40,338.4,0.3384
2020,3,4,20,26.4,26.4,26.4,26.4,26.4,26.4,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,39.8,39.8,39.8,39.8,336.6,0.3366
2020,3,4,21,25,25,25,25,25,25,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,39,39,39,39,327,0.327
2020,3,4,22,13.2,13.2,13.2,13.2,13.2,13.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.1,37.4,37.4,37.4,37.4,249.8,0.2498
2020,3,4,23,13.7,13.7,13.7,13.7,13.7,13.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,30.4,30.4,30.4,30.4,238.8,0.2388
2020,3,4,24,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,23.1,23.1,23.1,23.1,206.6,0.2066
2020,3,5,1,13.2,13.2,13.2,13.2,13.2,13.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,31.2,31.2,31.2,31.2,241,0.241
2020,3,5,2,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,24.2,24.2,24.2,24.2,211,0.211
2020,3,5,3,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,26,26,26,26,218.2,0.2182
2020,3,5,4,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,18.1,18.1,18.1,18.1,186.6,0.1866
2020,3,5,5,13.2,13.2,13.2,13.2,13.2,13.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,19.8,19.8,19.8,19.8,195.4,0.1954
2020,3,5,6,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,9.7,9.7,9.7,9.7,153,0.153
2020,3,5,7,16.5,16.5,16.5,16.5,16.5,16.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,7.2,7.2,7.2,7.2,162.8,0.1628
2020,3,5,8,25.9,25.9,25.9,25.9,25.9,25.9,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,28.6,28.6,28.6,28.6,306.8,0.3068
2020,3,5,9,25.5,25.5,25.5,25.5,25.5,25.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,32,32,32,32,316,0.316
2020,3,5,10,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,29,29,29,29,309.4,0.3094
2020,3,5,11,13.7,13.7,13.7,13.7,13.7,13.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,31,31,31,31,243.2,0.2432
2020,3,5,12,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31.6,31.6,31.6,31.6,240.6,0.2406
2020,3,5,13,13.7,13.7,13.7,13.7,13.7,13.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,29.6,29.6,29.6,29.6,237.6,0.2376
2020,3,5,14,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31.7,31.7,31.7,31.7,241,0.241
2020,3,5,15,13.2,13.2,13.2,13.2,13.2,13.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,32.1,32.1,32.1,32.1,240.6,0.2406
2020,3,5,16,24.1,24.1,24.1,24.1,24.1,24.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31,31,31,31,303.6,0.3036
2020,3,5,17,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,29.3,29.3,29.3,29.3,307.6,0.3076
2020,3,5,18,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,28.6,28.6,28.6,28.6,304.8,0.3048
2020,3,5,19,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,34.1,34.1,34.1,34.1,326.8,0.3268
2020,3,5,20,25.5,25.5,25.5,25.5,25.5,25.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,32,32,32,32,316,0.316
2020,3,5,21,13.2,13.2,13.2,13.2,13.2,13.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,45.6,45.6,45.6,45.6,294.6,0.2946
2020,3,5,22,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,43.1,43.1,43.1,43.1,286.6,0.2866
2020,3,5,23,13.2,13.2,13.2,13.2,13.2,13.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,34.2,34.2,34.2,34.2,253,0.253
2020,3,5,24,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,39.3,39.3,39.3,39.3,271.4,0.2714
2020,3,6,1,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,38.1,38.1,38.1,38.1,266.6,0.2666
2020,3,6,2,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,15.1,15.1,15.1,15.1,174.6,0.1746
2020,3,6,3,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,22.6,22.6,22.6,22.6,204.6,0.2046
2020,3,6,4,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,24.4,24.4,24.4,24.4,211.8,0.2118
2020,3,6,5,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,22,22,22,22,202.2,0.2022
2020,3,6,6,13.2,13.2,13.2,13.2,13.2,13.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,11.5,11.5,11.5,11.5,162.2,0.1622
2020,3,6,7,13.7,13.7,13.7,13.7,13.7,13.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,14.8,14.8,14.8,14.8,176.4,0.1764
2020,3,6,8,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,34.5,34.5,34.5,34.5,328.4,0.3284
2020,3,6,9,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,40.3,40.3,40.3,40.3,351.6,0.3516
2020,3,6,10,25.9,25.9,25.9,25.9,25.9,25.9,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,37.4,37.4,37.4,37.4,342,0.342
2020,3,6,11,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,43.4,43.4,43.4,43.4,364,0.364
2020,3,6,12,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,41.4,41.4,41.4,41.4,359,0.359
2020,3,6,13,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,37.3,37.3,37.3,37.3,339.6,0.3396
2020,3,6,14,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,36.8,36.8,36.8,36.8,340.6,0.3406
2020,3,6,15,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,37.1,37.1,37.1,37.1,338.8,0.3388
2020,3,6,16,25.9,25.9,25.9,25.9,25.9,25.9,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,38,38,38,38,344.4,0.3444
2020,3,6,17,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,36.6,36.6,36.6,36.6,339.8,0.3398
2020,3,6,18,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31.7,31.7,31.7,31.7,317.2,0.3172
2020,3,6,19,25.9,25.9,25.9,25.9,25.9,25.9,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,33.8,33.8,33.8,33.8,327.6,0.3276
2020,3,6,20,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,32,32,32,32,321.4,0.3214
2020,3,6,21,25.9,25.9,25.9,25.9,25.9,25.9,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,34.2,34.2,34.2,34.2,325.2,0.3252
2020,3,6,22,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,30.5,30.5,30.5,30.5,312.4,0.3124
2020,3,6,23,16.5,16.5,16.5,16.5,16.5,16.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,32.2,32.2,32.2,32.2,262.8,0.2628
2020,3,6,24,12.3,12.3,12.3,12.3,12.3,12.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,12.3,12.3,12.3,12.3,156,0.156
2020,3,7,1,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,12.2,12.2,12.2,12.2,163,0.163
2020,3,7,2,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,26.6,26.6,26.6,26.6,220.6,0.2206
2020,3,7,3,12.7,12.7,12.7,12.7,12.7,12.7,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,25.9,25.9,25.9,25.9,212.8,0.2128
2020,3,7,4,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,26.8,26.8,26.8,26.8,221.4,0.2214
2020,3,7,5,13.7,13.7,13.7,13.7,13.7,13.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,22.6,22.6,22.6,22.6,207.6,0.2076
2020,3,7,6,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,15.9,15.9,15.9,15.9,257,0.257
2020,3,7,7,25.5,25.5,25.5,25.5,25.5,25.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,16.9,16.9,16.9,16.9,253.6,0.2536
2020,3,7,8,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,26.9,26.9,26.9,26.9,301,0.301
2020,3,7,9,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,32.5,32.5,32.5,32.5,320.4,0.3204
2020,3,7,10,25.5,25.5,25.5,25.5,25.5,25.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,32.7,32.7,32.7,32.7,316.8,0.3168
2020,3,7,11,15.6,15.6,15.6,15.6,15.6,15.6,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,35.5,35.5,35.5,35.5,272.6,0.2726
2020,3,7,12,12.7,12.7,12.7,12.7,12.7,12.7,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,30.3,30.3,30.3,30.3,230.4,0.2304
2020,3,7,13,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,34.3,34.3,34.3,34.3,251.4,0.2514
2020,3,7,14,13.2,13.2,13.2,13.2,13.2,13.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,33.8,33.8,33.8,33.8,247.4,0.2474
2020,3,7,15,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,36.2,36.2,36.2,36.2,259,0.259
2020,3,7,16,13.2,13.2,13.2,13.2,13.2,13.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,37,37,37,37,260.2,0.2602
2020,3,7,17,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31,31,31,31,238.2,0.2382
2020,3,7,18,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,29,29,29,29,230.2,0.2302
2020,3,7,19,18.4,18.4,18.4,18.4,18.4,18.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31.9,31.9,31.9,31.9,273,0.273
2020,3,7,20,25.9,25.9,25.9,25.9,25.9,25.9,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,26.7,26.7,26.7,26.7,295.2,0.2952
2020,3,7,21,25.5,25.5,25.5,25.5,25.5,25.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,30.6,30.6,30.6,30.6,310.4,0.3104
2020,3,7,22,17,17,17,17,17,17,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31.3,31.3,31.3,31.3,262.2,0.2622
2020,3,7,23,5.7,5.7,5.7,5.7,5.7,5.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31,31,31,31,193.2,0.1932
2020,3,7,24,3.8,3.8,3.8,3.8,3.8,3.8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,22.1,22.1,22.1,22.1,146.2,0.1462
2020,3,8,1,4.2,4.2,4.2,4.2,4.2,4.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,12.1,12.1,12.1,12.1,110.6,0.1106
2020,3,8,2,3.8,3.8,3.8,3.8,3.8,3.8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,27,27,27,27,165.8,0.1658
2020,3,8,3,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,27.3,27.3,27.3,27.3,169,0.169
2020,3,8,4,3.8,3.8,3.8,3.8,3.8,3.8,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,19.5,19.5,19.5,19.5,135.8,0.1358
2020,3,8,5,4.2,4.2,4.2,4.2,4.2,4.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,26.8,26.8,26.8,26.8,167.4,0.1674
2020,3,8,6,3.8,3.8,3.8,3.8,3.8,3.8,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,22.4,22.4,22.4,22.4,145.4,0.1454
2020,3,8,7,23.6,23.6,23.6,23.6,23.6,23.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,21,21,21,21,260.6,0.2606
2020,3,8,8,25.9,25.9,25.9,25.9,25.9,25.9,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,40.3,40.3,40.3,40.3,349.6,0.3496
2020,3,8,9,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,21.6,21.6,21.6,21.6,279.8,0.2798
2020,3,8,10,25.5,25.5,25.5,25.5,25.5,25.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,34.7,34.7,34.7,34.7,324.8,0.3248
2020,3,8,11,14.2,14.2,14.2,14.2,14.2,14.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,34.6,34.6,34.6,34.6,258.6,0.2586
2020,3,8,12,13.2,13.2,13.2,13.2,13.2,13.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,32.7,32.7,32.7,32.7,243,0.243
2020,3,8,13,13.2,13.2,13.2,13.2,13.2,13.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,32.5,32.5,32.5,32.5,242.2,0.2422
2020,3,8,14,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,35.3,35.3,35.3,35.3,255.4,0.2554
2020,3,8,15,13.7,13.7,13.7,13.7,13.7,13.7,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,35.3,35.3,35.3,35.3,256.4,0.2564
2020,3,8,16,13.2,13.2,13.2,13.2,13.2,13.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,37.3,37.3,37.3,37.3,265.4,0.2654
2020,3,8,17,25.5,25.5,25.5,25.5,25.5,25.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,36.9,36.9,36.9,36.9,335.6,0.3356
2020,3,8,18,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,33.4,33.4,33.4,33.4,324,0.324
2020,3,8,19,25.5,25.5,25.5,25.5,25.5,25.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,34.3,34.3,34.3,34.3,327.2,0.3272
2020,3,8,20,16.5,16.5,16.5,16.5,16.5,16.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,34.6,34.6,34.6,34.6,272.4,0.2724
2020,3,8,21,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,33.3,33.3,33.3,33.3,247.4,0.2474
2020,3,8,22,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,33.4,33.4,33.4,33.4,247.8,0.2478
2020,3,8,23,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,39,39,39,39,270.2,0.2702
2020,3,8,24,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,11,11,11,11,158.2,0.1582
2020,3,9,1,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,21.8,21.8,21.8,21.8,201.4,0.2014
2020,3,9,2,13.2,13.2,13.2,13.2,13.2,13.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,34.8,34.8,34.8,34.8,255.4,0.2554
2020,3,9,3,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,34.3,34.3,34.3,34.3,251.4,0.2514
2020,3,9,4,13.7,13.7,13.7,13.7,13.7,13.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,26,26,26,26,221.2,0.2212
2020,3,9,5,13.7,13.7,13.7,13.7,13.7,13.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,17.5,17.5,17.5,17.5,187.2,0.1872
2020,3,9,6,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,16.6,16.6,16.6,16.6,256.8,0.2568
2020,3,9,7,25.9,25.9,25.9,25.9,25.9,25.9,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,22,22,22,22,280.4,0.2804
2020,3,9,8,25.5,25.5,25.5,25.5,25.5,25.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,23.7,23.7,23.7,23.7,282.8,0.2828
2020,3,9,9,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,25.7,25.7,25.7,25.7,293.2,0.2932
2020,3,9,10,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,29.5,29.5,29.5,29.5,311.4,0.3114
2020,3,9,11,25.5,25.5,25.5,25.5,25.5,25.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,27.6,27.6,27.6,27.6,300.4,0.3004
2020,3,9,12,24.1,24.1,24.1,24.1,24.1,24.1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,28.4,28.4,28.4,28.4,293.2,0.2932
2020,3,9,13,12.7,12.7,12.7,12.7,12.7,12.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31.8,31.8,31.8,31.8,238.4,0.2384
2020,3,9,14,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,30.9,30.9,30.9,30.9,237.8,0.2378
2020,3,9,15,13.2,13.2,13.2,13.2,13.2,13.2,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,30,30,30,30,236.2,0.2362
2020,3,9,16,12.7,12.7,12.7,12.7,12.7,12.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,29.5,29.5,29.5,29.5,233.2,0.2332
2020,3,9,17,25.5,25.5,25.5,25.5,25.5,25.5,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,29.7,29.7,29.7,29.7,310.8,0.3108
2020,3,9,18,25.5,25.5,25.5,25.5,25.5,25.5,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,30.3,30.3,30.3,30.3,313.2,0.3132
2020,3,9,19,25.9,25.9,25.9,25.9,25.9,25.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,28.4,28.4,28.4,28.4,308,0.308
2020,3,9,20,25.9,25.9,25.9,25.9,25.9,25.9,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,27.1,27.1,27.1,27.1,304.8,0.3048
2020,3,9,21,25.9,25.9,25.9,25.9,25.9,25.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,29.7,29.7,29.7,29.7,313.2,0.3132
2020,3,9,22,13.2,13.2,13.2,13.2,13.2,13.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,19.6,19.6,19.6,19.6,196.6,0.1966
2020,3,9,23,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,28.9,28.9,28.9,28.9,229.8,0.2298
2020,3,9,24,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,28.9,28.9,28.9,28.9,229.8,0.2298
2020,3,10,1,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,19.9,19.9,19.9,19.9,193.8,0.1938
2020,3,10,2,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,28.2,28.2,28.2,28.2,227,0.227
2020,3,10,3,12.7,12.7,12.7,12.7,12.7,12.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,22,22,22,22,199.2,0.1992
2020,3,10,4,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,22.6,22.6,22.6,22.6,204.6,0.2046
2020,3,10,5,17.5,17.5,17.5,17.5,17.5,17.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,18.9,18.9,18.9,18.9,215.6,0.2156
2020,3,10,6,25.9,25.9,25.9,25.9,25.9,25.9,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,20,20,20,20,268.4,0.2684
2020,3,10,7,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,20.2,20.2,20.2,20.2,271.2,0.2712
2020,3,10,8,25.9,25.9,25.9,25.9,25.9,25.9,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,31.1,31.1,31.1,31.1,314.8,0.3148
2020,3,10,9,25.9,25.9,25.9,25.9,25.9,25.9,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,26.8,26.8,26.8,26.8,295.6,0.2956
2020,3,10,10,25.5,25.5,25.5,25.5,25.5,25.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,36.2,36.2,36.2,36.2,332.8,0.3328
2020,3,10,11,26.4,26.4,26.4,26.4,26.4,26.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,36.9,36.9,36.9,36.9,341,0.341
2020,3,10,12,25.5,25.5,25.5,25.5,25.5,25.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,36.4,36.4,36.4,36.4,331.6,0.3316
2020,3,10,13,13.2,13.2,13.2,13.2,13.2,13.2,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,34.3,34.3,34.3,34.3,251.4,0.2514
2020,3,10,14,13.2,13.2,13.2,13.2,13.2,13.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,36.8,36.8,36.8,36.8,259.4,0.2594
2020,3,10,15,13.2,13.2,13.2,13.2,13.2,13.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,36.9,36.9,36.9,36.9,265.8,0.2658
