"time","101_1","101_2","101_3","101_4","102_1","102_2","102_3","102_4","102_pv_2","107_1","113_1","113_2","113_3","113_4","113_pv","114_1","115_1","115_2","115_3","116_1","118_1","118_rtpv_10","118_rtpv_2","118_rtpv_3","118_rtpv_4","118_rtpv_5","118_rtpv_6","118_rtpv_7","118_rtpv_9","121_1","122_1","122_2","122_3","122_4","122_5","122_6","122_wind","123_1","123_2","123_3","123_4","123_5","201_1","201_2","201_3","201_4","202_1","202_2","202_3","202_4","207_1","207_2","213_1","213_2","213_3","213_rtpv","214_1","215_1","215_2","215_3","215_4","215_5","215_pv","216_1","218_1","221_1","222_1","222_2","222_3","222_4","222_5","222_6","223_1","223_2","223_3","223_4","223_5","223_6","301_1","301_2","301_3","301_4","302_1","302_2","302_3","302_4","307_1","307_2","309_wind","313_1","313_pv","313_pv_2","313_rtpv","313_rtpv_10","313_rtpv_12","313_rtpv_13","313_rtpv_2","313_rtpv_3","313_rtpv_4","313_rtpv_5","313_rtpv_6","313_rtpv_7","313_rtpv_8","313_rtpv_9","314_1","315_1","315_2","315_3","315_4","315_5","315_6","315_7","315_8","316_1","318_1","320_pv","321_1","322_1","322_2","322_3","322_4","322_5","322_6","323_1","323_2"
2024-01-26 16:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,62,62,0,0.1,0,0,0,0,0,0.3,0.3,400,17,17,17,17,17,17,643.7,0,124,227.490201700408,0,0,0,0,76,27.2,0,0,76,76,0,0,0,0,0,0,0,27.2,27.2,27.2,0,0,0,155,0,0,27.2,27.2,27.2,27.2,27.2,27.2,155,155,350,0,0,0,0,0,0,38.6097982995925,0,0,0,0,0,0,90.1,0,5.7,8.4,1.7,1,0.1,0.7,1,1.1,1.4,1.9,1,1.1,0.6,1.1,0,0,0,0,0,0,0,0,0,155,0,9.5,0,27.6,27.6,27.6,27.6,0,0,0,0
2024-01-26 17:00:00,0,0,76,76,0,0,76,76,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,25.5,25.5,25.5,25.5,25.5,25.5,138.2,0,155,350,0,0,0,0,76,24.9,0,0,76,76,0,0,0,0,0,0,0,24.9,24.9,24.9,0,0,0,155,0,0,24.9,24.9,24.9,24.9,24.9,24.9,155,155,350,0,25.6666666666667,22,0,0,0,25.6666666666667,0,0,25.6666666666667,25.6666666666667,25.6666666666667,25.6666666666667,47.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9000000000001,22,22,155,0,0,0,27.4,27.4,27.4,27.4,22,22,0,355
2024-01-26 18:00:00,0,0,60.6666666666667,60.6666666666667,0,0,60.6666666666667,60.6666666666667,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,26.4,26.4,26.4,26.4,26.4,26.4,546.3,0,155,350,0,0,0,0,60.6666666666667,18.7,0,0,64.4888888888889,60.6666666666667,0,0,0,0,0,0,0,18.7,18.7,18.7,0,0,0,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,22,22,0,0,22,22,0,0,22,22,22,22,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,155,0,0,0,28.6,28.6,28.6,28.6,22,22,0,251.111111111111
2024-01-26 19:00:00,0,0,60.6666666666667,60.6666666666667,0,0,60.6666666666667,60.6666666666667,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,25.9,25.9,25.9,25.9,25.9,25.9,644.8,0,155,350,0,0,0,0,60.6666666666667,9.5,0,0,60.6666666666667,60.6666666666667,0,0,0,0,0,0,0,9.5,9.5,9.5,0,0,0,155,0,0,9.5,9.5,9.5,9.5,9.5,9.5,155,155,350,0,22,22,0,0,22,0,0,0,22,22,22,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,155,0,0,0,29.6,29.6,29.6,29.6,22,22,0,246.033333333333
2024-01-26 20:00:00,0,0,50.4444444444444,50.4444444444444,0,0,55.5555555555556,54.8203762070317,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,25.5,25.5,25.5,25.5,25.5,25.5,653,0,155,350,0,0,0,0,60.6666666666667,9.3,0,0,60.6666666666667,60.6666666666667,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,22,0,0,0,22,22,22,22,80.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,31.8,31.8,31.8,31.8,0,0,0,271.735179348524
2024-01-26 21:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,25.9,25.9,25.9,25.9,25.9,25.9,659.9,0,155,350,0,0,0,0,30.4346413480954,9.3,0,0,35.1111111111111,35.1111111111111,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,0,0,0,0,0,22,22,104.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,38.3,38.3,38.3,38.3,0,0,0,245.843136429682
2024-01-26 22:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,149.81506438493,155,0,0,0,0,0,0,0,0,0,400,22.2,22.2,22.2,22.2,22.2,22.2,671.2,0,155,256.666666666667,0,0,0,0,30,9.1,0,0,30,30,0,0,0,0,0,0,0,9.1,9.1,9.1,0,0,0,155,0,0,9.1,9.1,9.1,9.1,9.1,9.1,155,155,256.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,129.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,38.6,38.6,38.6,38.6,0,0,0,178.551602281736
2024-01-26 23:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,144.666666666667,144.666666666667,0,0,0,0,0,0,0,0,0,400,10.4,10.4,10.4,10.4,10.4,10.4,686.2,0,144.666666666667,233.333333333333,0,0,0,0,30,8.6,0,0,30,30,0,0,0,0,0,0,0,8.6,8.6,8.6,0,0,0,144.666666666667,0,0,8.6,8.6,8.6,8.6,8.6,8.6,144.666666666667,144.666666666667,233.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,140.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.433333333333,0,0,0,20.6,20.6,20.6,20.6,0,0,0,168
2024-01-27 00:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,706.9,0,124,233.333333333333,0,0,0,0,30,8.6,0,0,30,30,0,0,0,0,0,0,0,8.6,8.6,8.6,0,0,0,124,0,0,8.6,8.6,8.6,8.6,8.6,8.6,124,124,222.466666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,148.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,10.3,10.3,10.3,10.3,0,0,0,168
2024-01-27 01:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,124,131.166666666668,0,0,0,0,0,0,0,0,0,400,12.7,12.7,12.7,12.7,12.7,12.7,712.9,0,124,233.333333333333,0,0,0,0,30,8.6,0,0,30,30,0,0,0,0,0,0,0,8.6,8.6,8.6,0,0,0,134.333333333333,0,0,8.6,8.6,8.6,8.6,8.6,8.6,134.333333333333,124,233.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,23.9,23.9,23.9,23.9,0,0,0,0
2024-01-27 02:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,124,128.566666666667,0,0,0,0,0,0,0,0,0,400,12.7,12.7,12.7,12.7,12.7,12.7,712.6,0,124,233.333333333333,0,0,0,0,30,8.4,0,0,30,30,0,0,0,0,0,0,0,8.4,8.4,8.4,0,0,0,134.333333333333,0,0,8.4,8.4,8.4,8.4,8.4,8.4,134.333333333333,124,233.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,146.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,25,25,25,25,0,0,0,0
2024-01-27 03:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,144.666666666667,144.666666666667,0,0,0,0,0,0,0,0,0,400,12.3,12.3,12.3,12.3,12.3,12.3,656.6,0,144.666666666667,246.066666666667,0,0,0,0,30,8.8,0,0,30,30,0,0,0,0,0,0,0,8.8,8.8,8.8,0,0,0,144.666666666667,0,0,8.8,8.8,8.8,8.8,8.8,8.8,144.666666666667,144.666666666667,256.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,144.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.666666666667,0,0,0,15.6,15.6,15.6,15.6,0,0,0,0
2024-01-27 04:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,12.7,12.7,12.7,12.7,12.7,12.7,690.6,0,155,322.366666666666,0,0,0,0,30,8.8,0,0,30,30,0,0,0,0,0,0,0,8.8,8.8,8.8,0,0,0,155,0,0,8.8,8.8,8.8,8.8,8.8,8.8,155,155,303.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,126.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,14.2,14.2,14.2,14.2,0,0,0,0
2024-01-27 05:00:00,0,0,53.6666666666668,55.5555555555556,0,0,55.5555555555556,55.5555555555556,0,0,0,0,22,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,12.7,12.7,12.7,12.7,12.7,12.7,704.5,0,155,350,0,0,0,0,55.5555555555556,9,0,0,55.5555555555556,55.5555555555556,22,0,22,0,0,0,0,9,9,9,0,0,0,155,0,0,9,9,9,9,9,9,155,155,350,0,0,0,0,0,0,0,0,0,22,22,22,22,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,155,0,0,0,4.8,4.8,4.8,4.8,0,22,0,0
2024-01-27 06:00:00,0,0,76,76,0,0,76,76,0,0,0,0,29.3666666666666,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,12.7,12.7,12.7,12.7,12.7,12.7,707.6,0,155,350,0,0,0,0,76,18.7,0,0,76,76,33,0,33,0,0,0,0,18.7,18.7,18.7,0,0,0,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,0,0,0,0,0,0,0,0,33,33,33,33,141.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,155,0,0,0,6.1,6.1,6.1,6.1,0,29.3333333333333,0,0
2024-01-27 07:00:00,0,0,30,30,0,0,30,30,16.5,0,0,0,22,0,53.4,0,0,0,155,155,0,0.9,1.8,1.8,1.8,1.8,1.7,2.1,1.8,400,13.2,13.2,13.2,13.2,13.2,13.2,705.8,0,155,326.666666666667,0,0,0,0,30,18.5,0,0,30,30,22,0,22,0,0,2.6,0,18.5,18.5,18.5,0,0,69.4,155,0,0,18.5,18.5,18.5,18.5,18.5,18.5,155,155,338.533333333334,0,0,0,0,0,0,0,0,0,22,22,22,22,148.1,0,33.3,32.7,15.5,10.9,4.8,4.8,10.5,9.4,9.9,10.4,10.3,11,10.1,10.9,0,0,0,0,0,0,22,22,0,155,0,26.1,0,24.8,24.8,24.8,24.8,0,22,0,0
2024-01-27 08:00:00,0,0,30,30,0,0,30,30,19.9,0,0,0,0,0,67.6,0,0,0,155,155,0,1.9,3.9,3.8,3.8,3.8,3.8,4.7,4.1,400,12.7,12.7,12.7,12.7,12.7,12.7,712.6,0,155,280,0,0,0,0,30,18.5,0,0,30,30,0,0,0,0,0,5.5,0,18.5,18.5,18.5,0,0,87.1,155,0,0,18.5,18.5,18.5,18.5,18.5,18.5,155,155,286.9,0,0,0,0,0,0,0,0,0,0,0,0,0,148.3,0,51.3,50.2,39.4,25.5,11.2,11,25.1,23.8,24.1,25.6,24.9,26.1,25.1,26,0,0,0,0,0,0,0,0,0,155,0,33.9,0,31.3,31.3,31.3,31.3,0,0,0,0
2024-01-27 09:00:00,0,0,30,30,0,0,30,30,19.9,0,0,0,0,0,70.4,0,0,0,142.34,144.666666666667,0,2.7,5.5,5.4,5.3,5.5,5.3,6.8,6.1,400,12.7,12.7,12.7,12.7,12.7,12.7,710.7,0,134.333333333333,233.333333333333,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,7.6,0,18.7,18.7,18.7,0,0,89.1,144.666666666667,0,0,18.7,18.7,18.7,18.7,18.7,18.7,144.666666666667,144.426666666666,233.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,148.3,0,60.9,59.7,60.5,37.6,15.7,16.2,37.4,36.7,36.1,38.3,36.2,37,36.7,37,0,0,0,0,0,0,0,0,0,134.333333333333,0,35.3,0,30.7,30.7,30.7,30.7,0,0,0,0
2024-01-27 10:00:00,0,0,30,30,0,0,30,30,20.2,0,0,0,0,0,67.4,0,0,0,124,124,0,3.3,6.6,6.3,6.4,6.3,6.5,7.8,7.2,400,13.2,13.2,13.2,13.2,13.2,13.2,712.8,0,124,233.333333333333,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,8.9,0,18.7,18.7,18.7,0,0,90.8,124,0,0,18.7,18.7,18.7,18.7,18.7,18.7,124,124,228.766666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,148.3,0,68.7,67.4,72.4,45.5,19.1,19.1,44.8,44.8,44.3,45.9,43.7,45,44.3,44.9,0,0,0,0,0,0,0,0,0,124,0,35.8,0,24.4,24.4,24.4,24.4,0,0,0,0
2024-01-27 11:00:00,0,0,30,30,0,0,30,30,19.9,0,0,0,0,0,66.4,0,0,0,124,113.666666666667,0,3.5,7,6.9,6.8,6.9,6.9,5.2,7.6,400,12.7,12.7,12.7,12.7,12.7,12.7,713.5,0,124,210,0,0,0,0,30,18.3,0,0,30,30,0,0,0,0,0,9.1,0,18.3,18.3,18.3,0,0,90.8,124,0,0,18.3,18.3,18.3,18.3,18.3,18.3,124,113.666666666667,210,0,0,0,0,0,0,0,0,0,0,0,0,0,148.3,0,72,70.7,78.5,49.3,21,20.5,48.1,49,48.5,49.2,47.9,49,48.6,49,0,0,0,0,0,0,0,0,0,119.066666666666,0,36.1,0,22.6,22.6,22.6,22.6,0,0,0,0
2024-01-27 12:00:00,0,0,30,30,0,0,30,30,19.3,0,0,0,0,0,68.1,0,0,0,113.666666666667,113.666666666667,0,3.4,6.9,6.8,6.7,6.8,6.8,4.1,7,400,13.2,13.2,13.2,13.2,13.2,13.2,713.5,0,113.666666666667,210,0,0,0,0,30,18.9,0,0,30,30,0,0,0,0,0,9.2,0,18.9,18.9,18.9,0,0,91.5,113.666666666667,0,0,18.9,18.9,18.9,18.9,18.9,18.9,114.699999999999,113.666666666667,210,0,0,0,0,0,0,0,0,0,0,0,0,0,148.3,0,72.2,70.9,78.3,49.1,20.8,20.6,47.1,48.5,48.3,48.3,47.3,49,48,48.9,0,0,0,0,0,0,0,0,0,113.666666666667,0,35.9,0,22.6,22.6,22.6,22.6,0,0,0,0
2024-01-27 13:00:00,0,0,30,30,0,0,30,30,19.2,0,0,0,0,0,66.6,0,0,0,113.666666666667,113.666666666667,0,3.2,6.2,6.2,6.1,6.2,6.2,3.2,4,400,13.2,13.2,13.2,13.2,13.2,13.2,713.5,0,122,210,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,8.2,0,18.7,18.7,18.7,0,0,89.2,113.666666666667,0,0,18.7,18.7,18.7,18.7,18.7,18.7,113.666666666667,113.666666666667,210,0,0,0,0,0,0,0,0,0,0,0,0,0,147.7,0,69.5,68.7,70.8,44.8,18.9,19.1,43.4,44.3,43.6,44.5,42.8,44.8,43.3,44.8,0,0,0,0,0,0,0,0,0,113.666666666667,0,35.1,0,26.6,26.6,26.6,26.6,0,0,0,0
2024-01-27 14:00:00,0,0,30,30,0,0,30,30,18.5,0,0,0,0,0,61.5,0,0,0,124,124,0,2.6,5.1,5.1,4.9,5.1,5,1.5,1.2,400,16.5,16.5,16.5,16.5,16.5,16.5,713.5,0,124,233.333333333333,0,0,0,0,30,18.9,0,0,30,30,0,0,0,0,0,6.4,0,18.9,18.9,18.9,0,0,82.2,124,0,0,18.9,18.9,18.9,18.9,18.9,18.9,124,124,218.566666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2,0,59.7,61.1,58.3,36,14.8,15.3,35.7,35.3,35.4,36.6,35.3,36.1,35.5,36,0,0,0,0,0,0,0,0,0,124,0,32.9,0,23.5,23.5,23.5,23.5,0,0,0,0
2024-01-27 15:00:00,0,0,30,30,0,0,30,30,14.4,0,0,0,0,0,49.4,0,0,0,134.333333333333,93,0,1.6,3,3,2.9,3,2.8,3.7,3.4,400,25.9,25.9,25.9,25.9,25.9,25.9,684.313877804036,0,103.333333333333,210,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,3.6,0,18.7,18.7,18.7,0,0,66.3,113.666666666667,0,0,18.7,18.7,18.7,18.7,18.7,18.7,124,124,233.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4,0,46.2,46,35.6,22.4,9.1,9.6,21.9,21.8,21.9,22.4,21.7,22.5,21.5,22.5,0,0,0,0,0,0,0,0,0,155,0,28.6,0,23.1,23.1,23.1,23.1,0,0,0,183.019455529297
2024-01-27 16:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,124,0,0.1,0,0,0,0.1,0,0.4,0.3,400,25.5,25.5,25.5,25.5,25.5,25.5,682.309863962442,0,155,270.234373547908,0,0,0,0,30,18.7,0,0,30,30,0,0,0,0,0,0,0,18.7,18.7,18.7,0,0,0,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,0,0,0,0,22,22,0,0,22,22,0,0,142.3,0,8.6,10.3,2.9,1.3,0.1,0.9,1.3,2,1.3,1.5,1.4,1.4,0.8,1.4,0,0,0,0,0,0,0,0,0,155,0,8.9,0,22,22,22,22,0,0,0,312.555762489651
2024-01-27 17:00:00,0,0,55.5555555555556,54.61425611583,0,0,55.5555555555556,55.5555555555556,0,0,0,0,0,0,0,0,0,0,144.666666666667,155,0,0,0,0,0,0,0,0,0,400,25.9,25.9,25.9,25.9,25.9,25.9,668.3,0,155,350,0,0,0,0,76,18.7,0,0,76,76,0,0,0,0,0,0,0,18.7,18.7,18.7,0,0,0,155,0,0,18.7,18.7,18.7,18.7,18.7,18.7,155,155,350,0,0,0,0,0,36.6666666666667,36.6666666666667,0,0,40.1857438841706,36.6666666666667,40.3333333333333,40.3333333333333,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,33,155,0,0,0,21.5,21.5,21.5,21.5,0,0,0,355
2024-01-27 18:00:00,0,0,76,76,0,0,76,76,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,25.9,25.9,25.9,25.9,25.9,25.9,680.054748864947,0,155,350,0,0,0,0,76,10.3,0,0,76,76,0,0,0,0,0,0,0,10.3,10.3,10.3,0,0,0,155,0,0,10.3,10.3,10.3,10.3,10.3,10.3,155,155,350,0,0,0,0,0,36.6666666666667,36.6666666666667,0,0,36.6666666666667,36.6666666666667,36.6666666666667,36.6666666666667,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6666666666667,36.6666666666667,36.6666666666667,155,0,0,0,22,22,22,22,36.3452511350532,33,0,355
2024-01-27 19:00:00,0,0,65.7777777777778,65.7777777777778,0,0,69.4366217340975,70.8888888888889,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,25.9,25.9,25.9,25.9,25.9,25.9,679.689312373472,0,155,350,0,0,0,0,76,9.3,0,0,76,76,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,0,0,0,0,34.4629547813197,36.6666666666667,36.6666666666667,129.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3333333333333,29.3333333333333,29.3333333333333,155,0,0,0,33.8,33.8,33.8,33.8,25.6666666666667,25.6666666666667,0,355
2024-01-27 20:00:00,0,0,50.4444444444444,50.4444444444444,0,0,50.4444444444444,54.9653419326641,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,25.9,25.9,25.9,25.9,25.9,25.9,668.3,0,155,350,0,0,0,0,76,9.1,0,0,76,76,0,0,0,0,0,0,0,9.1,9.1,9.1,0,0,0,155,0,0,9.1,9.1,9.1,9.1,9.1,9.1,155,155,350,0,0,0,0,0,0,0,0,0,0,22,22,22,132.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,155,0,0,0,35.7,35.7,35.7,35.7,22,22,0,354.301324734002
2024-01-27 21:00:00,0,0,37.4777652656425,35.1111111111111,0,0,40.2222222222222,40.2222222222222,0,0,0,0,0,0,0,0,0,0,93,128.766679178801,0,0,0,0,0,0,0,0,0,400,25.9,25.9,25.9,25.9,25.9,25.9,657.4,0,155,350,0,0,0,0,76,9.3,0,0,76,76,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,350,0,0,0,0,0,0,0,0,0,0,0,0,0,123.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,35.2,35.2,35.2,35.2,0,0,0,355
2024-01-27 22:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,119.472420743193,0,0,0,0,0,0,0,0,0,400,21.7,21.7,21.7,21.7,21.7,21.7,706.407904209904,0,144.666666666667,233.333333333333,0,0,0,0,30,9.1,0,0,30,30,0,0,0,0,0,0,0,9.1,9.1,9.1,0,0,0,155,0,0,9.1,9.1,9.1,9.1,9.1,9.1,155,155,303.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,142.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,36.1,36.1,36.1,36.1,0,0,0,246.28634171357
2024-01-27 23:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,124,126.112169182655,0,0,0,0,0,0,0,0,0,400,13.7,13.7,13.7,13.7,13.7,13.7,713.5,0,134.333333333333,233.333333333333,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,144.666666666667,0,0,9.3,9.3,9.3,9.3,9.3,9.3,144.666666666667,144.666666666667,244.121164150678,0,0,0,0,0,0,0,0,0,0,0,0,0,146.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,17.9,17.9,17.9,17.9,0,0,0,168
2024-01-28 00:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,713.5,0,112.704354129524,210,0,0,0,0,45.3333333333333,9.1,0,0,49.9289792038091,45.3333333333333,0,0,0,0,0,0,0,9.1,9.1,9.1,0,0,0,155,0,0,9.1,9.1,9.1,9.1,9.1,9.1,155,155,350,0,0,0,0,0,0,0,0,0,0,0,0,0,146.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,4.6,4.6,4.6,4.6,0,0,0,0
2024-01-28 01:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,123.652627200536,124,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,713.5,0,124,210,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,124,0,0,9.3,9.3,9.3,9.3,9.3,9.3,124,124,210,0,0,0,0,0,0,0,0,0,0,0,0,0,145.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.247372799464,0,0,0,26.9,26.9,26.9,26.9,0,0,0,0
2024-01-28 02:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,113.666666666667,124,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,713,0,124,210,0,0,0,0,30,9.1,0,0,30,30,0,0,0,0,0,0,0,9.1,9.1,9.1,0,0,0,113.833333333333,0,0,9.1,9.1,9.1,9.1,9.1,9.1,124,124,210,0,0,0,0,0,0,0,0,0,0,0,0,0,147.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,25.9,25.9,25.9,25.9,0,0,0,0
2024-01-28 03:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,124,124,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,712.6,0,124,233.333333333333,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,124,0,0,9.3,9.3,9.3,9.3,9.3,9.3,124,124,218.066666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,146.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,22.7,22.7,22.7,22.7,0,0,0,0
2024-01-28 04:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,144.666666666667,144.666666666667,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,707.9,0,144.666666666667,256.666666666667,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,144.666666666667,0,0,9.3,9.3,9.3,9.3,9.3,9.3,144.666666666667,144.666666666667,250.766666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,146.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.666666666667,0,0,0,21.7,21.7,21.7,21.7,0,0,0,0
2024-01-28 05:00:00,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,400,13.2,13.2,13.2,13.2,13.2,13.2,708.6,0,155,326.666666666667,0,0,0,0,30,9.3,0,0,30,30,0,0,0,0,0,0,0,9.3,9.3,9.3,0,0,0,155,0,0,9.3,9.3,9.3,9.3,9.3,9.3,155,155,340.133333333333,0,0,0,0,0,22,22,0,0,22,22,22,22,137.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,28.6,28.6,28.6,28.6,0,0,0,0
