Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1,     SUM,PER UNIT
2020,3,10,7,112.2,532.2,519.9,326.3,1490.6,0.594362
2020,3,10,8,133.9,504.7,753.3,234.4,1626.3,0.648471
2020,3,10,9,145.4,435.1,801.6,321.2,1703.3,0.679174
2020,3,10,10,136.8,485.9,650.3,193.4,1466.4,0.584712
2020,3,10,11,129.2,529.5,509,346.6,1514.3,0.603812
2020,3,10,12,140.5,685.3,522.7,203.4,1551.9,0.618805
2020,3,10,13,125,670.8,541.4,307.8,1645,0.655927
2020,3,10,14,141.4,605.1,548.9,457.9,1753.3,0.699111
2020,3,10,15,107.5,595.1,509,510.4,1722,0.686630
2020,3,10,16,93.3,627,451.6,621.8,1793.7,0.715220
2020,3,10,17,100.9,609.2,507,597.4,1814.5,0.723514
2020,3,10,18,102,596,499.3,577.5,1774.8,0.707684
2020,3,10,19,113.8,344.2,424.3,536.2,1418.5,0.565613
2020,3,10,20,119.9,525.1,463.9,562.4,1671.3,0.666414
2020,3,10,21,107.7,663.4,443.8,515.9,1730.8,0.690139
2020,3,10,22,74,693,463.1,643,1873.1,0.746880
2020,3,10,23,67.8,700.3,511.6,558.4,1838.1,0.732924
2020,3,10,24,100.1,666.8,698.9,541.8,2007.6,0.800510
2020,3,11,1,100.1,644.4,679.8,597,2021.3,0.805973
2020,3,11,2,112.3,717.4,717,613.5,2160.2,0.861358
2020,3,11,3,124.6,753.8,751.1,547.3,2176.8,0.867977
2020,3,11,4,112.3,782.7,754.1,693.2,2342.3,0.933969
2020,3,11,5,127.4,783.5,753.9,667.2,2332,0.929862
2020,3,11,6,146.5,789.7,784.2,608.2,2328.6,0.928506
2020,3,11,7,145.7,794.8,806.5,682,2429,0.968539
2020,3,11,8,147.5,797,839.9,686.2,2470.6,0.985127
2020,3,11,9,147.8,795.6,833.9,694.6,2471.9,0.985645
2020,3,11,10,143.1,793.2,720.4,605.6,2262.3,0.902069
2020,3,11,11,146.2,751.1,805.8,628.2,2331.3,0.929583
2020,3,11,12,140.7,727,672.5,390,1930.2,0.769648
2020,3,11,13,142.2,656.2,599.6,159.4,1557.4,0.620998
2020,3,11,14,135.7,556.5,582.6,112.3,1387.1,0.553092
2020,3,11,15,132.5,529.9,647.4,87.1,1396.9,0.557000
2020,3,11,16,116.3,510.2,760.8,157.3,1544.6,0.615894
2020,3,11,17,139,472.7,761.3,103.8,1476.8,0.588859
2020,3,11,18,144.4,489.2,771.5,331.4,1736.5,0.692412
2020,3,11,19,142.2,640.2,659,280.1,1721.5,0.686431
2020,3,11,20,128.7,711.7,739.4,619.9,2199.7,0.877108
2020,3,11,21,133.4,776.4,813.3,689.8,2412.9,0.962120
2020,3,11,22,144.2,781.7,820.5,691.1,2437.5,0.971929
2020,3,11,23,147.1,778.4,833.4,698.6,2457.5,0.979904
2020,3,11,24,147.2,785.8,836.2,696.3,2465.5,0.983093
2020,3,12,1,147,793.3,822.2,709.1,2471.6,0.985526
2020,3,12,2,145.9,799.1,818.9,713.5,2477.4,0.987838
2020,3,12,3,147,798.1,820.6,708.6,2474.3,0.986602
2020,3,12,4,147.9,797.4,822.5,713.5,2481.3,0.989394
2020,3,12,5,147.7,799,737.5,713.5,2397.7,0.956059
2020,3,12,6,147.6,795.8,831.3,713.5,2488.2,0.992145
2020,3,12,7,146.1,797.5,805,713,2461.6,0.981538
2020,3,12,8,146.9,796.9,795.6,712.9,2452.3,0.977830
2020,3,12,9,147.6,779.5,731.7,711.7,2370.5,0.945213
2020,3,12,10,145.9,796.8,791.3,705.3,2439.3,0.972646
2020,3,12,11,146,783.6,796.2,698.3,2424.1,0.966586
2020,3,12,12,141.8,773.4,742.6,697.2,2355,0.939033
2020,3,12,13,145,765.7,762.3,623.1,2296.1,0.915547
2020,3,12,14,112.9,760.5,661.3,674.2,2208.9,0.880777
2020,3,12,15,96.6,759.7,667.3,572.9,2096.5,0.835958
2020,3,12,16,120.8,625.6,463.7,614.1,1824.2,0.727381
2020,3,12,17,137.2,733.9,652.5,673.5,2197.1,0.876072
2020,3,12,18,128.7,692.1,561.7,614.7,1997.2,0.796363
2020,3,12,19,121.2,587.6,470.8,626.6,1806.2,0.720204
2020,3,12,20,107.3,598.1,561.8,603.4,1870.6,0.745883
2020,3,12,21,114,560.6,593.7,575.5,1843.8,0.735197
2020,3,12,22,118,530.1,521.8,594.2,1764.1,0.703417
2020,3,12,23,119.1,629.6,297.4,382.1,1428.2,0.569480
2020,3,12,24,108.2,497.7,521.2,434.7,1561.8,0.622752
2020,3,13,1,115.1,353.8,333.1,345.9,1147.9,0.457714
2020,3,13,2,112,297.3,368.1,218,995.4,0.396906
2020,3,13,3,99.5,248.5,362.9,175.3,886.2,0.353363
2020,3,13,4,97.8,175.6,226.3,112.8,612.5,0.244228
2020,3,13,5,80.1,138.2,265.5,164.8,648.6,0.258623
2020,3,13,6,52.7,210,188.6,214.7,666,0.265561
2020,3,13,7,33.5,197.3,134,130.2,495,0.197376
2020,3,13,8,31.3,127.9,113.7,48.3,321.2,0.128075
2020,3,13,9,29.3,101.1,124.4,31.8,286.6,0.114279
2020,3,13,10,16.9,22.2,41.8,2.5,83.4,0.033255
2020,3,13,11,9.8,5.8,5.6,2.7,23.9,0.009530
2020,3,13,12,5.1,2.1,10.5,2.6,20.3,0.008094
2020,3,13,13,6.1,0,34.2,1.3,41.6,0.016588
2020,3,13,14,8,0.1,57.1,6.1,71.3,0.028430
2020,3,13,15,4.1,0,32.7,6.5,43.3,0.017265
2020,3,13,16,5.5,12.3,25.4,26,69.2,0.027593
2020,3,13,17,4.8,17.7,32.6,0.8,55.9,0.022290
2020,3,13,18,10.9,126.2,27.1,13.2,177.4,0.070736
2020,3,13,19,10.2,20.7,27,5.5,63.4,0.025280
2020,3,13,20,6.9,177.6,17.8,38.6,240.9,0.096056
2020,3,13,21,6.8,157.3,10.6,75.1,249.8,0.099605
2020,3,13,22,6.4,111.7,1,121.8,240.9,0.096056
2020,3,13,23,0,166.5,25.8,107.1,299.4,0.119383
2020,3,13,24,0,119.2,11.6,177.6,308.4,0.122971
2020,3,14,1,0,129.2,15.1,219.7,364,0.145141
2020,3,14,2,0.3,163.7,20.6,205.1,389.7,0.155389
2020,3,14,3,1.4,136.5,119.1,199.4,456.4,0.181985
2020,3,14,4,15.1,68.1,146.8,180.8,410.8,0.163802
2020,3,14,5,33.8,95.6,220.8,107.1,457.3,0.182344
2020,3,14,6,36.7,18.2,297,74.4,426.3,0.169983
2020,3,14,7,30.5,3.2,328.1,49,410.8,0.163802
2020,3,14,8,22.8,1.1,313.3,54.8,392,0.156306
2020,3,14,9,23.8,0.2,305.7,15.3,345,0.137565
2020,3,14,10,21.8,0,201.9,0,223.7,0.089198
2020,3,14,11,19.2,0,224.3,7.9,251.4,0.100243
2020,3,14,12,13.4,0.2,188.5,10.2,212.3,0.084652
2020,3,14,13,8.1,3.7,136.7,5.9,154.4,0.061565
2020,3,14,14,2.2,3.9,92,17.3,115.4,0.046015
2020,3,14,15,0.7,14.2,85,2,101.9,0.040632
2020,3,14,16,0.8,10.7,164.7,0.5,176.7,0.070457
2020,3,14,17,0.5,30.1,261.2,2.1,293.9,0.117190
2020,3,14,18,0.2,17.4,111.5,0,129.1,0.051477
2020,3,14,19,1.6,0,80.5,0,82.1,0.032737
2020,3,14,20,1.5,0,95.7,0,97.2,0.038758
2020,3,14,21,0.7,0,177.7,16.8,195.2,0.077834
2020,3,14,22,0.9,0,226,0.1,227,0.090514
2020,3,14,23,10.2,0,293.2,0,303.4,0.120978
2020,3,14,24,33.7,0,314.4,0,348.1,0.138801
2020,3,15,1,15.7,0,367.9,0,383.6,0.152957
2020,3,15,2,33.6,17.7,406.4,0,457.7,0.182503
2020,3,15,3,44,49,421,0,514,0.204952
2020,3,15,4,44.5,70.6,414.3,11.6,541,0.215718
2020,3,15,5,48.4,130.1,425.1,33,636.6,0.253838
2020,3,15,6,46.9,245,398.3,109.6,799.8,0.318912
2020,3,15,7,40.2,287.5,328,183.7,839.4,0.334702
2020,3,15,8,40.3,253.4,214.1,224.7,732.5,0.292077
2020,3,15,9,37.1,267.6,186.6,223.3,714.6,0.284940
2020,3,15,10,22.6,240.7,159.8,126.4,549.5,0.219108
2020,3,15,11,7.1,247,90.2,108.7,453,0.180629
2020,3,15,12,8.1,333.9,20.1,169.7,531.8,0.212050
2020,3,15,13,10.9,360.6,0.9,240.3,612.7,0.244308
2020,3,15,14,9.1,303.7,0,304.4,617.2,0.246102
2020,3,15,15,6.6,234.5,0,395.1,636.2,0.253678
2020,3,15,16,2.8,150.1,0,401,553.9,0.220862
2020,3,15,17,1.3,137.8,0,325.1,464.2,0.185095
2020,3,15,18,0,10.1,0,79.1,89.2,0.035568
2020,3,15,19,0,4.8,0,12.9,17.7,0.007058
2020,3,15,20,2.7,115.1,0,3.7,121.5,0.048447
2020,3,15,21,71.2,57,0,0,128.2,0.051118
2020,3,15,22,32.3,7.5,0,0,39.8,0.015870
2020,3,15,23,25,3.5,0,0,28.5,0.011364
2020,3,15,24,29.1,26.1,0,0,55.2,0.022010
2020,3,16,1,27.1,24.9,26.6,0,78.6,0.031341
2020,3,16,2,47.4,33.2,85.8,0,166.4,0.066350
2020,3,16,3,64.5,30.9,132.9,0,228.3,0.091032
2020,3,16,4,31.5,16.3,93.9,0,141.7,0.056501
2020,3,16,5,54.6,0,167.6,0,222.2,0.088600
2020,3,16,6,51,0,119.4,0,170.4,0.067945
2020,3,16,7,62.2,0,118.8,0,181,0.072172
2020,3,16,8,52.4,0,93.4,0,145.8,0.058136
2020,3,16,9,42.8,0,71.5,0,114.3,0.045576
2020,3,16,10,29.7,0,42.8,23.4,95.9,0.038239
2020,3,16,11,0,0,2.5,17.5,20,0.007975
2020,3,16,12,0,0,5.3,0,5.3,0.002113
2020,3,16,13,4.7,0,54.8,69.9,129.4,0.051597
2020,3,16,14,16.8,20.4,74.4,118,229.6,0.091551
2020,3,16,15,11.5,97.7,80.5,91.4,281.1,0.112086
2020,3,16,16,9.8,106.3,69.3,61,246.4,0.098250
2020,3,16,17,6.4,131.1,79.2,29.5,246.2,0.098170
2020,3,16,18,2.7,78.7,58.3,12.5,152.2,0.060688
2020,3,16,19,7.1,85.4,36.4,5.1,134,0.053431
2020,3,16,20,23.5,53.8,83,45.5,205.8,0.082061
2020,3,16,21,23,359,31.6,305.3,718.9,0.286654
2020,3,16,22,32,728.5,19.1,613.4,1393,0.555445
2020,3,16,23,24.8,742.1,26.3,670.2,1463.4,0.583516
2020,3,16,24,24.2,756.1,39.5,671.2,1491,0.594521
2020,3,17,1,6.8,756.7,7,691.3,1461.8,0.582878
2020,3,17,2,50,749.1,29.1,695.8,1524,0.607680
2020,3,17,3,45.2,748.3,64.7,682.1,1540.3,0.614179
2020,3,17,4,8.9,744.6,62.9,671.1,1487.5,0.593126
2020,3,17,5,30.4,650.7,50.9,661.4,1393.4,0.555604
2020,3,17,6,57.2,601.8,22.2,660.6,1341.8,0.535029
2020,3,17,7,38.3,542.2,83.3,685.5,1349.3,0.538020
2020,3,17,8,57.9,505,73.4,530.8,1167.1,0.465369
2020,3,17,9,58.7,530,43.3,463,1095,0.436620
2020,3,17,10,33.6,210.8,0,271.5,515.9,0.205710
2020,3,17,11,12.1,170.9,0,47.9,230.9,0.092069
2020,3,17,12,1.8,132.3,2,10.6,146.7,0.058495
2020,3,17,13,4.8,120.6,11.5,15.8,152.7,0.060888
2020,3,17,14,21.3,126.8,10.4,0.7,159.2,0.063479
2020,3,17,15,22.1,134.3,50,0.8,207.2,0.082619
2020,3,17,16,10.9,129,90.6,29.2,259.7,0.103553
2020,3,17,17,11.5,149.9,138.1,163.3,462.8,0.184537
2020,3,17,18,17.1,129.3,109.4,83.4,339.2,0.135253
2020,3,17,19,4.1,65.6,44.9,23.3,137.9,0.054986
2020,3,17,20,0.9,129.4,50.6,0,180.9,0.072132
2020,3,17,21,11.3,0,176.1,0,187.4,0.074724
2020,3,17,22,29,49.3,127,0,205.3,0.081861
2020,3,17,23,10.2,156.5,338,3.3,508,0.202560
2020,3,17,24,23.9,202.7,212,82,520.6,0.207584
2020,3,18,1,76.5,44.3,233.2,39.9,393.9,0.157064
2020,3,18,2,80.7,93.6,339.8,265.7,779.8,0.310937
2020,3,18,3,92,115.8,380.1,203.3,791.2,0.315483
2020,3,18,4,118.2,414.1,533.3,196.4,1262,0.503210
2020,3,18,5,110.4,237,464.8,165.3,977.5,0.389768
2020,3,18,6,111,250.3,577.4,127.4,1066.1,0.425097
2020,3,18,7,116.4,251.4,622.1,63.3,1053.2,0.419953
2020,3,18,8,113.9,356.1,700.9,12.8,1183.7,0.471989
2020,3,18,9,121,398.8,632.4,4.2,1156.4,0.461103
2020,3,18,10,99.3,355.5,335.4,0,790.2,0.315084
2020,3,18,11,78,428.2,217.6,1.7,725.5,0.289286
2020,3,18,12,62.2,302.2,181.7,21.5,567.6,0.226325
2020,3,18,13,53.3,184.8,219.9,119.1,577.1,0.230113
2020,3,18,14,39.9,174.9,293,86.2,594,0.236852
2020,3,18,15,82.8,220.3,394.8,42.8,740.7,0.295347
2020,3,18,16,79.4,158.2,638,0.1,875.7,0.349177
2020,3,18,17,48.4,68.9,583.6,80.6,781.5,0.311615
2020,3,18,18,19.7,18.6,309.1,6.6,354,0.141154
2020,3,18,19,19.7,54,183.3,14.3,271.3,0.108178
2020,3,18,20,61.5,57.8,148.7,287.6,555.6,0.221540
2020,3,18,21,51.8,284.6,16.6,280.1,633.1,0.252442
2020,3,18,22,49.3,549.6,4.2,388.1,991.2,0.395231
2020,3,18,23,90.6,633.9,149.4,412,1285.9,0.512740
2020,3,18,24,67.7,605,97.6,464.3,1234.6,0.492284
2020,3,19,1,90.5,649.2,42.7,564.3,1346.7,0.536983
2020,3,19,2,52.7,684.5,42.3,433.9,1213.4,0.483831
2020,3,19,3,28.6,705.4,81.7,331.1,1146.8,0.457275
2020,3,19,4,47.2,701.3,78.6,280,1107.1,0.441445
2020,3,19,5,36.1,728.8,89.6,555.9,1410.4,0.562383
2020,3,19,6,28.6,714.1,126.3,532.1,1401.1,0.558675
2020,3,19,7,31.4,708,124.9,484.5,1348.8,0.537820
2020,3,19,8,27.8,660.7,80.4,328.5,1097.4,0.437577
2020,3,19,9,71.8,567.2,44.2,368.6,1051.8,0.419395
2020,3,19,10,29.8,550.2,14.2,199.8,794,0.316600
2020,3,19,11,27.2,415.3,48.2,208.8,699.5,0.278919
2020,3,19,12,61.1,304,288.8,198.4,852.3,0.339846
2020,3,19,13,78,217.9,152.8,230.8,679.5,0.270944
2020,3,19,14,57.4,221.2,200.3,251.3,730.2,0.291160
2020,3,19,15,16.2,387.1,165.5,347.1,915.9,0.365206
2020,3,19,16,113.5,390.8,574,417.1,1495.4,0.596276
2020,3,19,17,134.9,408.7,90.1,378.7,1012.4,0.403684
2020,3,19,18,116.8,431.5,67.3,386.4,1002,0.399537
2020,3,19,19,124.1,640.4,22.4,192,978.9,0.390327
2020,3,19,20,69.3,677,80.6,187.8,1014.7,0.404601
2020,3,19,21,65.5,466.6,37.5,348.3,917.9,0.366003
2020,3,19,22,99.1,740.1,113.4,488.9,1441.5,0.574784
2020,3,19,23,85.4,641.3,83.5,337.4,1147.6,0.457594
2020,3,19,24,54.6,444.9,32.8,568.2,1100.5,0.438813
2020,3,20,1,22,188.9,10.6,571.7,793.2,0.316281
2020,3,20,2,39.5,101.9,13.3,346.3,501,0.199769
2020,3,20,3,83.8,14.4,10.9,58.6,167.7,0.066869
2020,3,20,4,68.4,131,9.4,157.7,366.5,0.146138
2020,3,20,5,5.3,208.4,24.7,188.2,426.6,0.170102
2020,3,20,6,0.4,134.4,75.2,88.3,298.3,0.118944
2020,3,20,7,0,100,85.9,14.4,200.3,0.079868
2020,3,20,8,3.5,90.1,46.5,5.8,145.9,0.058176
2020,3,20,9,5.1,59.4,2.2,48.2,114.9,0.045815
2020,3,20,10,0,45.3,0,43.5,88.8,0.035408
2020,3,20,11,0,3.5,0,46.7,50.2,0.020017
2020,3,20,12,0,2.3,0.1,83,85.4,0.034052
2020,3,20,13,0,4.4,12.1,37.5,54,0.021532
2020,3,20,14,0,0.7,34.6,8.6,43.9,0.017505
2020,3,20,15,0,3,118,6.1,127.1,0.050680
2020,3,20,16,0.5,15.2,14.8,3.7,34.2,0.013637
2020,3,20,17,0,8.5,6.7,40.7,55.9,0.022290
2020,3,20,18,2.7,1.9,49.6,31.7,85.9,0.034252
2020,3,20,19,0,16.4,35,0,51.4,0.020495
2020,3,20,20,0,30.9,44,46.2,121.1,0.048287
2020,3,20,21,0.8,92.6,335.5,0,428.9,0.171020
2020,3,20,22,8.1,17,340.9,84.9,450.9,0.179792
2020,3,20,23,18.7,77.9,260.6,139.9,497.1,0.198214
2020,3,20,24,32.9,188.7,324.8,257.5,803.9,0.320547
2020,3,21,1,18.6,89.4,397.4,329.1,834.5,0.332749
2020,3,21,2,8.6,99.3,319.8,275,702.7,0.280195
2020,3,21,3,15.7,132.2,254.8,312.1,714.8,0.285019
2020,3,21,4,23.7,103.8,50.8,296,474.3,0.189122
2020,3,21,5,6.9,26.5,103.2,186.6,323.2,0.128873
2020,3,21,6,6.1,30.1,115.6,0.2,152,0.060608
2020,3,21,7,13,199.1,108.9,0,321,0.127996
2020,3,21,8,20.4,308.4,162.5,7.6,498.9,0.198931
2020,3,21,9,24.4,363,453.6,37.4,878.4,0.350253
2020,3,21,10,13.1,431.6,439.2,131.9,1015.8,0.405040
2020,3,21,11,10.5,489.5,142.1,191.6,833.7,0.332430
2020,3,21,12,9.7,494.5,1.5,313,818.7,0.326448
2020,3,21,13,1,454.2,25.4,465.5,946.1,0.377248
2020,3,21,14,1.5,419.4,17.7,514.7,953.3,0.380119
2020,3,21,15,8.2,367.6,12.7,503.8,892.3,0.355796
2020,3,21,16,6.9,381,6.3,417.8,812,0.323777
2020,3,21,17,15.1,338.7,14.6,335.9,704.3,0.280833
2020,3,21,18,9.9,45.9,41.1,247.7,344.6,0.137406
2020,3,21,19,3.3,28.9,113.6,137.2,283,0.112843
2020,3,21,20,4.1,86.6,235.3,148.1,474.1,0.189043
2020,3,21,21,10.9,37.4,323,251.8,623.1,0.248455
2020,3,21,22,26.7,41.3,361.7,201.9,631.6,0.251844
2020,3,21,23,12.9,130.7,362.7,189.1,695.4,0.277284
2020,3,21,24,20.6,123.7,424.1,127.6,696,0.277523
2020,3,22,1,7.5,57.6,388.2,59.7,513,0.204554
2020,3,22,2,6.1,43,262.2,31.8,343.1,0.136808
2020,3,22,3,6.8,23.7,249.6,24.1,304.2,0.121297
2020,3,22,4,17.3,23.2,246.4,38.7,325.6,0.129830
2020,3,22,5,19.5,11.6,259.2,31.9,322.2,0.128474
2020,3,22,6,18.1,17.3,273.9,24.9,334.2,0.133259
2020,3,22,7,19.8,22.8,298.7,37.3,378.6,0.150963
2020,3,22,8,16.7,30.8,355.6,13,416.1,0.165916
2020,3,22,9,20.5,28.4,358.9,5.7,413.5,0.164879
2020,3,22,10,11.7,15.6,226.7,22.8,276.8,0.110371
2020,3,22,11,12.4,1.5,141.8,11.6,167.3,0.066709
2020,3,22,12,10.5,0,118.7,3.2,132.4,0.052793
2020,3,22,13,7.2,0,98.1,7.3,112.6,0.044898
2020,3,22,14,10,0.1,81.9,9.4,101.4,0.040432
2020,3,22,15,6.6,0.2,78.8,11.1,96.7,0.038558
2020,3,22,16,1.4,1.2,73.5,16.1,92.2,0.036764
2020,3,22,17,0.1,3,64.7,15.4,83.2,0.033175
2020,3,22,18,6.9,0,121.1,17,145,0.057817
2020,3,22,19,2.1,1.9,138.4,27.5,169.9,0.067746
2020,3,22,20,0,2.5,198.4,9.8,210.7,0.084015
2020,3,22,21,1,22.8,295.7,1.7,321.2,0.128075
2020,3,22,22,6.9,33.8,300.2,1.7,342.6,0.136608
2020,3,22,23,0.7,16.6,358.7,15.8,391.8,0.156226
2020,3,22,24,0,20.1,407.2,15.1,442.4,0.176403
2020,3,23,1,0,35.7,422.3,20.4,478.4,0.190757
2020,3,23,2,0,47.2,298.3,12.9,358.4,0.142908
2020,3,23,3,0.8,20.5,218.8,9.6,249.7,0.099565
2020,3,23,4,18.3,3.4,191.6,9.9,223.2,0.088999
2020,3,23,5,21.8,1,176.8,0,199.6,0.079589
2020,3,23,6,35.4,1.5,286.4,0,323.3,0.128913
2020,3,23,7,39.7,0.1,391.3,0,431.1,0.171897
2020,3,23,8,45.8,0.7,479.6,2.1,528.2,0.210614
2020,3,23,9,42.9,3.7,373.2,2.7,422.5,0.168468
2020,3,23,10,21.5,0,220.7,18.9,261.1,0.104111
2020,3,23,11,17.6,0,185.7,2.3,205.6,0.081981
2020,3,23,12,7.6,0,110.6,1.3,119.5,0.047649
2020,3,23,13,2.5,0.3,37.1,0,39.9,0.015910
2020,3,23,14,2.2,0.8,76.8,0.5,80.3,0.032019
2020,3,23,15,1.7,0.1,53.5,0,55.3,0.022050
2020,3,23,16,0.4,0,50.7,0,51.1,0.020376
2020,3,23,17,1,19.2,79.6,0,99.8,0.039794
2020,3,23,18,2.2,49,58.3,0,109.5,0.043662
2020,3,23,19,7.8,37,87.4,0,132.2,0.052713
2020,3,23,20,6.3,29.1,125.8,0,161.2,0.064277
2020,3,23,21,2.7,32,122.8,19.4,176.9,0.070537
2020,3,23,22,0,65,112.7,102.9,280.6,0.111886
2020,3,23,23,0.1,144,80.8,360.7,585.6,0.233502
2020,3,23,24,0.6,211,32.4,434.8,678.8,0.270665
2020,3,24,1,25.4,158.4,43.8,450.9,678.5,0.270545
2020,3,24,2,33.1,85.1,46.5,371.3,536,0.213725
2020,3,24,3,23.6,70.8,50.8,271.2,416.4,0.166035
2020,3,24,4,6.8,31.2,74.1,220.7,332.8,0.132701
2020,3,24,5,22.7,12.3,41.4,193.3,269.7,0.107540
2020,3,24,6,17.5,12,31.5,113.8,174.8,0.069700
2020,3,24,7,13.1,21,25.2,51.2,110.5,0.044061
2020,3,24,8,5.8,47.1,34.4,27.2,114.5,0.045656
2020,3,24,9,3.3,35.6,16.7,4.9,60.5,0.024124
2020,3,24,10,2.3,18.4,0,0,20.7,0.008254
2020,3,24,11,0.1,33.3,0.3,0,33.7,0.013438
2020,3,24,12,0,57.7,0.9,0,58.6,0.023366
2020,3,24,13,2.2,38.1,0.8,0,41.1,0.016388
2020,3,24,14,5.4,24.6,16.2,0.1,46.3,0.018462
2020,3,24,15,9.8,20.1,64.5,0.3,94.7,0.037761
2020,3,24,16,2.5,15.4,62.9,1.6,82.4,0.032856
2020,3,24,17,3.2,18,134.2,1.6,157,0.062602
2020,3,24,18,71.1,166.7,591.2,93,922,0.367638
2020,3,24,19,41.3,99.7,395.8,23.8,560.6,0.223534
2020,3,24,20,34.3,127.8,461.3,41.8,665.2,0.265242
2020,3,24,21,46.4,183,586.3,50.6,866.3,0.345428
2020,3,24,22,58.1,245.1,730.7,145.4,1179.3,0.470234
2020,3,24,23,86,285,731.5,265.5,1368,0.545476
2020,3,24,24,82.3,268,707,192.6,1249.9,0.498385
2020,3,25,1,107.9,322.2,568.7,103.8,1102.6,0.439651
2020,3,25,2,132.2,389.7,570.7,204.6,1297.2,0.517246
2020,3,25,3,125.3,348.8,578.6,182.2,1234.9,0.492404
2020,3,25,4,119.4,330.5,499.9,305.4,1255.2,0.500498
2020,3,25,5,83.2,292.1,289.1,331.7,996.1,0.397185
2020,3,25,6,65.8,310.5,132.9,308.9,818.1,0.326209
2020,3,25,7,57.5,270.9,86.1,304.3,718.8,0.286614
2020,3,25,8,92.6,295.9,116.8,105,610.3,0.243351
2020,3,25,9,63.7,118.6,195.1,14.1,391.5,0.156107
2020,3,25,10,21.5,18.7,218.4,1.8,260.4,0.103832
2020,3,25,11,17,16,291.4,4.4,328.8,0.131106
2020,3,25,12,17.2,22.2,386.3,4,429.7,0.171339
2020,3,25,13,10.8,8.7,330.6,2.1,352.2,0.140436
2020,3,25,14,4.1,0,257.7,1,262.8,0.104789
2020,3,25,15,1.1,0,220.5,2.3,223.9,0.089278
2020,3,25,16,0,0.1,172.1,2,174.2,0.069461
2020,3,25,17,0.3,0,126.3,2.6,129.2,0.051517
2020,3,25,18,4.9,1.6,62.8,42.4,111.7,0.044539
2020,3,25,19,5.4,6.3,45.3,43.5,100.5,0.040073
2020,3,25,20,31.6,86.1,22.6,157.2,297.5,0.118625
2020,3,25,21,79.8,640.1,23,592.8,1335.7,0.532597
2020,3,25,22,61.3,731.1,20.5,646,1458.9,0.581722
2020,3,25,23,22.7,738.1,6.4,656.8,1424,0.567806
2020,3,25,24,54.6,732.8,26.4,668.6,1482.4,0.591092
2020,3,26,1,51,698,49.9,667.8,1466.7,0.584832
2020,3,26,2,71.8,724.1,124,650.3,1570.2,0.626102
2020,3,26,3,96.8,722.2,234.1,639.1,1692.2,0.674748
2020,3,26,4,127.2,699.3,301.9,633.1,1761.5,0.702380
2020,3,26,5,132.9,662.1,376.4,636.7,1808.1,0.720962
2020,3,26,6,113.7,667.5,412.8,634.7,1828.7,0.729176
2020,3,26,7,102.7,642.8,354.6,633.3,1733.4,0.691176
2020,3,26,8,93.6,602.5,189.6,630.9,1516.6,0.604729
2020,3,26,9,63.5,577.5,39.6,625,1305.6,0.520595
2020,3,26,10,12.5,532.5,3.1,541.7,1089.8,0.434547
2020,3,26,11,14.9,460.7,5.1,434.8,915.5,0.365046
2020,3,26,12,12.5,216,18.6,317.8,564.9,0.225248
2020,3,26,13,6.5,174.4,41.5,211.7,434.1,0.173093
2020,3,26,14,6.7,219.6,49.8,151.1,427.2,0.170342
2020,3,26,15,6.7,238.5,38.1,148.1,431.4,0.172016
2020,3,26,16,5.6,164.4,75.2,132.7,377.9,0.150684
2020,3,26,17,11.8,201.3,205,197.2,615.3,0.245345
2020,3,26,18,41.6,438,127.9,432.5,1040,0.414690
2020,3,26,19,26.3,514.2,144,561.1,1245.6,0.496671
2020,3,26,20,6.4,667.6,164.8,611.5,1450.3,0.578293
2020,3,26,21,120.5,713.2,401.9,649.6,1885.2,0.751705
2020,3,26,22,140,737.8,428.7,664.2,1970.7,0.785797
2020,3,26,23,142.6,701.4,579.4,668.8,2092.2,0.834244
2020,3,26,24,131.7,649.7,516.6,677.7,1975.7,0.787791
2020,3,27,1,138.8,564.1,426.6,688.3,1817.8,0.724830
2020,3,27,2,119,516.6,554.8,610.1,1800.5,0.717931
2020,3,27,3,116.9,719.9,661.8,494.9,1993.5,0.794888
2020,3,27,4,124.8,761.2,647.1,553.4,2086.5,0.831971
2020,3,27,5,113.2,761.5,607.5,628.9,2111.1,0.841780
2020,3,27,6,100.8,762.2,521,636,2020,0.805455
2020,3,27,7,98.7,779.1,424,621.1,1922.9,0.766737
2020,3,27,8,118.8,717,457.5,479.1,1772.4,0.706727
2020,3,27,9,122.9,771.1,389.9,603.3,1887.2,0.752502
2020,3,27,10,119.8,732.5,522.7,681.8,2056.8,0.820128
2020,3,27,11,111.5,742.4,391.7,616.5,1862.1,0.742494
2020,3,27,12,51.6,682.6,401.3,496,1631.5,0.650544
2020,3,27,13,30.4,640.7,508.1,335,1514.2,0.603772
2020,3,27,14,20.4,592.4,544.5,177.6,1334.9,0.532278
2020,3,27,15,33.7,319.9,521.4,179.4,1054.4,0.420431
2020,3,27,16,42.2,159.3,464.8,130.9,797.2,0.317876
2020,3,27,17,37.3,349.5,383.5,300.1,1070.4,0.426811
2020,3,27,18,12.1,122.6,312.5,289.7,736.9,0.293831
2020,3,27,19,6.7,50.4,158.6,119.6,335.3,0.133698
2020,3,27,20,7.1,35.5,114.8,67.8,225.2,0.089796
2020,3,27,21,2.3,34,566.4,74.5,677.2,0.270027
2020,3,27,22,71.6,53.3,799.9,9.3,934.1,0.372463
