LoadLevel,Duration,Stage
031319,1,st0
031320,1,st0
031321,1,st0
031322,1,st0
031323,1,st0
031324,1,st0
031401,1,st0
031402,1,st0
031403,1,st0
031404,1,st0
031405,1,st0
031406,1,st0
031407,1,st0
031408,1,st0
031409,1,st0
031410,1,st0
031411,1,st0
031412,1,st0
031413,1,st0
031414,1,st0
031415,1,st0
031416,1,st0
031417,1,st0
031418,1,st0
031419,1,st0
031420,1,st0
031421,1,st0
031422,1,st0
031423,1,st0
031424,1,st0
031501,1,st0
031502,1,st0
031503,1,st0
031504,1,st0
031505,1,st0
031506,1,st0
031507,1,st0
031508,1,st0
031509,1,st0
031510,1,st0
031511,1,st0
031512,1,st0
031513,1,st0
031514,1,st0
031515,1,st0
031516,1,st0
031517,1,st0
031518,1,st0
031519,1,st0
031520,1,st0
031521,1,st0
031522,1,st0
031523,1,st0
031524,1,st0
031601,1,st0
031602,1,st0
031603,1,st0
031604,1,st0
031605,1,st0
031606,1,st0
031607,1,st0
031608,1,st0
031609,1,st0
031610,1,st0
031611,1,st0
031612,1,st0
031613,1,st0
031614,1,st0
031615,1,st0
031616,1,st0
031617,1,st0
031618,1,st0
031619,1,st0
031620,1,st0
031621,1,st0
031622,1,st0
031623,1,st0
031624,1,st0
031701,1,st0
031702,1,st0
031703,1,st0
031704,1,st0
031705,1,st0
031706,1,st0
031707,1,st0
031708,1,st0
031709,1,st0
031710,1,st0
031711,1,st0
031712,1,st0
031713,1,st0
031714,1,st0
031715,1,st0
031716,1,st0
031717,1,st0
031718,1,st0
031719,1,st0
031720,1,st0
031721,1,st0
031722,1,st0
031723,1,st0
031724,1,st0
031801,1,st0
031802,1,st0
031803,1,st0
031804,1,st0
031805,1,st0
031806,1,st0
031807,1,st0
031808,1,st0
031809,1,st0
031810,1,st0
031811,1,st0
031812,1,st0
031813,1,st0
031814,1,st0
031815,1,st0
031816,1,st0
031817,1,st0
031818,1,st0
031819,1,st0
031820,1,st0
031821,1,st0
031822,1,st0
031823,1,st0
031824,1,st0
031901,1,st0
031902,1,st0
031903,1,st0
031904,1,st0
031905,1,st0
031906,1,st0
031907,1,st0
031908,1,st0
031909,1,st0
031910,1,st0
031911,1,st0
031912,1,st0
031913,1,st0
031914,1,st0
031915,1,st0
031916,1,st0
031917,1,st0
031918,1,st0
031919,1,st0
031920,1,st0
031921,1,st0
031922,1,st0
031923,1,st0
031924,1,st0
032001,1,st0
032002,1,st0
032003,1,st0
032004,1,st0
032005,1,st0
032006,1,st0
032007,1,st0
032008,1,st0
032009,1,st0
032010,1,st0
032011,1,st0
032012,1,st0
032013,1,st0
032014,1,st0
032015,1,st0
032016,1,st0
032017,1,st0
032018,1,st0
032019,1,st0
032020,1,st0
032021,1,st0
032022,1,st0
032023,1,st0
032024,1,st0
032101,1,st0
032102,1,st0
032103,1,st0
032104,1,st0
032105,1,st0
032106,1,st0
032107,1,st0
032108,1,st0
032109,1,st0
032110,1,st0
032111,1,st0
032112,1,st0
032113,1,st0
032114,1,st0
032115,1,st0
032116,1,st0
032117,1,st0
032118,1,st0
032119,1,st0
032120,1,st0
032121,1,st0
032122,1,st0
032123,1,st0
032124,1,st0
032201,1,st0
032202,1,st0
032203,1,st0
032204,1,st0
032205,1,st0
032206,1,st0
032207,1,st0
032208,1,st0
032209,1,st0
032210,1,st0
032211,1,st0
032212,1,st0
032213,1,st0
032214,1,st0
032215,1,st0
032216,1,st0
032217,1,st0
032218,1,st0
032219,1,st0
032220,1,st0
032221,1,st0
032222,1,st0
032223,1,st0
032224,1,st0
032301,1,st0
032302,1,st0
032303,1,st0
032304,1,st0
032305,1,st0
032306,1,st0
032307,1,st0
032308,1,st0
032309,1,st0
032310,1,st0
032311,1,st0
032312,1,st0
032313,1,st0
032314,1,st0
032315,1,st0
032316,1,st0
032317,1,st0
032318,1,st0
032319,1,st0
032320,1,st0
032321,1,st0
032322,1,st0
032323,1,st0
032324,1,st0
032401,1,st0
032402,1,st0
032403,1,st0
032404,1,st0
032405,1,st0
032406,1,st0
032407,1,st0
032408,1,st0
032409,1,st0
032410,1,st0
032411,1,st0
032412,1,st0
032413,1,st0
032414,1,st0
032415,1,st0
032416,1,st0
032417,1,st0
032418,1,st0
032419,1,st0
032420,1,st0
032421,1,st0
032422,1,st0
032423,1,st0
032424,1,st0
032501,1,st0
032502,1,st0
032503,1,st0
032504,1,st0
032505,1,st0
032506,1,st0
032507,1,st0
032508,1,st0
032509,1,st0
032510,1,st0
032511,1,st0
032512,1,st0
032513,1,st0
032514,1,st0
032515,1,st0
032516,1,st0
032517,1,st0
032518,1,st0
032519,1,st0
032520,1,st0
032521,1,st0
032522,1,st0
032523,1,st0
032524,1,st0
032601,1,st0
032602,1,st0
032603,1,st0
032604,1,st0
032605,1,st0
032606,1,st0
032607,1,st0
032608,1,st0
032609,1,st0
032610,1,st0
032611,1,st0
032612,1,st0
032613,1,st0
032614,1,st0
032615,1,st0
032616,1,st0
032617,1,st0
032618,1,st0
032619,1,st0
032620,1,st0
032621,1,st0
032622,1,st0
032623,1,st0
032624,1,st0
032701,1,st0
032702,1,st0
032703,1,st0
032704,1,st0
032705,1,st0
032706,1,st0
032707,1,st0
032708,1,st0
032709,1,st0
032710,1,st0
032711,1,st0
032712,1,st0
032713,1,st0
032714,1,st0
032715,1,st0
032716,1,st0
032717,1,st0
032718,1,st0
032719,1,st0
032720,1,st0
032721,1,st0
032722,1,st0
032723,1,st0
032724,1,st0
032801,1,st0
032802,1,st0
032803,1,st0
032804,1,st0
032805,1,st0
032806,1,st0
032807,1,st0
032808,1,st0
032809,1,st0
032810,1,st0
032811,1,st0
032812,1,st0
032813,1,st0
032814,1,st0
032815,1,st0
032816,1,st0
032817,1,st0
032818,1,st0
032819,1,st0
032820,1,st0
032821,1,st0
032822,1,st0
032823,1,st0
032824,1,st0
032901,1,st0
032902,1,st0
032903,1,st0
032904,1,st0
032905,1,st0
032906,1,st0
032907,1,st0
032908,1,st0
032909,1,st0
032910,1,st0
032911,1,st0
032912,1,st0
032913,1,st0
032914,1,st0
032915,1,st0
032916,1,st0
032917,1,st0
032918,1,st0
032919,1,st0
032920,1,st0
032921,1,st0
032922,1,st0
032923,1,st0
032924,1,st0
033001,1,st0
033002,1,st0
033003,1,st0
033004,1,st0
033005,1,st0
033006,1,st0
033007,1,st0
033008,1,st0
033009,1,st0
033010,1,st0
033011,1,st0
033012,1,st0
033013,1,st0
033014,1,st0
033015,1,st0
033016,1,st0
033017,1,st0
033018,1,st0
033019,1,st0
033020,1,st0
033021,1,st0
033022,1,st0
033023,1,st0
033024,1,st0
033101,1,st0
033102,1,st0
033103,1,st0
033104,1,st0
033105,1,st0
033106,1,st0
033107,1,st0
033108,1,st0
033109,1,st0
033110,1,st0
033111,1,st0
033112,1,st0
033113,1,st0
033114,1,st0
033115,1,st0
033116,1,st0
033117,1,st0
033118,1,st0
033119,1,st0
033120,1,st0
033121,1,st0
033122,1,st0
033123,1,st0
033124,1,st0
040101,1,st0
040102,1,st0
040103,1,st0
040104,1,st0
040105,1,st0
040106,1,st0
040107,1,st0
040108,1,st0
040109,1,st0
040110,1,st0
040111,1,st0
040112,1,st0
040113,1,st0
040114,1,st0
040115,1,st0
040116,1,st0
040117,1,st0
040118,1,st0
040119,1,st0
040120,1,st0
040121,1,st0
040122,1,st0
040123,1,st0
040124,1,st0
040201,1,st0
040202,1,st0
040203,1,st0
040204,1,st0
040205,1,st0
040206,1,st0
040207,1,st0
040208,1,st0
040209,1,st0
040210,1,st0
040211,1,st0
040212,1,st0
040213,1,st0
040214,1,st0
040215,1,st0
040216,1,st0
040217,1,st0
040218,1,st0
040219,1,st0
040220,1,st0
040221,1,st0
040222,1,st0
040223,1,st0
040224,1,st0
040301,1,st0
040302,1,st0
040303,1,st0
040304,1,st0
040305,1,st0
040306,1,st0
040307,1,st0
040308,1,st0
040309,1,st0
040310,1,st0
040311,1,st0
040312,1,st0
040313,1,st0
040314,1,st0
040315,1,st0
040316,1,st0
040317,1,st0
040318,1,st0
040319,1,st0
040320,1,st0
040321,1,st0
040322,1,st0
040323,1,st0
040324,1,st0
040401,1,st0
040402,1,st0
040403,1,st0
040404,1,st0
040405,1,st0
040406,1,st0
040407,1,st0
040408,1,st0
040409,1,st0
040410,1,st0
040411,1,st0
040412,1,st0
040413,1,st0
040414,1,st0
040415,1,st0
040416,1,st0
040417,1,st0
040418,1,st0
040419,1,st0
040420,1,st0
040421,1,st0
040422,1,st0
040423,1,st0
040424,1,st0
040501,1,st0
040502,1,st0
040503,1,st0
040504,1,st0
040505,1,st0
040506,1,st0
040507,1,st0
040508,1,st0
040509,1,st0
040510,1,st0
040511,1,st0
040512,1,st0
040513,1,st0
040514,1,st0
040515,1,st0
040516,1,st0
040517,1,st0
040518,1,st0
040519,1,st0
040520,1,st0
040521,1,st0
040522,1,st0
040523,1,st0
040524,1,st0
040601,1,st0
040602,1,st0
040603,1,st0
040604,1,st0
040605,1,st0
040606,1,st0
040607,1,st0
040608,1,st0
040609,1,st0
040610,1,st0
040611,1,st0
040612,1,st0
040613,1,st0
040614,1,st0
040615,1,st0
040616,1,st0
040617,1,st0
040618,1,st0
040619,1,st0
040620,1,st0
040621,1,st0
040622,1,st0
040623,1,st0
040624,1,st0
040701,1,st0
040702,1,st0
040703,1,st0
040704,1,st0
040705,1,st0
040706,1,st0
040707,1,st0
040708,1,st0
040709,1,st0
040710,1,st0
040711,1,st0
040712,1,st0
040713,1,st0
040714,1,st0
040715,1,st0
040716,1,st0
040717,1,st0
040718,1,st0
040719,1,st0
040720,1,st0
040721,1,st0
040722,1,st0
040723,1,st0
040724,1,st0
040801,1,st0
040802,1,st0
040803,1,st0
040804,1,st0
040805,1,st0
040806,1,st0
040807,1,st0
040808,1,st0
040809,1,st0
040810,1,st0
040811,1,st0
040812,1,st0
040813,1,st0
040814,1,st0
040815,1,st0
040816,1,st0
040817,1,st0
040818,1,st0
040819,1,st0
040820,1,st0
040821,1,st0
040822,1,st0
040823,1,st0
040824,1,st0
040901,1,st0
040902,1,st0
040903,1,st0
040904,1,st0
040905,1,st0
040906,1,st0
040907,1,st0
040908,1,st0
040909,1,st0
040910,1,st0
040911,1,st0
040912,1,st0
040913,1,st0
040914,1,st0
040915,1,st0
040916,1,st0
040917,1,st0
040918,1,st0
040919,1,st0
040920,1,st0
040921,1,st0
040922,1,st0
040923,1,st0
040924,1,st0
041001,1,st0
041002,1,st0
041003,1,st0
041004,1,st0
041005,1,st0
041006,1,st0
041007,1,st0
041008,1,st0
041009,1,st0
041010,1,st0
041011,1,st0
041012,1,st0
041013,1,st0
041014,1,st0
041015,1,st0
041016,1,st0
041017,1,st0
041018,1,st0
041019,1,st0
041020,1,st0
041021,1,st0
041022,1,st0
041023,1,st0
041024,1,st0
041101,1,st0
041102,1,st0
041103,1,st0
041104,1,st0
041105,1,st0
041106,1,st0
041107,1,st0
041108,1,st0
041109,1,st0
041110,1,st0
041111,1,st0
041112,1,st0
041113,1,st0
041114,1,st0
041115,1,st0
041116,1,st0
041117,1,st0
041118,1,st0
041119,1,st0
041120,1,st0
041121,1,st0
041122,1,st0
041123,1,st0
041124,1,st0
041201,1,st0
041202,1,st0
041203,1,st0
041204,1,st0
041205,1,st0
041206,1,st0
041207,1,st0
041208,1,st0
041209,1,st0
041210,1,st0
041211,1,st0
041212,1,st0
041213,1,st0
041214,1,st0
041215,1,st0
041216,1,st0
041217,1,st0
041218,1,st0
041219,1,st0
041220,1,st0
041221,1,st0
041222,1,st0
041223,1,st0
041224,1,st0
041301,1,st0
041302,1,st0
041303,1,st0
041304,1,st0
041305,1,st0
041306,1,st0
041307,1,st0
041308,1,st0
041309,1,st0
041310,1,st0
041311,1,st0
041312,1,st0
041313,1,st0
041314,1,st0
041315,1,st0
041316,1,st0
041317,1,st0
041318,1,st0
041319,1,st0
041320,1,st0
041321,1,st0
041322,1,st0
041323,1,st0
041324,1,st0
041401,1,st0
041402,1,st0
041403,1,st0
041404,1,st0
041405,1,st0
041406,1,st0
041407,1,st0
041408,1,st0
041409,1,st0
041410,1,st0
041411,1,st0
041412,1,st0
041413,1,st0
041414,1,st0
041415,1,st0
041416,1,st0
041417,1,st0
041418,1,st0
041419,1,st0
041420,1,st0
041421,1,st0
041422,1,st0
041423,1,st0
041424,1,st0
041501,1,st0
041502,1,st0
041503,1,st0
041504,1,st0
041505,1,st0
041506,1,st0
041507,1,st0
041508,1,st0
041509,1,st0
041510,1,st0
041511,1,st0
041512,1,st0
041513,1,st0
041514,1,st0
041515,1,st0
041516,1,st0
041517,1,st0
041518,1,st0
041519,1,st0
041520,1,st0
041521,1,st0
041522,1,st0
041523,1,st0
041524,1,st0
041601,1,st0
041602,1,st0
041603,1,st0
041604,1,st0
041605,1,st0
041606,1,st0
041607,1,st0
041608,1,st0
041609,1,st0
041610,1,st0
041611,1,st0
041612,1,st0
041613,1,st0
041614,1,st0
041615,1,st0
041616,1,st0
041617,1,st0
041618,1,st0
041619,1,st0
041620,1,st0
041621,1,st0
041622,1,st0
041623,1,st0
041624,1,st0
041701,1,st0
041702,1,st0
041703,1,st0
041704,1,st0
041705,1,st0
041706,1,st0
041707,1,st0
041708,1,st0
041709,1,st0
041710,1,st0
041711,1,st0
041712,1,st0
041713,1,st0
041714,1,st0
041715,1,st0
041716,1,st0
041717,1,st0
041718,1,st0
041719,1,st0
041720,1,st0
041721,1,st0
041722,1,st0
041723,1,st0
041724,1,st0
041801,1,st0
041802,1,st0
041803,1,st0
041804,1,st0
041805,1,st0
041806,1,st0
041807,1,st0
041808,1,st0
041809,1,st0
041810,1,st0
041811,1,st0
041812,1,st0
041813,1,st0
041814,1,st0
041815,1,st0
041816,1,st0
041817,1,st0
041818,1,st0
041819,1,st0
041820,1,st0
041821,1,st0
041822,1,st0
041823,1,st0
041824,1,st0
041901,1,st0
041902,1,st0
041903,1,st0
041904,1,st0
041905,1,st0
041906,1,st0
041907,1,st0
041908,1,st0
041909,1,st0
041910,1,st0
041911,1,st0
041912,1,st0
041913,1,st0
041914,1,st0
041915,1,st0
041916,1,st0
041917,1,st0
041918,1,st0
041919,1,st0
041920,1,st0
041921,1,st0
041922,1,st0
041923,1,st0
041924,1,st0
042001,1,st0
042002,1,st0
042003,1,st0
042004,1,st0
042005,1,st0
042006,1,st0
042007,1,st0
042008,1,st0
042009,1,st0
042010,1,st0
042011,1,st0
042012,1,st0
042013,1,st0
042014,1,st0
042015,1,st0
042016,1,st0
042017,1,st0
042018,1,st0
042019,1,st0
042020,1,st0
042021,1,st0
042022,1,st0
042023,1,st0
042024,1,st0
042101,1,st0
042102,1,st0
042103,1,st0
042104,1,st0
042105,1,st0
042106,1,st0
042107,1,st0
042108,1,st0
042109,1,st0
042110,1,st0
042111,1,st0
042112,1,st0
042113,1,st0
042114,1,st0
042115,1,st0
042116,1,st0
042117,1,st0
042118,1,st0
042119,1,st0
042120,1,st0
042121,1,st0
042122,1,st0
042123,1,st0
042124,1,st0
042201,1,st0
042202,1,st0
042203,1,st0
042204,1,st0
042205,1,st0
042206,1,st0
042207,1,st0
042208,1,st0
042209,1,st0
042210,1,st0
042211,1,st0
042212,1,st0
042213,1,st0
042214,1,st0
042215,1,st0
042216,1,st0
042217,1,st0
042218,1,st0
042219,1,st0
042220,1,st0
042221,1,st0
042222,1,st0
042223,1,st0
042224,1,st0
042301,1,st0
042302,1,st0
042303,1,st0
042304,1,st0
042305,1,st0
042306,1,st0
042307,1,st0
042308,1,st0
042309,1,st0
042310,1,st0
042311,1,st0
042312,1,st0
042313,1,st0
042314,1,st0
042315,1,st0
042316,1,st0
042317,1,st0
042318,1,st0
042319,1,st0
042320,1,st0
042321,1,st0
042322,1,st0
042323,1,st0
042324,1,st0
042401,1,st0
042402,1,st0
042403,1,st0
042404,1,st0
042405,1,st0
042406,1,st0
042407,1,st0
042408,1,st0
042409,1,st0
042410,1,st0
042411,1,st0
042412,1,st0
042413,1,st0
042414,1,st0
042415,1,st0
042416,1,st0
042417,1,st0
042418,1,st0
042419,1,st0
042420,1,st0
042421,1,st0
042422,1,st0
042423,1,st0
042424,1,st0
042501,1,st0
042502,1,st0
042503,1,st0
042504,1,st0
042505,1,st0
042506,1,st0
042507,1,st0
042508,1,st0
042509,1,st0
042510,1,st0
042511,1,st0
042512,1,st0
042513,1,st0
042514,1,st0
042515,1,st0
042516,1,st0
042517,1,st0
042518,1,st0
042519,1,st0
042520,1,st0
042521,1,st0
042522,1,st0
042523,1,st0
042524,1,st0
042601,1,st0
042602,1,st0
042603,1,st0
042604,1,st0
042605,1,st0
042606,1,st0
042607,1,st0
042608,1,st0
042609,1,st0
042610,1,st0
042611,1,st0
042612,1,st0
042613,1,st0
042614,1,st0
042615,1,st0
042616,1,st0
042617,1,st0
042618,1,st0
042619,1,st0
042620,1,st0
042621,1,st0
042622,1,st0
042623,1,st0
042624,1,st0
042701,1,st0
042702,1,st0
042703,1,st0
042704,1,st0
042705,1,st0
042706,1,st0
042707,1,st0
042708,1,st0
042709,1,st0
042710,1,st0
042711,1,st0
042712,1,st0
042713,1,st0
042714,1,st0
042715,1,st0
042716,1,st0
042717,1,st0
042718,1,st0
042719,1,st0
042720,1,st0
042721,1,st0
042722,1,st0
042723,1,st0
042724,1,st0
042801,1,st0
042802,1,st0
042803,1,st0
042804,1,st0
042805,1,st0
042806,1,st0
042807,1,st0
042808,1,st0
042809,1,st0
042810,1,st0
042811,1,st0
042812,1,st0
042813,1,st0
042814,1,st0
042815,1,st0
042816,1,st0
042817,1,st0
042818,1,st0
042819,1,st0
042820,1,st0
042821,1,st0
042822,1,st0
042823,1,st0
042824,1,st0
042901,1,st0
042902,1,st0
042903,1,st0
042904,1,st0
042905,1,st0
042906,1,st0
042907,1,st0
042908,1,st0
042909,1,st0
042910,1,st0
042911,1,st0
042912,1,st0
042913,1,st0
042914,1,st0
042915,1,st0
042916,1,st0
042917,1,st0
042918,1,st0
042919,1,st0
042920,1,st0
042921,1,st0
042922,1,st0
042923,1,st0
042924,1,st0
043001,1,st0
043002,1,st0
043003,1,st0
043004,1,st0
043005,1,st0
043006,1,st0
043007,1,st0
043008,1,st0
043009,1,st0
043010,1,st0
043011,1,st0
043012,1,st0
043013,1,st0
043014,1,st0
043015,1,st0
043016,1,st0
043017,1,st0
043018,1,st0
043019,1,st0
043020,1,st0
043021,1,st0
043022,1,st0
043023,1,st0
043024,1,st0
050101,1,st0
050102,1,st0
050103,1,st0
050104,1,st0
050105,1,st0
050106,1,st0
050107,1,st0
050108,1,st0
050109,1,st0
050110,1,st0
050111,1,st0
050112,1,st0
050113,1,st0
050114,1,st0
050115,1,st0
050116,1,st0
050117,1,st0
050118,1,st0
050119,1,st0
050120,1,st0
050121,1,st0
050122,1,st0
050123,1,st0
050124,1,st0
050201,1,st0
050202,1,st0
050203,1,st0
050204,1,st0
050205,1,st0
050206,1,st0
050207,1,st0
050208,1,st0
050209,1,st0
050210,1,st0
050211,1,st0
050212,1,st0
050213,1,st0
050214,1,st0
050215,1,st0
050216,1,st0
050217,1,st0
050218,1,st0
050219,1,st0
050220,1,st0
050221,1,st0
050222,1,st0
050223,1,st0
050224,1,st0
050301,1,st0
050302,1,st0
050303,1,st0
050304,1,st0
050305,1,st0
050306,1,st0
050307,1,st0
050308,1,st0
050309,1,st0
050310,1,st0
050311,1,st0
050312,1,st0
050313,1,st0
050314,1,st0
050315,1,st0
050316,1,st0
050317,1,st0
050318,1,st0
050319,1,st0
050320,1,st0
050321,1,st0
050322,1,st0
050323,1,st0
050324,1,st0
050401,1,st0
050402,1,st0
050403,1,st0
050404,1,st0
050405,1,st0
050406,1,st0
050407,1,st0
050408,1,st0
050409,1,st0
050410,1,st0
050411,1,st0
050412,1,st0
050413,1,st0
050414,1,st0
050415,1,st0
050416,1,st0
050417,1,st0
050418,1,st0
050419,1,st0
050420,1,st0
050421,1,st0
050422,1,st0
050423,1,st0
050424,1,st0
050501,1,st0
050502,1,st0
050503,1,st0
050504,1,st0
050505,1,st0
050506,1,st0
050507,1,st0
050508,1,st0
050509,1,st0
050510,1,st0
050511,1,st0
050512,1,st0
050513,1,st0
050514,1,st0
050515,1,st0
050516,1,st0
050517,1,st0
050518,1,st0
050519,1,st0
050520,1,st0
050521,1,st0
050522,1,st0
050523,1,st0
050524,1,st0
050601,1,st0
050602,1,st0
050603,1,st0
050604,1,st0
050605,1,st0
050606,1,st0
050607,1,st0
050608,1,st0
050609,1,st0
050610,1,st0
050611,1,st0
050612,1,st0
050613,1,st0
050614,1,st0
050615,1,st0
050616,1,st0
050617,1,st0
050618,1,st0
050619,1,st0
050620,1,st0
050621,1,st0
050622,1,st0
050623,1,st0
050624,1,st0
050701,1,st0
050702,1,st0
050703,1,st0
050704,1,st0
050705,1,st0
050706,1,st0
050707,1,st0
050708,1,st0
050709,1,st0
050710,1,st0
050711,1,st0
050712,1,st0
050713,1,st0
050714,1,st0
050715,1,st0
050716,1,st0
050717,1,st0
050718,1,st0
050719,1,st0
050720,1,st0
050721,1,st0
050722,1,st0
050723,1,st0
050724,1,st0
050801,1,st0
050802,1,st0
050803,1,st0
050804,1,st0
050805,1,st0
050806,1,st0
050807,1,st0
050808,1,st0
050809,1,st0
050810,1,st0
050811,1,st0
050812,1,st0
050813,1,st0
050814,1,st0
050815,1,st0
050816,1,st0
050817,1,st0
050818,1,st0
050819,1,st0
050820,1,st0
050821,1,st0
050822,1,st0
050823,1,st0
050824,1,st0
050901,1,st0
050902,1,st0
050903,1,st0
050904,1,st0
050905,1,st0
050906,1,st0
050907,1,st0
050908,1,st0
050909,1,st0
050910,1,st0
050911,1,st0
050912,1,st0
050913,1,st0
050914,1,st0
050915,1,st0
050916,1,st0
050917,1,st0
050918,1,st0
050919,1,st0
050920,1,st0
050921,1,st0
050922,1,st0
050923,1,st0
050924,1,st0
051001,1,st0
051002,1,st0
051003,1,st0
051004,1,st0
051005,1,st0
051006,1,st0
051007,1,st0
051008,1,st0
051009,1,st0
051010,1,st0
051011,1,st0
051012,1,st0
051013,1,st0
051014,1,st0
051015,1,st0
051016,1,st0
051017,1,st0
051018,1,st0
051019,1,st0
051020,1,st0
051021,1,st0
051022,1,st0
051023,1,st0
051024,1,st0
051101,1,st0
051102,1,st0
051103,1,st0
051104,1,st0
051105,1,st0
051106,1,st0
051107,1,st0
051108,1,st0
051109,1,st0
051110,1,st0
051111,1,st0
051112,1,st0
051113,1,st0
051114,1,st0
051115,1,st0
051116,1,st0
051117,1,st0
051118,1,st0
051119,1,st0
051120,1,st0
051121,1,st0
051122,1,st0
051123,1,st0
051124,1,st0
051201,1,st0
051202,1,st0
051203,1,st0
051204,1,st0
051205,1,st0
051206,1,st0
051207,1,st0
051208,1,st0
051209,1,st0
051210,1,st0
051211,1,st0
051212,1,st0
051213,1,st0
051214,1,st0
051215,1,st0
051216,1,st0
051217,1,st0
051218,1,st0
051219,1,st0
051220,1,st0
051221,1,st0
051222,1,st0
051223,1,st0
051224,1,st0
051301,1,st0
051302,1,st0
051303,1,st0
051304,1,st0
051305,1,st0
051306,1,st0
051307,1,st0
051308,1,st0
051309,1,st0
051310,1,st0
051311,1,st0
051312,1,st0
051313,1,st0
051314,1,st0
051315,1,st0
051316,1,st0
051317,1,st0
051318,1,st0
051319,1,st0
051320,1,st0
051321,1,st0
051322,1,st0
051323,1,st0
051324,1,st0
051401,1,st0
051402,1,st0
051403,1,st0
051404,1,st0
051405,1,st0
051406,1,st0
051407,1,st0
051408,1,st0
051409,1,st0
051410,1,st0
051411,1,st0
051412,1,st0
051413,1,st0
051414,1,st0
051415,1,st0
051416,1,st0
051417,1,st0
051418,1,st0
051419,1,st0
051420,1,st0
051421,1,st0
051422,1,st0
051423,1,st0
051424,1,st0
051501,1,st0
051502,1,st0
051503,1,st0
051504,1,st0
051505,1,st0
051506,1,st0
051507,1,st0
051508,1,st0
051509,1,st0
051510,1,st0
051511,1,st0
051512,1,st0
051513,1,st0
051514,1,st0
051515,1,st0
051516,1,st0
051517,1,st0
051518,1,st0
051519,1,st0
051520,1,st0
051521,1,st0
051522,1,st0
051523,1,st0
051524,1,st0
051601,1,st0
051602,1,st0
051603,1,st0
051604,1,st0
051605,1,st0
051606,1,st0
051607,1,st0
051608,1,st0
051609,1,st0
051610,1,st0
051611,1,st0
051612,1,st0
051613,1,st0
051614,1,st0
051615,1,st0
051616,1,st0
051617,1,st0
051618,1,st0
051619,1,st0
051620,1,st0
051621,1,st0
051622,1,st0
051623,1,st0
051624,1,st0
051701,1,st0
051702,1,st0
051703,1,st0
051704,1,st0
051705,1,st0
051706,1,st0
051707,1,st0
051708,1,st0
051709,1,st0
051710,1,st0
051711,1,st0
051712,1,st0
051713,1,st0
051714,1,st0
051715,1,st0
051716,1,st0
051717,1,st0
051718,1,st0
051719,1,st0
051720,1,st0
051721,1,st0
051722,1,st0
051723,1,st0
051724,1,st0
051801,1,st0
051802,1,st0
051803,1,st0
051804,1,st0
051805,1,st0
051806,1,st0
051807,1,st0
051808,1,st0
051809,1,st0
051810,1,st0
051811,1,st0
051812,1,st0
051813,1,st0
051814,1,st0
051815,1,st0
051816,1,st0
051817,1,st0
051818,1,st0
051819,1,st0
051820,1,st0
051821,1,st0
051822,1,st0
051823,1,st0
051824,1,st0
051901,1,st0
051902,1,st0
051903,1,st0
051904,1,st0
051905,1,st0
051906,1,st0
051907,1,st0
051908,1,st0
051909,1,st0
051910,1,st0
051911,1,st0
051912,1,st0
051913,1,st0
051914,1,st0
051915,1,st0
051916,1,st0
051917,1,st0
051918,1,st0
051919,1,st0
051920,1,st0
051921,1,st0
051922,1,st0
051923,1,st0
051924,1,st0
052001,1,st0
052002,1,st0
052003,1,st0
052004,1,st0
052005,1,st0
052006,1,st0
052007,1,st0
052008,1,st0
052009,1,st0
052010,1,st0
052011,1,st0
052012,1,st0
052013,1,st0
052014,1,st0
052015,1,st0
052016,1,st0
052017,1,st0
052018,1,st0
052019,1,st0
052020,1,st0
052021,1,st0
052022,1,st0
052023,1,st0
052024,1,st0
052101,1,st0
052102,1,st0
052103,1,st0
052104,1,st0
052105,1,st0
052106,1,st0
052107,1,st0
052108,1,st0
052109,1,st0
052110,1,st0
052111,1,st0
052112,1,st0
052113,1,st0
052114,1,st0
052115,1,st0
052116,1,st0
052117,1,st0
052118,1,st0
052119,1,st0
052120,1,st0
052121,1,st0
052122,1,st0
052123,1,st0
052124,1,st0
052201,1,st0
052202,1,st0
052203,1,st0
052204,1,st0
052205,1,st0
052206,1,st0
052207,1,st0
052208,1,st0
052209,1,st0
052210,1,st0
052211,1,st0
052212,1,st0
052213,1,st0
052214,1,st0
052215,1,st0
052216,1,st0
052217,1,st0
052218,1,st0
052219,1,st0
052220,1,st0
052221,1,st0
052222,1,st0
052223,1,st0
052224,1,st0
052301,1,st0
052302,1,st0
052303,1,st0
052304,1,st0
052305,1,st0
052306,1,st0
052307,1,st0
052308,1,st0
052309,1,st0
052310,1,st0
052311,1,st0
052312,1,st0
052313,1,st0
052314,1,st0
052315,1,st0
052316,1,st0
052317,1,st0
052318,1,st0
052319,1,st0
052320,1,st0
052321,1,st0
052322,1,st0
052323,1,st0
052324,1,st0
052401,1,st0
052402,1,st0
052403,1,st0
052404,1,st0
052405,1,st0
052406,1,st0
052407,1,st0
052408,1,st0
052409,1,st0
052410,1,st0
052411,1,st0
052412,1,st0
052413,1,st0
052414,1,st0
052415,1,st0
052416,1,st0
052417,1,st0
052418,1,st0
052419,1,st0
052420,1,st0
052421,1,st0
052422,1,st0
052423,1,st0
052424,1,st0
052501,1,st0
052502,1,st0
052503,1,st0
052504,1,st0
052505,1,st0
052506,1,st0
052507,1,st0
052508,1,st0
052509,1,st0
052510,1,st0
052511,1,st0
052512,1,st0
052513,1,st0
052514,1,st0
