Year,Month,Day,Period,1,2,3,,,
2024,2,21,19,32.766,38.612,51.784,,,
2024,2,21,20,31.972,37.979,50.526,,,
2024,2,21,21,30.968,36.875,48.809,,,
2024,2,21,22,28.810,35.543,46.050,,,
2024,2,21,23,27.002,33.767,42.912,,,
2024,2,21,24,26.007,31.842,39.558,,,
2024,2,22,1,25.500,30.846,36.745,,,
2024,2,22,2,25.404,30.241,35.028,,,
2024,2,22,3,25.616,30.012,33.973,,,
2024,2,22,4,26.272,30.066,33.472,,,
2024,2,22,5,27.668,30.429,33.432,,,
2024,2,22,6,30.217,31.169,34.473,,,
2024,2,22,7,31.983,31.062,35.596,,,
2024,2,22,8,32.512,30.914,37.110,,,
2024,2,22,9,31.592,31.465,39.842,,,
2024,2,22,10,30.598,31.856,42.033,,,
2024,2,22,11,29.783,31.882,43.304,,,
2024,2,22,12,28.800,31.600,43.737,,,
2024,2,22,13,28.049,31.452,43.751,,,
2024,2,22,14,27.805,31.331,42.777,,,
2024,2,22,15,27.700,31.183,41.993,,,
2024,2,22,16,27.636,31.048,41.384,,,
2024,2,22,17,28.503,31.385,41.127,,,
2024,2,22,18,30.873,33.942,43.196,,,
2024,2,22,19,31.898,36.902,47.091,,,
2024,2,22,20,31.021,36.337,46.564,,,
2024,2,22,21,29.656,35.287,45.117,,,
2024,2,22,22,27.922,34.238,43.372,,,
2024,2,22,23,25.965,32.959,40.897,,,
2024,2,22,24,25.172,31.640,38.246,,,
2024,2,23,1,24.548,30.577,35.893,,,
2024,2,23,2,24.484,30.025,34.189,,,
2024,2,23,3,24.442,29.554,33.445,,,
2024,2,23,4,24.643,29.433,33.121,,,
2024,2,23,5,25.489,29.500,32.999,,,
2024,2,23,6,26.716,30.025,33.337,,,
2024,2,23,7,27.858,29.945,33.040,,,
2024,2,23,8,28.916,29.837,33.662,,,
2024,2,23,9,29.508,30.469,35.650,,,
2024,2,23,10,29.032,31.008,37.449,,,
2024,2,23,11,28.556,31.088,39.044,,,
2024,2,23,12,28.334,31.183,39.721,,,
2024,2,23,13,27.985,31.021,39.910,,,
2024,2,23,14,27.816,30.954,39.761,,,
2024,2,23,15,27.848,30.967,39.734,,,
2024,2,23,16,28.144,30.914,39.301,,,
2024,2,23,17,28.979,31.358,39.491,,,
2024,2,23,18,31.475,34.332,41.357,,,
2024,2,23,19,33.347,37.427,46.063,,,
2024,2,23,20,32.470,36.916,46.239,,,
2024,2,23,21,30.640,35.893,45.306,,,
2024,2,23,22,27.964,34.493,43.183,,,
2024,2,23,23,25.563,32.771,40.397,,,
2024,2,23,24,24.527,30.967,37.327,,,
2024,2,24,1,24.093,29.985,34.527,,,
2024,2,24,2,23.881,29.500,33.418,,,
2024,2,24,3,24.156,29.245,32.864,,,
2024,2,24,4,25.013,29.352,32.458,,,
2024,2,24,5,27.583,29.877,32.945,,,
2024,2,24,6,32.332,31.465,35.190,,,
2024,2,24,7,33.770,32.582,39.585,,,
2024,2,24,8,32.311,32.663,43.156,,,
2024,2,24,9,30.862,32.986,46.658,,,
2024,2,24,10,30.301,33.592,49.228,,,
2024,2,24,11,30.069,33.686,50.405,,,
2024,2,24,12,30.079,34.022,51.541,,,
2024,2,24,13,29.984,34.103,51.662,,,
2024,2,24,14,30.174,34.049,51.689,,,
2024,2,24,15,30.174,33.874,51.662,,,
2024,2,24,16,30.291,33.471,51.473,,,
2024,2,24,17,30.756,33.982,52.122,,,
2024,2,24,18,33.273,37.212,54.313,,,
2024,2,24,19,34.966,40.307,56.680,,,
2024,2,24,20,33.760,39.729,55.625,,,
2024,2,24,21,31.846,38.114,52.771,,,
2024,2,24,22,28.567,35.920,49.904,,,
2024,2,24,23,26.028,33.471,45.401,,,
2024,2,24,24,24.738,31.142,41.073,,,
2024,2,25,1,24.294,30.052,37.854,,,
2024,2,25,2,23.998,29.420,36.056,,,
2024,2,25,3,23.945,29.150,35.149,,,
2024,2,25,4,24.569,28.935,34.500,,,
2024,2,25,5,26.483,28.720,34.000,,,
2024,2,25,6,30.206,29.850,36.367,,,
2024,2,25,7,31.560,31.142,40.519,,,
2024,2,25,8,30.915,31.169,43.764,,,
2024,2,25,9,30.672,31.950,46.361,,,
2024,2,25,10,30.746,32.744,48.444,,,
2024,2,25,11,30.883,33.524,49.945,,,
2024,2,25,12,30.989,33.457,50.513,,,
2024,2,25,13,30.915,33.000,50.540,,,
2024,2,25,14,31.105,32.690,50.391,,,
2024,2,25,15,30.968,32.542,50.053,,,
2024,2,25,16,31.179,32.273,49.282,,,
2024,2,25,17,31.793,32.084,48.254,,,
2024,2,25,18,34.553,34.520,48.782,,,
2024,2,25,19,35.600,38.652,52.677,,,
2024,2,25,20,34.194,38.531,51.852,,,
2024,2,25,21,32.406,37.198,49.850,,,
2024,2,25,22,28.884,35.072,47.037,,,
2024,2,25,23,26.229,32.582,42.980,,,
2024,2,25,24,24.897,30.631,39.477,,,
2024,2,26,1,24.252,29.581,36.434,,,
2024,2,26,2,23.987,29.204,35.149,,,
2024,2,26,3,23.860,28.989,34.216,,,
2024,2,26,4,24.590,29.056,34.054,,,
2024,2,26,5,26.610,29.595,34.297,,,
2024,2,26,6,30.397,31.237,36.853,,,
2024,2,26,7,31.846,32.327,40.992,,,
2024,2,26,8,31.285,32.555,44.211,,,
2024,2,26,9,30.873,32.703,46.713,,,
2024,2,26,10,30.925,32.851,48.687,,,
2024,2,26,11,30.851,33.161,49.999,,,
2024,2,26,12,30.598,33.215,50.837,,,
2024,2,26,13,30.566,32.044,50.702,,,
2024,2,26,14,30.365,31.829,50.702,,,
2024,2,26,15,30.312,31.708,50.324,,,
2024,2,26,16,30.513,31.411,49.363,,,
2024,2,26,17,30.925,31.654,48.484,,,
2024,2,26,18,33.020,33.726,48.822,,,
2024,2,26,19,35.177,37.535,52.636,,,
2024,2,26,20,34.162,37.548,52.379,,,
2024,2,26,21,32.290,37.158,51.027,,,
2024,2,26,22,29.043,34.399,48.241,,,
2024,2,26,23,26.367,31.936,43.994,,,
2024,2,26,24,25.161,30.281,40.140,,,
2024,2,27,1,24.675,29.487,37.273,,,
2024,2,27,2,24.505,29.029,35.447,,,
2024,2,27,3,24.632,28.908,34.608,,,
2024,2,27,4,25.489,29.029,34.284,,,
2024,2,27,5,28.207,29.581,34.730,,,
2024,2,27,6,32.861,31.237,37.165,,,
2024,2,27,7,34.141,32.071,41.587,,,
2024,2,27,8,32.385,32.071,44.954,,,
2024,2,27,9,30.904,32.165,47.862,,,
2024,2,27,10,30.619,32.246,48.985,,,
2024,2,27,11,30.428,32.071,50.297,,,
2024,2,27,12,30.428,31.977,51.054,,,
2024,2,27,13,30.672,32.057,50.743,,,
2024,2,27,14,30.629,32.004,50.716,,,
2024,2,27,15,30.513,32.017,50.513,,,
2024,2,27,16,30.724,31.708,49.363,,,
2024,2,27,17,30.735,31.936,48.904,,,
2024,2,27,18,32.797,33.901,49.269,,,
2024,2,27,19,34.807,37.723,53.245,,,
2024,2,27,20,34.024,37.629,52.839,,,
2024,2,27,21,32.173,38.019,51.203,,,
2024,2,27,22,28.831,36.055,48.173,,,
2024,2,27,23,26.314,33.659,44.075,,,
2024,2,27,24,25.172,31.506,40.207,,,
2024,2,28,1,24.802,30.429,37.354,,,
2024,2,28,2,24.580,30.066,35.731,,,
2024,2,28,3,24.749,29.850,34.744,,,
2024,2,28,4,25.637,29.945,34.392,,,
2024,2,28,5,28.091,30.496,34.676,,,
2024,2,28,6,32.924,32.273,36.935,,,
2024,2,28,7,34.278,33.040,41.506,,,
2024,2,28,8,32.692,33.282,45.468,,,
2024,2,28,9,31.232,33.605,48.809,,,
2024,2,28,10,30.682,33.969,50.161,,,
2024,2,28,11,30.598,33.780,51.676,,,
2024,2,28,12,30.323,33.780,51.852,,,
2024,2,28,13,30.079,33.457,51.189,,,
2024,2,28,14,30.037,33.363,50.756,,,
2024,2,28,15,29.878,33.161,50.297,,,
2024,2,28,16,29.857,32.636,49.742,,,
2024,2,28,17,29.995,32.959,49.215,,,
2024,2,28,18,31.560,35.395,49.607,,,
2024,2,28,19,33.189,39.325,53.380,,,
2024,2,28,20,32.321,38.760,52.596,,,
2024,2,28,21,30.957,37.764,50.986,,,
2024,2,28,22,28.757,36.418,48.592,,,
2024,2,28,23,26.621,34.641,44.887,,,
2024,2,28,24,25.627,32.703,41.222,,,
2024,2,29,1,24.950,31.465,38.219,,,
2024,2,29,2,24.675,30.671,35.961,,,
2024,2,29,3,24.484,30.321,34.852,,,
2024,2,29,4,24.844,30.268,34.122,,,
2024,2,29,5,25.722,30.523,34.243,,,
2024,2,29,6,27.382,31.304,35.190,,,
2024,2,29,7,28.704,30.927,36.069,,,
2024,2,29,8,30.291,31.075,37.814,,,
2024,2,29,9,30.672,31.829,40.505,,,
2024,2,29,10,30.523,32.394,42.331,,,
2024,2,29,11,29.931,32.232,43.304,,,
2024,2,29,12,29.085,31.788,42.723,,,
2024,2,29,13,28.228,31.465,41.925,,,
2024,2,29,14,27.922,31.102,41.032,,,
2024,2,29,15,27.668,30.860,39.950,,,
2024,2,29,16,27.848,30.752,39.085,,,
2024,2,29,17,28.355,30.954,39.288,,,
2024,2,29,18,30.259,33.134,41.452,,,
2024,2,29,19,31.951,37.198,46.875,,,
2024,2,29,20,31.232,37.118,47.524,,,
2024,2,29,21,30.079,36.014,46.307,,,
2024,2,29,22,28.281,35.005,44.643,,,
2024,2,29,23,26.504,33.901,41.925,,,
2024,2,29,24,25.500,32.354,39.342,,,
2024,3,1,1,24.146,29.648,35.555,,,
2024,3,1,2,24.061,29.029,34.149,,,
2024,3,1,3,23.998,28.504,33.554,,,
2024,3,1,4,24.273,28.356,33.310,,,
2024,3,1,5,25.309,28.437,33.215,,,
2024,3,1,6,26.769,29.029,33.472,,,
2024,3,1,7,28.049,28.935,33.242,,,
2024,3,1,8,29.201,28.814,33.729,,,
2024,3,1,9,29.847,29.527,35.352,,,
2024,3,1,10,29.339,30.146,36.908,,,
2024,3,1,11,28.810,30.227,38.355,,,
2024,3,1,12,28.577,30.335,38.977,,,
2024,3,1,13,28.186,30.160,39.153,,,
2024,3,1,14,28.006,30.079,39.004,,,
2024,3,1,15,28.038,30.093,38.990,,,
2024,3,1,16,28.366,30.039,38.585,,,
2024,3,1,17,29.275,30.537,38.760,,,
2024,3,1,18,31.877,33.942,40.519,,,
2024,3,1,19,33.749,37.495,45.266,,,
2024,3,1,20,32.871,36.889,45.441,,,
2024,3,1,21,31.031,35.718,44.481,,,
2024,3,1,22,28.165,34.103,42.317,,,
2024,3,1,23,25.404,32.152,39.612,,,
2024,3,1,24,24.114,30.106,36.799,,,
2024,3,2,1,23.554,28.989,34.419,,,
2024,3,2,2,23.279,28.437,33.540,,,
2024,3,2,3,23.628,28.155,33.107,,,
2024,3,2,4,24.738,28.276,32.796,,,
2024,3,2,5,27.752,28.854,33.161,,,
2024,3,2,6,32.745,30.658,34.974,,,
2024,3,2,7,34.151,31.936,38.842,,,
2024,3,2,8,32.713,32.017,42.290,,,
2024,3,2,9,31.253,32.394,45.888,,,
2024,3,2,10,30.672,33.080,48.647,,,
2024,3,2,11,30.428,33.188,49.945,,,
2024,3,2,12,30.439,33.578,51.203,,,
2024,3,2,13,30.344,33.672,51.351,,,
2024,3,2,14,30.545,33.619,51.378,,,
2024,3,2,15,30.545,33.403,51.351,,,
2024,3,2,16,30.661,32.946,51.135,,,
2024,3,2,17,31.147,33.538,51.879,,,
2024,3,2,18,33.675,37.239,54.381,,,
2024,3,2,19,35.304,40.792,57.167,,,
2024,3,2,20,34.141,40.119,55.909,,,
2024,3,2,21,32.247,38.262,52.609,,,
2024,3,2,22,28.831,35.758,49.390,,,
2024,3,2,23,25.965,32.946,44.562,,,
2024,3,2,24,24.379,30.294,40.248,,,
2024,3,3,1,23.818,29.070,37.273,,,
2024,3,3,2,23.427,28.343,35.704,,,
2024,3,3,3,23.363,28.047,34.933,,,
2024,3,3,4,24.167,27.805,34.406,,,
2024,3,3,5,26.494,27.576,34.000,,,
2024,3,3,6,30.576,28.841,35.961,,,
2024,3,3,7,31.962,30.294,39.721,,,
2024,3,3,8,31.306,30.321,42.899,,,
2024,3,3,9,31.052,31.210,45.577,,,
2024,3,3,10,31.137,32.111,47.795,,,
2024,3,3,11,31.274,33.000,49.431,,,
2024,3,3,12,31.380,32.932,50.067,,,
2024,3,3,13,31.306,32.407,50.094,,,
2024,3,3,14,31.497,32.057,49.931,,,
2024,3,3,15,31.359,31.882,49.553,,,
2024,3,3,16,31.581,31.573,48.714,,,
2024,3,3,17,32.195,31.371,47.592,,,
2024,3,3,18,34.913,34.143,48.173,,,
2024,3,3,19,35.907,38.894,52.501,,,
2024,3,3,20,34.574,38.746,51.554,,,
2024,3,3,21,32.808,37.212,49.336,,,
2024,3,3,22,29.170,34.776,46.293,,,
2024,3,3,23,26.198,31.936,42.114,,,
2024,3,3,24,24.590,29.716,38.747,,,
2024,3,4,1,23.765,28.531,36.015,,,
2024,3,4,2,23.416,28.101,34.933,,,
2024,3,4,3,23.236,27.872,34.176,,,
2024,3,4,4,24.188,27.939,34.040,,,
2024,3,4,5,26.642,28.545,34.230,,,
2024,3,4,6,30.767,30.389,36.380,,,
2024,3,4,7,32.247,31.640,40.167,,,
2024,3,4,8,31.687,31.896,43.359,,,
2024,3,4,9,31.264,32.071,45.942,,,
2024,3,4,10,31.317,32.232,48.051,,,
2024,3,4,11,31.243,32.596,49.499,,,
2024,3,4,12,30.978,32.650,50.432,,,
2024,3,4,13,30.947,31.317,50.269,,,
2024,3,4,14,30.735,31.075,50.269,,,
2024,3,4,15,30.682,30.940,49.864,,,
2024,3,4,16,30.883,30.591,48.795,,,
2024,3,4,17,31.317,30.873,47.849,,,
2024,3,4,18,33.421,33.242,48.200,,,
2024,3,4,19,35.516,37.602,52.447,,,
2024,3,4,20,34.532,37.629,52.163,,,
2024,3,4,21,32.692,37.172,50.635,,,
2024,3,4,22,29.349,34.009,47.578,,,
2024,3,4,23,26.356,31.196,43.129,,,
2024,3,4,24,24.907,29.325,39.369,,,
2024,3,5,1,24.294,28.424,36.745,,,
2024,3,5,2,24.082,27.912,35.176,,,
2024,3,5,3,24.252,27.764,34.487,,,
2024,3,5,4,25.320,27.912,34.230,,,
2024,3,5,5,28.440,28.531,34.595,,,
2024,3,5,6,33.263,30.389,36.651,,,
2024,3,5,7,34.521,31.358,40.748,,,
2024,3,5,8,32.787,31.358,44.116,,,
2024,3,5,9,31.296,31.465,47.159,,,
2024,3,5,10,30.999,31.546,48.390,,,
2024,3,5,11,30.809,31.358,49.823,,,
2024,3,5,12,30.809,31.250,50.675,,,
2024,3,5,13,31.052,31.344,50.324,,,
2024,3,5,14,31.021,31.277,50.283,,,
2024,3,5,15,30.883,31.290,50.067,,,
2024,3,5,16,31.105,30.940,48.795,,,
2024,3,5,17,31.116,31.196,48.295,,,
2024,3,5,18,33.199,33.444,48.701,,,
2024,3,5,19,35.156,37.818,53.150,,,
2024,3,5,20,34.405,37.723,52.690,,,
2024,3,5,21,32.586,38.167,50.837,,,
2024,3,5,22,29.117,35.907,47.497,,,
2024,3,5,23,26.303,33.174,43.210,,,
2024,3,5,24,24.918,30.712,39.423,,,
2024,3,6,1,24.463,29.487,36.826,,,
2024,3,6,2,24.178,29.083,35.420,,,
2024,3,6,3,24.389,28.841,34.595,,,
2024,3,6,4,25.489,28.935,34.311,,,
2024,3,6,5,28.313,29.554,34.554,,,
2024,3,6,6,33.326,31.573,36.448,,,
2024,3,6,7,34.648,32.461,40.667,,,
2024,3,6,8,33.094,32.744,44.643,,,
2024,3,6,9,31.623,33.094,48.187,,,
2024,3,6,10,31.063,33.524,49.674,,,
2024,3,6,11,30.978,33.296,51.365,,,
2024,3,6,12,30.693,33.296,51.554,,,
2024,3,6,13,30.439,32.932,50.824,,,
2024,3,6,14,30.386,32.825,50.337,,,
2024,3,6,15,30.227,32.596,49.823,,,
2024,3,6,16,30.206,32.004,49.215,,,
2024,3,6,17,30.354,32.354,48.633,,,
2024,3,6,18,31.962,35.153,49.066,,,
2024,3,6,19,33.580,39.661,53.299,,,
2024,3,6,20,32.723,39.015,52.420,,,
2024,3,6,21,31.348,37.858,50.594,,,
2024,3,6,22,29.032,36.324,47.957,,,
2024,3,6,23,26.652,34.278,44.048,,,
2024,3,6,24,25.479,32.071,40.397,,,
2024,3,7,1,24.643,30.658,37.597,,,
2024,3,7,2,24.294,29.770,35.609,,,
2024,3,7,3,24.061,29.352,34.690,,,
2024,3,7,4,24.516,29.299,34.095,,,
2024,3,7,5,25.595,29.595,34.189,,,
2024,3,7,6,27.520,30.483,34.974,,,
2024,3,7,7,28.979,30.052,35.704,,,
2024,3,7,8,30.661,30.214,37.232,,,
2024,3,7,9,31.052,31.075,39.707,,,
2024,3,7,10,30.904,31.721,41.465,,,
2024,3,7,11,30.291,31.533,42.439,,,
2024,3,7,12,29.392,31.035,41.857,,,
2024,3,7,13,28.461,30.658,41.073,,,
2024,3,7,14,28.123,30.254,40.207,,,
2024,3,7,15,27.848,29.971,39.180,,,
2024,3,7,16,28.038,29.850,38.382,,,
2024,3,7,17,28.609,30.079,38.571,,,
2024,3,7,18,30.629,32.569,40.613,,,
2024,3,7,19,32.353,37.212,46.118,,,
2024,3,7,20,31.623,37.118,46.807,,,
2024,3,7,21,30.439,35.866,45.509,,,
2024,3,7,22,28.514,34.695,43.791,,,
2024,3,7,23,26.515,33.444,41.073,,,
2024,3,7,24,25.330,31.667,38.625,,,
2024,3,8,1,24.812,30.416,36.312,,,
2024,3,8,2,24.558,29.675,35.082,,,
2024,3,8,3,24.611,29.433,34.379,,,
2024,3,8,4,25.077,29.460,34.067,,,
2024,3,8,5,25.923,29.622,33.905,,,
2024,3,8,6,27.562,30.416,34.338,,,
2024,3,8,7,28.874,29.743,34.081,,,
2024,3,8,8,29.244,29.743,34.798,,,
2024,3,8,9,29.159,30.241,36.056,,,
2024,3,8,10,28.926,30.712,37.516,,,
2024,3,8,11,28.514,30.416,38.436,,,
2024,3,8,12,28.260,30.281,38.693,,,
2024,3,8,13,28.027,30.254,38.679,,,
2024,3,8,14,27.805,29.971,38.301,,,
2024,3,8,15,27.594,29.891,38.111,,,
2024,3,8,16,28.165,29.904,37.989,,,
2024,3,8,17,29.138,30.160,38.273,,,
2024,3,8,18,31.296,32.919,40.735,,,
2024,3,8,19,33.421,37.185,45.374,,,
2024,3,8,20,32.512,36.781,46.090,,,
2024,3,8,21,30.947,35.772,44.954,,,
2024,3,8,22,28.123,33.713,42.885,,,
2024,3,8,23,25.404,31.923,39.694,,,
2024,3,8,24,24.167,29.945,37.029,,,
2024,3,9,1,23.691,29.110,35.095,,,
2024,3,9,2,23.765,28.545,34.027,,,
2024,3,9,3,23.966,28.383,33.540,,,
2024,3,9,4,25.172,28.504,33.215,,,
2024,3,9,5,28.144,29.029,33.662,,,
2024,3,9,6,32.956,30.860,35.920,,,
2024,3,9,7,34.003,32.300,39.694,,,
2024,3,9,8,33.178,33.040,43.507,,,
2024,3,9,9,31.898,33.942,46.577,,,
2024,3,9,10,31.253,33.969,49.255,,,
2024,3,9,11,30.767,33.726,50.865,,,
2024,3,9,12,30.724,33.403,50.865,,,
2024,3,9,13,30.333,33.430,51.297,,,
2024,3,9,14,30.227,33.228,50.499,,,
2024,3,9,15,30.090,32.851,50.053,,,
2024,3,9,16,30.217,32.461,49.945,,,
2024,3,9,17,31.052,32.690,50.364,,,
2024,3,9,18,33.527,35.422,53.258,,,
2024,3,9,19,34.881,40.428,57.032,,,
2024,3,9,20,33.834,40.280,55.612,,,
2024,3,9,21,31.888,38.437,52.068,,,
2024,3,9,22,28.778,35.987,47.984,,,
2024,3,9,23,25.944,33.067,43.291,,,
2024,3,9,24,24.622,30.685,39.031,,,
2024,3,10,1,23.945,29.339,36.502,,,
2024,3,10,2,23.712,28.679,34.906,,,
2024,3,10,3,23.755,28.289,34.338,,,
2024,3,10,4,24.844,28.383,33.973,,,
2024,3,10,5,27.636,28.774,34.460,,,
2024,3,10,6,32.321,30.362,36.367,,,
2024,3,10,7,33.633,31.210,39.978,,,
2024,3,10,8,32.184,32.031,43.169,,,
2024,3,10,9,30.978,32.717,45.834,,,
2024,3,10,10,30.629,33.242,47.646,,,
2024,3,10,11,30.481,33.121,49.228,,,
2024,3,10,12,30.545,33.080,49.756,,,
2024,3,10,13,30.354,32.973,49.756,,,
2024,3,10,14,30.323,32.825,49.688,,,
2024,3,10,15,30.270,32.448,49.147,,,
2024,3,10,16,30.449,32.192,48.511,,,
2024,3,10,17,30.936,32.461,47.754,,,
2024,3,10,18,33.220,35.435,48.484,,,
2024,3,10,19,35.230,40.953,53.096,,,
2024,3,10,20,34.331,40.819,52.704,,,
2024,3,10,21,32.427,39.540,50.675,,,
2024,3,10,22,29.233,36.849,47.511,,,
2024,3,10,23,26.462,33.780,43.075,,,
2024,3,10,24,25.288,31.263,39.342,,,
2024,3,11,1,24.505,29.971,36.421,,,
2024,3,11,2,24.030,29.272,35.190,,,
2024,3,11,3,24.167,28.908,34.351,,,
2024,3,11,4,24.960,28.976,34.243,,,
2024,3,11,5,27.879,29.689,34.676,,,
2024,3,11,6,32.702,31.721,36.637,,,
2024,3,11,7,34.056,32.703,40.099,,,
2024,3,11,8,33.252,32.986,43.629,,,
2024,3,11,9,31.867,33.578,46.361,,,
2024,3,11,10,31.592,34.009,48.511,,,
2024,3,11,11,31.063,33.780,49.296,,,
2024,3,11,12,30.714,33.336,49.350,,,
2024,3,11,13,30.323,33.174,49.769,,,
2024,3,11,14,29.942,32.744,49.810,,,
2024,3,11,15,30.058,32.232,49.688,,,
2024,3,11,16,30.280,32.084,48.444,,,
2024,3,11,17,30.767,32.300,47.943,,,
2024,3,11,18,33.030,35.072,48.403,,,
2024,3,11,19,35.494,40.953,52.744,,,
2024,3,11,20,34.818,41.061,52.217,,,
2024,3,11,21,33.379,39.715,50.391,,,
2024,3,11,22,30.185,37.077,47.051,,,
2024,3,11,23,27.393,33.955,42.574,,,
2024,3,11,24,26.124,31.317,39.044,,,
2024,3,12,1,25.574,29.958,36.312,,,
2024,3,12,2,25.563,29.393,35.041,,,
2024,3,12,3,25.796,29.029,34.487,,,
2024,3,12,4,27.044,29.070,34.406,,,
2024,3,12,5,30.344,29.743,34.419,,,
2024,3,12,6,35.653,31.896,36.475,,,
2024,3,12,7,36.637,33.067,40.045,,,
2024,3,12,8,35.029,33.309,43.426,,,
2024,3,12,9,33.178,33.834,46.550,,,
2024,3,12,10,31.983,33.969,48.620,,,
2024,3,12,11,31.073,33.282,49.769,,,
2024,3,12,12,30.587,33.188,50.175,,,
2024,3,12,13,30.323,33.188,50.134,,,
2024,3,12,14,30.069,32.825,49.728,,,
2024,3,12,15,29.878,32.690,49.066,,,
2024,3,12,16,30.185,32.192,48.511,,,
2024,3,12,17,31.158,32.300,48.051,,,
2024,3,12,18,33.675,35.207,48.904,,,
2024,3,12,19,35.272,41.088,53.515,,,
2024,3,12,20,34.606,41.142,53.394,,,
2024,3,12,21,33.009,39.688,50.635,,,
2024,3,12,22,29.709,37.347,47.416,,,
2024,3,12,23,26.705,34.440,43.075,,,
2024,3,12,24,25.383,31.856,39.207,,,
2024,3,13,1,24.802,30.375,36.475,,,
2024,3,13,2,24.368,29.527,35.203,,,
2024,3,13,3,24.706,29.231,34.433,,,
2024,3,13,4,25.828,29.379,34.108,,,
2024,3,13,5,29.053,30.133,34.676,,,
2024,3,13,6,33.760,32.259,36.624,,,
2024,3,13,7,35.219,33.578,40.086,,,
2024,3,13,8,34.003,34.143,43.724,,,
2024,3,13,9,32.924,34.722,46.794,,,
2024,3,13,10,32.247,33.834,49.485,,,
2024,3,13,11,31.497,34.763,51.608,,,
2024,3,13,12,31.116,34.426,51.811,,,
2024,3,13,13,30.598,33.632,50.716,,,
2024,3,13,14,30.439,33.067,50.364,,,
2024,3,13,15,30.058,32.771,48.985,,,
2024,3,13,16,30.354,32.542,48.011,,,
2024,3,13,17,31.158,33.820,47.646,,,
2024,3,13,18,33.622,37.656,49.093,,,
2024,3,13,19,35.336,42.689,53.461,,,
2024,3,13,20,34.775,42.461,52.542,,,
2024,3,13,21,33.538,41.357,50.432,,,
2024,3,13,22,31.391,39.998,47.862,,,
2024,3,13,23,28.546,37.495,43.967,,,
2024,3,13,24,27.012,34.843,40.857,,,
2024,3,14,1,26.441,32.932,38.490,,,
2024,3,14,2,26.007,31.936,36.475,,,
2024,3,14,3,26.113,31.075,35.325,,,
2024,3,14,4,26.621,30.819,34.892,,,
2024,3,14,5,27.795,31.115,34.987,,,
2024,3,14,6,30.471,32.004,35.880,,,
2024,3,14,7,32.745,31.963,36.434,,,
2024,3,14,8,35.674,32.354,38.111,,,
2024,3,14,9,38.329,32.946,41.195,,,
2024,3,14,10,38.551,33.820,43.859,,,
2024,3,14,11,37.969,33.551,44.819,,,
2024,3,14,12,35.939,33.040,45.009,,,
2024,3,14,13,35.293,32.569,44.373,,,
2024,3,14,14,34.754,32.367,43.589,,,
2024,3,14,15,34.659,31.438,43.007,,,
2024,3,14,16,35.727,31.721,42.060,,,
2024,3,14,17,37.303,32.825,41.979,,,
2024,3,14,18,39.186,35.826,43.900,,,
2024,3,14,19,39.810,41.303,49.079,,,
2024,3,14,20,38.805,41.357,49.728,,,
2024,3,14,21,37.536,40.375,48.484,,,
2024,3,14,22,34.733,38.477,46.686,,,
2024,3,14,23,31.856,36.431,43.602,,,
2024,3,14,24,30.407,33.969,40.748,,,
2024,3,15,1,29.498,32.192,38.436,,,
2024,3,15,2,28.757,31.371,36.718,,,
2024,3,15,3,28.345,30.819,35.920,,,
2024,3,15,4,28.979,30.698,35.569,,,
2024,3,15,5,30.111,30.981,35.515,,,
2024,3,15,6,32.321,31.452,35.799,,,
2024,3,15,7,33.961,30.806,35.623,,,
2024,3,15,8,34.521,30.967,36.678,,,
2024,3,15,9,34.215,31.438,38.571,,,
2024,3,15,10,33.083,31.465,39.491,,,
2024,3,15,11,31.856,31.411,40.451,,,
2024,3,15,12,30.629,30.981,41.073,,,
2024,3,15,13,29.455,30.658,41.168,,,
2024,3,15,14,28.419,30.187,40.911,,,
2024,3,15,15,27.964,29.850,40.491,,,
2024,3,15,16,28.239,29.823,39.991,,,
2024,3,15,17,29.466,30.375,40.153,,,
2024,3,15,18,32.554,33.484,42.344,,,
2024,3,15,19,35.812,38.948,47.889,,,
2024,3,15,20,35.843,39.715,48.931,,,
2024,3,15,21,34.320,38.719,48.363,,,
2024,3,15,22,31.497,36.983,46.266,,,
2024,3,15,23,28.905,34.763,42.723,,,
2024,3,15,24,27.932,32.286,39.694,,,
2024,3,16,1,27.520,30.954,36.962,,,
2024,3,16,2,27.700,30.268,35.853,,,
2024,3,16,3,28.218,29.998,35.488,,,
2024,3,16,4,29.773,30.294,35.203,,,
2024,3,16,5,33.474,31.452,35.866,,,
2024,3,16,6,38.974,33.861,38.206,,,
2024,3,16,7,40.338,34.695,41.911,,,
2024,3,16,8,37.631,34.655,45.590,,,
2024,3,16,9,34.923,34.628,48.565,,,
2024,3,16,10,33.538,34.520,50.364,,,
2024,3,16,11,32.226,34.009,51.297,,,
2024,3,16,12,31.105,33.430,51.121,,,
2024,3,16,13,30.048,33.067,52.230,,,
2024,3,16,14,29.307,32.717,51.892,,,
2024,3,16,15,29.223,32.219,49.417,,,
2024,3,16,16,29.170,31.667,48.538,,,
2024,3,16,17,29.878,32.152,48.051,,,
2024,3,16,18,32.501,34.682,48.647,,,
2024,3,16,19,35.949,41.707,53.515,,,
2024,3,16,20,35.399,41.895,54.530,,,
2024,3,16,21,34.289,40.899,52.988,,,
2024,3,16,22,31.243,38.316,49.282,,,
2024,3,16,23,28.398,35.234,44.819,,,
2024,3,16,24,27.382,32.528,40.478,,,
