Year,Month,Day,Period,313_rtpv_3,118_rtpv,118_rtpv_6,313_rtpv_9,320_rtpv,118_rtpv_8,313_rtpv_12,313_rtpv,313_rtpv_6,313_rtpv_11,320_rtpv_2,313_rtpv_2,320_rtpv_4,313_rtpv_10,213_rtpv,313_rtpv_7,308_rtpv,313_rtpv_5,313_rtpv_13,118_rtpv_7,320_rtpv_3,118_rtpv_4,320_rtpv_5,118_rtpv_3,118_rtpv_5,118_rtpv_2,313_rtpv_4,118_rtpv_10,320_rtpv_6,313_rtpv_8,118_rtpv_9
2024,2,9,10,36.8,5.8,5.8,37.2,16.0,6.4,16.0,58.3,36.8,37.8,16.0,36.0,16.1,38.5,7.9,37.3,59.2,35.5,16.0,6.5,16.2,5.9,17.4,5.7,5.6,5.8,36.6,2.6,5.5,36.5,5.9
2024,2,9,11,42.6,6.6,6.6,44.6,18.9,7.6,18.8,67.2,43.7,44.9,18.8,43.6,19.1,45.6,9.0,44.7,67.5,43.2,19.1,7.7,19.1,6.7,20.7,6.6,6.4,6.6,43.9,3.1,6.4,43.4,7.0
2024,2,9,12,45.8,7.1,7.1,48.0,20.2,8.3,20.2,71.5,47.3,48.1,20.1,46.9,20.4,48.9,9.3,48.0,71.5,46.4,21.0,8.4,20.4,7.1,22.8,7.2,7.0,7.1,46.6,3.4,6.9,47.1,7.6
2024,2,9,13,46.9,6.9,6.9,46.6,19.8,8.3,19.8,72.8,47.2,47.9,19.8,47.4,20.3,48.5,9.2,46.6,72.8,46.9,20.8,8.4,20.0,7.0,22.4,6.7,6.6,6.9,46.3,3.4,6.6,47.0,7.5
2024,2,9,14,43.1,6.1,6.1,42.4,18.2,7.8,18.2,66.3,43.3,43.6,18.1,43.6,18.5,44.5,8.1,42.4,66.3,43.1,19.0,7.9,18.4,6.2,20.5,6.2,6.0,6.1,43.1,3.2,6.0,43.0,6.9
2024,2,9,15,37.5,5.2,5.2,36.9,15.0,6.4,15.0,56.5,36.2,36.6,15.0,36.6,15.5,37.1,6.8,36.9,56.5,36.3,15.4,6.5,15.3,5.2,16.7,5.0,4.9,5.2,36.1,2.6,4.8,35.9,5.7
2024,2,9,16,23.3,3.2,3.2,23.9,9.5,4.1,9.5,36.2,23.0,23.3,9.5,23.0,9.8,23.7,4.0,23.9,36.3,22.5,10.1,4.2,9.8,3.3,10.8,3.2,3.1,3.2,23.0,1.7,3.2,22.5,3.6
2024,2,9,17,6.8,0.4,0.3,7.3,1.6,1.2,1.7,11.1,7.0,6.9,1.6,7.0,3.0,7.2,0.1,7.4,11.1,6.4,2.9,1.2,2.9,0.5,2.9,0.6,0.7,0.5,7.0,0.5,0.7,5.4,1.1
2024,2,9,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,9,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,9,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,9,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,9,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,9,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,9,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,8,11.1,2.0,2.0,12.4,5.1,2.2,5.1,17.9,11.6,11.9,5.1,12.0,5.2,12.2,2.8,12.4,17.8,11.6,5.3,2.3,5.3,2.0,5.8,2.0,1.9,2.0,11.5,0.9,1.9,11.4,2.0
2024,2,10,9,25.5,4.2,4.1,26.6,11.4,4.7,11.4,40.7,25.0,26.6,11.4,26.9,11.4,27.2,5.7,26.7,40.6,26.4,11.5,4.9,11.7,4.2,12.6,4.1,3.9,4.2,25.1,1.9,3.9,25.0,4.0
2024,2,10,10,36.5,5.5,5.5,38.8,16.1,6.6,16.1,56.7,37.2,38.2,16.1,37.7,16.4,39.1,7.8,38.9,56.6,37.2,16.1,6.8,16.3,5.6,17.4,5.4,5.3,5.5,36.0,2.7,5.3,37.2,5.7
2024,2,10,11,43.3,6.6,6.6,45.3,18.9,7.7,18.8,66.5,43.9,45.1,18.8,44.5,19.2,45.8,9.1,45.3,66.5,44.3,19.3,8.0,19.1,6.7,20.9,6.6,6.4,6.6,43.4,3.2,6.4,43.9,6.8
2024,2,10,12,46.2,6.9,6.9,49.1,20.2,8.4,20.2,71.4,47.3,47.8,20.2,49.0,20.3,48.6,9.6,49.2,71.4,48.8,20.4,8.7,20.5,7.0,22.2,7.1,6.9,6.8,48.2,3.5,6.9,47.3,7.4
2024,2,10,13,46.3,6.8,6.8,49.1,20.0,8.2,20.0,73.0,47.3,47.2,20.0,48.6,20.0,47.9,9.3,49.1,73.0,48.2,20.2,8.5,20.4,6.9,21.9,6.9,6.8,6.8,47.6,3.4,6.7,47.3,7.3
2024,2,10,14,43.8,6.2,6.2,44.3,18.2,7.7,18.2,68.1,43.2,43.6,18.2,43.5,18.5,44.4,8.1,44.3,68.1,42.9,18.5,7.9,18.5,6.3,20.0,6.3,6.2,6.2,43.3,3.2,6.2,43.7,6.8
2024,2,10,15,35.4,5.1,5.1,36.2,14.9,6.4,14.9,57.2,35.4,35.9,14.9,35.3,15.1,36.1,6.5,36.2,57.2,34.9,15.5,6.7,15.2,5.1,16.9,5.2,5.0,5.1,34.7,2.6,5.0,35.2,5.6
2024,2,10,16,22.9,3.2,3.2,24.4,9.5,4.1,9.5,37.5,23.1,23.6,9.5,23.4,10.0,24.0,4.0,24.5,37.6,22.9,10.1,4.2,9.8,3.2,10.7,3.3,3.1,3.2,22.7,1.7,3.2,22.8,3.7
2024,2,10,17,7.1,0.5,0.3,7.7,1.4,1.2,1.4,11.5,7.2,7.2,1.4,7.3,3.1,7.5,0.1,7.7,11.5,7.0,3.0,1.3,3.0,0.5,3.3,0.6,0.7,0.5,7.2,0.5,0.7,6.2,1.1
2024,2,10,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,8,11.7,2.1,2.0,12.7,5.5,2.4,5.4,18.7,12.5,13.4,5.4,12.7,5.5,12.8,2.9,12.7,18.6,12.3,5.5,2.5,5.9,2.1,6.0,2.0,1.9,2.1,12.1,1.0,1.9,12.6,2.1
2024,2,11,9,27.1,4.2,4.2,27.3,11.8,5.0,11.8,42.1,27.8,29.2,11.8,28.2,11.7,27.9,5.7,27.3,42.0,27.6,11.4,5.1,12.5,4.0,12.4,4.1,4.0,4.2,27.3,2.0,4.0,28.4,4.4
2024,2,11,10,39.7,5.7,5.7,39.0,16.7,7.0,16.6,61.3,39.9,39.6,16.7,40.5,15.8,38.0,7.8,39.0,61.3,39.9,15.7,7.3,17.4,5.8,16.9,5.8,5.7,5.7,38.9,2.9,5.6,40.9,6.4
2024,2,11,11,47.8,6.8,6.8,46.6,19.4,8.3,19.4,71.1,46.9,48.5,19.4,48.1,18.7,46.4,8.9,46.6,71.0,47.7,18.5,8.6,20.2,6.9,19.9,6.9,6.7,6.8,46.4,3.4,6.7,48.0,7.5
2024,2,11,12,51.2,7.3,7.3,51.4,20.7,8.8,20.7,78.3,50.6,53.4,20.7,52.1,21.3,51.0,9.4,51.4,78.2,51.5,20.8,9.2,21.5,7.4,22.5,7.5,7.3,7.3,49.8,3.6,7.2,51.9,8.0
2024,2,11,13,50.0,7.3,7.3,51.6,20.4,8.8,20.4,80.0,50.3,53.9,20.4,51.7,21.4,51.4,9.4,51.7,80.0,51.1,21.2,9.1,21.2,7.4,22.8,7.2,7.0,7.3,49.6,3.6,7.0,51.5,8.0
2024,2,11,14,46.9,6.6,6.6,47.5,19.1,8.1,19.1,71.2,46.7,50.1,19.1,47.3,19.8,47.6,8.4,47.6,71.2,46.8,19.6,8.4,19.9,6.7,21.1,6.5,6.4,6.6,46.2,3.3,6.4,47.8,7.2
2024,2,11,15,37.6,5.1,5.1,38.4,14.9,6.4,14.9,59.1,37.0,40.2,14.9,36.6,15.9,38.2,6.7,38.4,59.1,36.1,15.5,6.6,15.7,5.2,16.7,5.3,5.2,5.1,36.6,2.6,5.2,37.8,5.7
2024,2,11,16,24.6,3.3,3.2,26.0,9.9,4.3,10.0,38.8,24.8,27.2,9.9,24.7,10.7,25.7,4.0,26.0,38.8,22.8,10.7,4.2,10.7,3.3,11.5,3.5,3.3,3.3,24.2,1.8,3.4,25.1,3.1
2024,2,11,17,5.5,0.5,0.3,8.2,2.2,1.4,2.2,12.1,7.7,8.4,2.2,7.3,3.4,8.1,0.2,8.2,12.2,1.0,3.2,0.5,3.3,0.6,3.6,0.8,0.8,0.5,7.4,0.6,0.8,7.4,0.4
2024,2,11,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,11,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,8,0.1,2.1,2.1,0.0,0.0,0.0,0.0,6.4,0.0,14.1,0.0,0.0,0.0,0.0,3.0,0.0,6.4,0.0,4.2,0.0,0.0,2.1,0.7,2.1,2.0,2.1,0.0,0.0,2.0,0.0,0.0
2024,2,12,9,14.2,4.3,4.2,0.2,0.5,0.1,0.5,28.5,0.2,31.4,0.5,0.2,0.1,0.2,6.0,0.2,28.5,0.2,5.8,1.9,0.1,4.3,2.4,4.2,4.2,4.2,0.3,0.0,4.1,0.2,0.0
2024,2,12,10,12.4,6.0,5.9,8.2,0.4,0.2,0.4,34.2,0.7,44.5,0.4,0.9,0.4,8.2,8.3,8.2,34.2,1.0,3.0,1.3,0.3,6.0,3.5,6.0,5.9,6.0,1.9,0.1,5.8,32.5,0.2
2024,2,12,11,46.8,7.0,7.0,33.4,0.7,0.3,0.7,75.0,17.8,53.0,0.7,8.4,0.7,33.6,9.7,33.4,75.0,6.5,13.0,1.7,0.8,7.2,0.8,7.1,6.9,7.0,39.8,0.1,6.9,47.5,0.3
2024,2,12,12,51.0,7.6,7.6,44.3,3.8,0.3,3.8,80.1,45.4,57.1,3.8,19.0,6.7,44.1,10.3,44.3,80.0,9.4,18.5,0.3,1.0,7.7,0.9,7.4,7.3,7.6,51.4,0.1,7.2,54.2,0.4
2024,2,12,13,51.8,7.6,7.7,54.0,3.0,6.4,3.0,81.0,52.7,57.1,3.0,21.2,11.0,53.6,10.0,54.0,81.0,28.0,21.1,3.5,0.8,7.7,0.8,7.5,7.3,7.6,51.1,2.6,7.3,54.3,0.2
2024,2,12,14,47.1,7.0,7.0,49.7,15.5,6.9,15.5,74.8,48.6,52.8,15.5,26.6,20.8,49.6,9.0,49.7,74.9,46.7,19.5,2.2,0.4,7.1,0.4,6.9,6.7,7.0,47.3,2.8,6.7,49.8,0.2
2024,2,12,15,38.4,5.4,5.4,40.1,13.8,1.6,13.8,61.4,38.9,42.5,13.8,38.5,16.6,39.8,6.9,40.1,61.5,38.8,16.4,0.1,0.1,5.5,17.5,5.4,5.3,5.4,38.7,0.7,5.3,39.8,0.0
2024,2,12,16,24.4,3.5,3.5,8.7,10.4,4.2,10.5,39.4,0.2,22.5,10.4,1.2,0.4,8.7,4.3,8.7,39.5,16.2,8.5,4.5,1.5,3.5,0.0,3.6,3.5,3.5,16.7,1.7,3.5,20.1,3.8
2024,2,12,17,7.7,0.6,0.4,7.5,1.5,1.4,1.5,12.5,0.1,8.3,1.4,0.0,0.4,7.5,0.2,7.5,12.5,1.5,1.0,1.4,0.0,0.7,0.0,0.9,0.9,0.6,7.6,0.6,1.0,7.8,0.6
2024,2,12,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,12,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,13,8,12.1,2.2,2.1,13.6,5.7,2.5,5.6,19.6,12.8,14.5,5.7,13.4,5.8,13.7,3.1,13.6,19.5,13.2,5.8,2.5,6.0,2.3,6.2,2.2,2.1,2.2,12.7,1.0,2.2,13.1,2.2
2024,2,13,9,27.7,4.4,4.4,29.4,12.0,5.3,12.0,43.7,27.8,31.5,12.0,29.0,12.5,29.6,6.0,29.4,43.6,28.7,12.3,5.3,12.6,4.6,13.1,4.4,4.3,4.4,28.1,2.2,4.5,28.7,4.4
2024,2,13,10,40.1,6.0,6.0,41.6,16.9,7.3,16.9,62.8,38.0,44.2,16.9,41.4,17.5,41.8,8.3,41.7,62.7,41.3,17.2,7.3,17.6,6.3,18.3,6.0,5.9,6.0,38.8,3.0,6.2,39.2,6.3
2024,2,13,11,47.9,6.7,6.8,48.1,19.5,8.1,19.5,73.2,45.6,51.8,19.5,49.3,20.5,48.9,9.4,48.2,73.1,49.4,20.1,8.2,20.2,7.1,21.2,7.0,6.9,6.7,47.7,3.4,7.1,47.0,7.4
2024,2,13,12,50.8,7.0,7.0,50.5,20.7,8.9,20.7,76.4,49.6,54.1,20.7,52.3,21.4,51.2,9.7,50.6,76.4,52.3,21.3,9.0,21.4,7.3,22.5,7.6,7.5,6.9,52.0,3.7,7.8,51.0,7.9
2024,2,13,13,50.6,7.1,7.1,51.0,20.9,9.1,20.9,75.8,49.9,54.4,20.9,52.1,21.4,51.3,9.4,51.0,75.9,52.1,21.0,9.2,21.6,7.4,22.1,7.5,7.4,7.1,51.2,3.8,7.7,51.6,8.0
2024,2,13,14,46.1,6.7,6.8,47.2,19.1,8.5,19.1,72.9,46.3,50.6,19.1,48.5,20.0,47.9,8.7,47.2,73.0,48.3,19.9,8.6,19.8,7.1,20.9,6.8,6.7,6.7,47.1,3.5,7.0,47.8,7.4
2024,2,13,15,39.0,5.5,5.6,40.7,16.3,7.0,16.3,60.0,39.3,44.0,16.3,40.2,17.1,41.2,7.1,40.7,60.1,40.1,16.8,7.1,17.0,5.9,17.8,5.7,5.6,5.5,39.6,2.9,5.9,40.6,6.1
2024,2,13,16,23.3,3.3,3.2,25.9,9.9,4.4,9.9,38.0,24.4,28.0,9.9,25.3,10.7,25.7,4.3,26.0,38.1,24.8,10.7,4.4,10.8,3.4,11.3,3.6,3.5,3.3,24.1,1.8,3.8,25.0,3.8
