Year,Month,Day,Period,309_wind,122_wind,303_wind,317_wind
2024,3,10,21,107.7,515.9,443.8,663.4
2024,3,10,22,74.0,643.0,463.1,693.0
2024,3,10,23,67.8,558.4,511.6,700.3
2024,3,10,24,100.1,541.8,698.9,666.8
2024,3,11,1,100.1,597.0,679.8,644.4
2024,3,11,2,112.3,613.5,717.0,717.4
2024,3,11,3,124.6,547.3,751.1,753.8
2024,3,11,4,112.3,693.2,754.1,782.7
2024,3,11,5,127.4,667.2,753.9,783.5
2024,3,11,6,146.5,608.2,784.2,789.7
2024,3,11,7,145.7,682.0,806.5,794.8
2024,3,11,8,147.5,686.2,839.9,797.0
2024,3,11,9,147.8,694.6,833.9,795.6
2024,3,11,10,143.1,605.6,720.4,793.2
2024,3,11,11,146.2,628.2,805.8,751.1
2024,3,11,12,140.7,390.0,672.5,727.0
2024,3,11,13,142.2,159.4,599.6,656.2
2024,3,11,14,135.7,112.3,582.6,556.5
2024,3,11,15,132.5,87.1,647.4,529.9
2024,3,11,16,116.3,157.3,760.8,510.2
2024,3,11,17,139.0,103.8,761.3,472.7
2024,3,11,18,144.4,331.4,771.5,489.2
2024,3,11,19,142.2,280.1,659.0,640.2
2024,3,11,20,128.7,619.9,739.4,711.7
2024,3,11,21,133.4,689.8,813.3,776.4
2024,3,11,22,144.2,691.1,820.5,781.7
2024,3,11,23,147.1,698.6,833.4,778.4
2024,3,11,24,147.2,696.3,836.2,785.8
2024,3,12,1,147.0,709.1,822.2,793.3
2024,3,12,2,145.9,713.5,818.9,799.1
2024,3,12,3,147.0,708.6,820.6,798.1
2024,3,12,4,147.9,713.5,822.5,797.4
2024,3,12,5,147.7,713.5,737.5,799.0
2024,3,12,6,147.6,713.5,831.3,795.8
2024,3,12,7,146.1,713.0,805.0,797.5
2024,3,12,8,146.9,712.9,795.6,796.9
2024,3,12,9,147.6,711.7,731.7,779.5
2024,3,12,10,145.9,705.3,791.3,796.8
2024,3,12,11,146.0,698.3,796.2,783.6
2024,3,12,12,141.8,697.2,742.6,773.4
2024,3,12,13,145.0,623.1,762.3,765.7
2024,3,12,14,112.9,674.2,661.3,760.5
2024,3,12,15,96.6,572.9,667.3,759.7
2024,3,12,16,120.8,614.1,463.7,625.6
2024,3,12,17,137.2,673.5,652.5,733.9
2024,3,12,18,128.7,614.7,561.7,692.1
2024,3,12,19,121.2,626.6,470.8,587.6
2024,3,12,20,107.3,603.4,561.8,598.1
2024,3,12,21,114.0,575.5,593.7,560.6
2024,3,12,22,118.0,594.2,521.8,530.1
2024,3,12,23,119.1,382.1,297.4,629.6
2024,3,12,24,108.2,434.7,521.2,497.7
2024,3,13,1,115.1,345.9,333.1,353.8
2024,3,13,2,112.0,218.0,368.1,297.3
2024,3,13,3,99.5,175.3,362.9,248.5
2024,3,13,4,97.8,112.8,226.3,175.6
2024,3,13,5,80.1,164.8,265.5,138.2
2024,3,13,6,52.7,214.7,188.6,210.0
2024,3,13,7,33.5,130.2,134.0,197.3
2024,3,13,8,31.3,48.3,113.7,127.9
2024,3,13,9,29.3,31.8,124.4,101.1
2024,3,13,10,16.9,2.5,41.8,22.2
2024,3,13,11,9.8,2.7,5.6,5.8
2024,3,13,12,5.1,2.6,10.5,2.1
2024,3,13,13,6.1,1.3,34.2,0.0
2024,3,13,14,8.0,6.1,57.1,0.1
2024,3,13,15,4.1,6.5,32.7,0.0
2024,3,13,16,5.5,26.0,25.4,12.3
2024,3,13,17,4.8,0.8,32.6,17.7
2024,3,13,18,10.9,13.2,27.1,126.2
2024,3,13,19,10.2,5.5,27.0,20.7
2024,3,13,20,6.9,38.6,17.8,177.6
2024,3,13,21,6.8,75.1,10.6,157.3
2024,3,13,22,6.4,121.8,1.0,111.7
2024,3,13,23,0.0,107.1,25.8,166.5
2024,3,13,24,0.0,177.6,11.6,119.2
2024,3,14,1,0.0,219.7,15.1,129.2
2024,3,14,2,0.3,205.1,20.6,163.7
2024,3,14,3,1.4,199.4,119.1,136.5
2024,3,14,4,15.1,180.8,146.8,68.1
2024,3,14,5,33.8,107.1,220.8,95.6
2024,3,14,6,36.7,74.4,297.0,18.2
2024,3,14,7,30.5,49.0,328.1,3.2
2024,3,14,8,22.8,54.8,313.3,1.1
2024,3,14,9,23.8,15.3,305.7,0.2
2024,3,14,10,21.8,0.0,201.9,0.0
2024,3,14,11,19.2,7.9,224.3,0.0
2024,3,14,12,13.4,10.2,188.5,0.2
2024,3,14,13,8.1,5.9,136.7,3.7
2024,3,14,14,2.2,17.3,92.0,3.9
2024,3,14,15,0.7,2.0,85.0,14.2
2024,3,14,16,0.8,0.5,164.7,10.7
2024,3,14,17,0.5,2.1,261.2,30.1
2024,3,14,18,0.2,0.0,111.5,17.4
2024,3,14,19,1.6,0.0,80.5,0.0
2024,3,14,20,1.5,0.0,95.7,0.0
2024,3,14,21,0.7,16.8,177.7,0.0
2024,3,14,22,0.9,0.1,226.0,0.0
2024,3,14,23,10.2,0.0,293.2,0.0
2024,3,14,24,33.7,0.0,314.4,0.0
2024,3,15,1,15.7,0.0,367.9,0.0
2024,3,15,2,33.6,0.0,406.4,17.7
2024,3,15,3,44.0,0.0,421.0,49.0
2024,3,15,4,44.5,11.6,414.3,70.6
2024,3,15,5,48.4,33.0,425.1,130.1
2024,3,15,6,46.9,109.6,398.3,245.0
2024,3,15,7,40.2,183.7,328.0,287.5
2024,3,15,8,40.3,224.7,214.1,253.4
2024,3,15,9,37.1,223.3,186.6,267.6
2024,3,15,10,22.6,126.4,159.8,240.7
2024,3,15,11,7.1,108.7,90.2,247.0
2024,3,15,12,8.1,169.7,20.1,333.9
2024,3,15,13,10.9,240.3,0.9,360.6
2024,3,15,14,9.1,304.4,0.0,303.7
2024,3,15,15,6.6,395.1,0.0,234.5
2024,3,15,16,2.8,401.0,0.0,150.1
2024,3,15,17,1.3,325.1,0.0,137.8
2024,3,15,18,0.0,79.1,0.0,10.1
2024,3,15,19,0.0,12.9,0.0,4.8
2024,3,15,20,2.7,3.7,0.0,115.1
2024,3,15,21,71.2,0.0,0.0,57.0
2024,3,15,22,32.3,0.0,0.0,7.5
2024,3,15,23,25.0,0.0,0.0,3.5
2024,3,15,24,29.1,0.0,0.0,26.1
2024,3,16,1,27.1,0.0,26.6,24.9
2024,3,16,2,47.4,0.0,85.8,33.2
2024,3,16,3,64.5,0.0,132.9,30.9
2024,3,16,4,31.5,0.0,93.9,16.3
2024,3,16,5,54.6,0.0,167.6,0.0
2024,3,16,6,51.0,0.0,119.4,0.0
2024,3,16,7,62.2,0.0,118.8,0.0
2024,3,16,8,52.4,0.0,93.4,0.0
2024,3,16,9,42.8,0.0,71.5,0.0
2024,3,16,10,29.7,23.4,42.8,0.0
2024,3,16,11,0.0,17.5,2.5,0.0
2024,3,16,12,0.0,0.0,5.3,0.0
2024,3,16,13,4.7,69.9,54.8,0.0
2024,3,16,14,16.8,118.0,74.4,20.4
2024,3,16,15,11.5,91.4,80.5,97.7
2024,3,16,16,9.8,61.0,69.3,106.3
2024,3,16,17,6.4,29.5,79.2,131.1
2024,3,16,18,2.7,12.5,58.3,78.7
2024,3,16,19,7.1,5.1,36.4,85.4
2024,3,16,20,23.5,45.5,83.0,53.8
2024,3,16,21,23.0,305.3,31.6,359.0
2024,3,16,22,32.0,613.4,19.1,728.5
2024,3,16,23,24.8,670.2,26.3,742.1
2024,3,16,24,24.2,671.2,39.5,756.1
2024,3,17,1,6.8,691.3,7.0,756.7
2024,3,17,2,50.0,695.8,29.1,749.1
2024,3,17,3,45.2,682.1,64.7,748.3
2024,3,17,4,8.9,671.1,62.9,744.6
2024,3,17,5,30.4,661.4,50.9,650.7
2024,3,17,6,57.2,660.6,22.2,601.8
2024,3,17,7,38.3,685.5,83.3,542.2
2024,3,17,8,57.9,530.8,73.4,505.0
2024,3,17,9,58.7,463.0,43.3,530.0
2024,3,17,10,33.6,271.5,0.0,210.8
2024,3,17,11,12.1,47.9,0.0,170.9
2024,3,17,12,1.8,10.6,2.0,132.3
2024,3,17,13,4.8,15.8,11.5,120.6
2024,3,17,14,21.3,0.7,10.4,126.8
2024,3,17,15,22.1,0.8,50.0,134.3
2024,3,17,16,10.9,29.2,90.6,129.0
2024,3,17,17,11.5,163.3,138.1,149.9
2024,3,17,18,17.1,83.4,109.4,129.3
2024,3,17,19,4.1,23.3,44.9,65.6
2024,3,17,20,0.9,0.0,50.6,129.4
2024,3,17,21,11.3,0.0,176.1,0.0
2024,3,17,22,29.0,0.0,127.0,49.3
2024,3,17,23,10.2,3.3,338.0,156.5
2024,3,17,24,23.9,82.0,212.0,202.7
2024,3,18,1,76.5,39.9,233.2,44.3
2024,3,18,2,80.7,265.7,339.8,93.6
2024,3,18,3,92.0,203.3,380.1,115.8
2024,3,18,4,118.2,196.4,533.3,414.1
2024,3,18,5,110.4,165.3,464.8,237.0
2024,3,18,6,111.0,127.4,577.4,250.3
2024,3,18,7,116.4,63.3,622.1,251.4
2024,3,18,8,113.9,12.8,700.9,356.1
2024,3,18,9,121.0,4.2,632.4,398.8
2024,3,18,10,99.3,0.0,335.4,355.5
2024,3,18,11,78.0,1.7,217.6,428.2
2024,3,18,12,62.2,21.5,181.7,302.2
2024,3,18,13,53.3,119.1,219.9,184.8
2024,3,18,14,39.9,86.2,293.0,174.9
2024,3,18,15,82.8,42.8,394.8,220.3
2024,3,18,16,79.4,0.1,638.0,158.2
2024,3,18,17,48.4,80.6,583.6,68.9
2024,3,18,18,19.7,6.6,309.1,18.6
2024,3,18,19,19.7,14.3,183.3,54.0
2024,3,18,20,61.5,287.6,148.7,57.8
2024,3,18,21,51.8,280.1,16.6,284.6
2024,3,18,22,49.3,388.1,4.2,549.6
2024,3,18,23,90.6,412.0,149.4,633.9
2024,3,18,24,67.7,464.3,97.6,605.0
2024,3,19,1,90.5,564.3,42.7,649.2
2024,3,19,2,52.7,433.9,42.3,684.5
2024,3,19,3,28.6,331.1,81.7,705.4
2024,3,19,4,47.2,280.0,78.6,701.3
2024,3,19,5,36.1,555.9,89.6,728.8
2024,3,19,6,28.6,532.1,126.3,714.1
2024,3,19,7,31.4,484.5,124.9,708.0
2024,3,19,8,27.8,328.5,80.4,660.7
2024,3,19,9,71.8,368.6,44.2,567.2
2024,3,19,10,29.8,199.8,14.2,550.2
2024,3,19,11,27.2,208.8,48.2,415.3
2024,3,19,12,61.1,198.4,288.8,304.0
2024,3,19,13,78.0,230.8,152.8,217.9
2024,3,19,14,57.4,251.3,200.3,221.2
2024,3,19,15,16.2,347.1,165.5,387.1
2024,3,19,16,113.5,417.1,574.0,390.8
2024,3,19,17,134.9,378.7,90.1,408.7
2024,3,19,18,116.8,386.4,67.3,431.5
2024,3,19,19,124.1,192.0,22.4,640.4
2024,3,19,20,69.3,187.8,80.6,677.0
2024,3,19,21,65.5,348.3,37.5,466.6
2024,3,19,22,99.1,488.9,113.4,740.1
2024,3,19,23,85.4,337.4,83.5,641.3
2024,3,19,24,54.6,568.2,32.8,444.9
2024,3,20,1,22.0,571.7,10.6,188.9
2024,3,20,2,39.5,346.3,13.3,101.9
2024,3,20,3,83.8,58.6,10.9,14.4
2024,3,20,4,68.4,157.7,9.4,131.0
2024,3,20,5,5.3,188.2,24.7,208.4
2024,3,20,6,0.4,88.3,75.2,134.4
2024,3,20,7,0.0,14.4,85.9,100.0
2024,3,20,8,3.5,5.8,46.5,90.1
2024,3,20,9,5.1,48.2,2.2,59.4
2024,3,20,10,0.0,43.5,0.0,45.3
2024,3,20,11,0.0,46.7,0.0,3.5
2024,3,20,12,0.0,83.0,0.1,2.3
2024,3,20,13,0.0,37.5,12.1,4.4
2024,3,20,14,0.0,8.6,34.6,0.7
2024,3,20,15,0.0,6.1,118.0,3.0
2024,3,20,16,0.5,3.7,14.8,15.2
2024,3,20,17,0.0,40.7,6.7,8.5
2024,3,20,18,2.7,31.7,49.6,1.9
2024,3,20,19,0.0,0.0,35.0,16.4
2024,3,20,20,0.0,46.2,44.0,30.9
2024,3,20,21,0.8,0.0,335.5,92.6
2024,3,20,22,8.1,84.9,340.9,17.0
2024,3,20,23,18.7,139.9,260.6,77.9
2024,3,20,24,32.9,257.5,324.8,188.7
2024,3,21,1,18.6,329.1,397.4,89.4
2024,3,21,2,8.6,275.0,319.8,99.3
2024,3,21,3,15.7,312.1,254.8,132.2
2024,3,21,4,23.7,296.0,50.8,103.8
2024,3,21,5,6.9,186.6,103.2,26.5
2024,3,21,6,6.1,0.2,115.6,30.1
2024,3,21,7,13.0,0.0,108.9,199.1
2024,3,21,8,20.4,7.6,162.5,308.4
2024,3,21,9,24.4,37.4,453.6,363.0
2024,3,21,10,13.1,131.9,439.2,431.6
2024,3,21,11,10.5,191.6,142.1,489.5
2024,3,21,12,9.7,313.0,1.5,494.5
2024,3,21,13,1.0,465.5,25.4,454.2
2024,3,21,14,1.5,514.7,17.7,419.4
2024,3,21,15,8.2,503.8,12.7,367.6
2024,3,21,16,6.9,417.8,6.3,381.0
2024,3,21,17,15.1,335.9,14.6,338.7
2024,3,21,18,9.9,247.7,41.1,45.9
2024,3,21,19,3.3,137.2,113.6,28.9
2024,3,21,20,4.1,148.1,235.3,86.6
2024,3,21,21,10.9,251.8,323.0,37.4
2024,3,21,22,26.7,201.9,361.7,41.3
2024,3,21,23,12.9,189.1,362.7,130.7
2024,3,21,24,20.6,127.6,424.1,123.7
2024,3,22,1,7.5,59.7,388.2,57.6
2024,3,22,2,6.1,31.8,262.2,43.0
2024,3,22,3,6.8,24.1,249.6,23.7
2024,3,22,4,17.3,38.7,246.4,23.2
2024,3,22,5,19.5,31.9,259.2,11.6
2024,3,22,6,18.1,24.9,273.9,17.3
2024,3,22,7,19.8,37.3,298.7,22.8
2024,3,22,8,16.7,13.0,355.6,30.8
2024,3,22,9,20.5,5.7,358.9,28.4
2024,3,22,10,11.7,22.8,226.7,15.6
2024,3,22,11,12.4,11.6,141.8,1.5
2024,3,22,12,10.5,3.2,118.7,0.0
2024,3,22,13,7.2,7.3,98.1,0.0
2024,3,22,14,10.0,9.4,81.9,0.1
2024,3,22,15,6.6,11.1,78.8,0.2
2024,3,22,16,1.4,16.1,73.5,1.2
2024,3,22,17,0.1,15.4,64.7,3.0
2024,3,22,18,6.9,17.0,121.1,0.0
2024,3,22,19,2.1,27.5,138.4,1.9
2024,3,22,20,0.0,9.8,198.4,2.5
2024,3,22,21,1.0,1.7,295.7,22.8
2024,3,22,22,6.9,1.7,300.2,33.8
2024,3,22,23,0.7,15.8,358.7,16.6
2024,3,22,24,0.0,15.1,407.2,20.1
2024,3,23,1,0.0,20.4,422.3,35.7
2024,3,23,2,0.0,12.9,298.3,47.2
2024,3,23,3,0.8,9.6,218.8,20.5
2024,3,23,4,18.3,9.9,191.6,3.4
2024,3,23,5,21.8,0.0,176.8,1.0
2024,3,23,6,35.4,0.0,286.4,1.5
2024,3,23,7,39.7,0.0,391.3,0.1
2024,3,23,8,45.8,2.1,479.6,0.7
2024,3,23,9,42.9,2.7,373.2,3.7
2024,3,23,10,21.5,18.9,220.7,0.0
2024,3,23,11,17.6,2.3,185.7,0.0
2024,3,23,12,7.6,1.3,110.6,0.0
2024,3,23,13,2.5,0.0,37.1,0.3
2024,3,23,14,2.2,0.5,76.8,0.8
2024,3,23,15,1.7,0.0,53.5,0.1
2024,3,23,16,0.4,0.0,50.7,0.0
2024,3,23,17,1.0,0.0,79.6,19.2
2024,3,23,18,2.2,0.0,58.3,49.0
2024,3,23,19,7.8,0.0,87.4,37.0
2024,3,23,20,6.3,0.0,125.8,29.1
2024,3,23,21,2.7,19.4,122.8,32.0
2024,3,23,22,0.0,102.9,112.7,65.0
2024,3,23,23,0.1,360.7,80.8,144.0
2024,3,23,24,0.6,434.8,32.4,211.0
2024,3,24,1,25.4,450.9,43.8,158.4
2024,3,24,2,33.1,371.3,46.5,85.1
2024,3,24,3,23.6,271.2,50.8,70.8
2024,3,24,4,6.8,220.7,74.1,31.2
2024,3,24,5,22.7,193.3,41.4,12.3
2024,3,24,6,17.5,113.8,31.5,12.0
2024,3,24,7,13.1,51.2,25.2,21.0
2024,3,24,8,5.8,27.2,34.4,47.1
2024,3,24,9,3.3,4.9,16.7,35.6
2024,3,24,10,2.3,0.0,0.0,18.4
2024,3,24,11,0.1,0.0,0.3,33.3
2024,3,24,12,0.0,0.0,0.9,57.7
2024,3,24,13,2.2,0.0,0.8,38.1
2024,3,24,14,5.4,0.1,16.2,24.6
2024,3,24,15,9.8,0.3,64.5,20.1
2024,3,24,16,2.5,1.6,62.9,15.4
2024,3,24,17,3.2,1.6,134.2,18.0
2024,3,24,18,71.1,93.0,591.2,166.7
2024,3,24,19,41.3,23.8,395.8,99.7
2024,3,24,20,34.3,41.8,461.3,127.8
2024,3,24,21,46.4,50.6,586.3,183.0
2024,3,24,22,58.1,145.4,730.7,245.1
2024,3,24,23,86.0,265.5,731.5,285.0
2024,3,24,24,82.3,192.6,707.0,268.0
2024,3,25,1,107.9,103.8,568.7,322.2
2024,3,25,2,132.2,204.6,570.7,389.7
2024,3,25,3,125.3,182.2,578.6,348.8
2024,3,25,4,119.4,305.4,499.9,330.5
2024,3,25,5,83.2,331.7,289.1,292.1
2024,3,25,6,65.8,308.9,132.9,310.5
2024,3,25,7,57.5,304.3,86.1,270.9
2024,3,25,8,92.6,105.0,116.8,295.9
2024,3,25,9,63.7,14.1,195.1,118.6
2024,3,25,10,21.5,1.8,218.4,18.7
2024,3,25,11,17.0,4.4,291.4,16.0
2024,3,25,12,17.2,4.0,386.3,22.2
2024,3,25,13,10.8,2.1,330.6,8.7
2024,3,25,14,4.1,1.0,257.7,0.0
2024,3,25,15,1.1,2.3,220.5,0.0
2024,3,25,16,0.0,2.0,172.1,0.1
2024,3,25,17,0.3,2.6,126.3,0.0
2024,3,25,18,4.9,42.4,62.8,1.6
2024,3,25,19,5.4,43.5,45.3,6.3
2024,3,25,20,31.6,157.2,22.6,86.1
2024,3,25,21,79.8,592.8,23.0,640.1
2024,3,25,22,61.3,646.0,20.5,731.1
2024,3,25,23,22.7,656.8,6.4,738.1
2024,3,25,24,54.6,668.6,26.4,732.8
2024,3,26,1,51.0,667.8,49.9,698.0
2024,3,26,2,71.8,650.3,124.0,724.1
2024,3,26,3,96.8,639.1,234.1,722.2
2024,3,26,4,127.2,633.1,301.9,699.3
2024,3,26,5,132.9,636.7,376.4,662.1
2024,3,26,6,113.7,634.7,412.8,667.5
2024,3,26,7,102.7,633.3,354.6,642.8
2024,3,26,8,93.6,630.9,189.6,602.5
2024,3,26,9,63.5,625.0,39.6,577.5
2024,3,26,10,12.5,541.7,3.1,532.5
2024,3,26,11,14.9,434.8,5.1,460.7
2024,3,26,12,12.5,317.8,18.6,216.0
2024,3,26,13,6.5,211.7,41.5,174.4
2024,3,26,14,6.7,151.1,49.8,219.6
2024,3,26,15,6.7,148.1,38.1,238.5
2024,3,26,16,5.6,132.7,75.2,164.4
2024,3,26,17,11.8,197.2,205.0,201.3
2024,3,26,18,41.6,432.5,127.9,438.0
2024,3,26,19,26.3,561.1,144.0,514.2
2024,3,26,20,6.4,611.5,164.8,667.6
2024,3,26,21,120.5,649.6,401.9,713.2
2024,3,26,22,140.0,664.2,428.7,737.8
2024,3,26,23,142.6,668.8,579.4,701.4
2024,3,26,24,131.7,677.7,516.6,649.7
2024,3,27,1,138.8,688.3,426.6,564.1
2024,3,27,2,119.0,610.1,554.8,516.6
2024,3,27,3,116.9,494.9,661.8,719.9
2024,3,27,4,124.8,553.4,647.1,761.2
2024,3,27,5,113.2,628.9,607.5,761.5
2024,3,27,6,100.8,636.0,521.0,762.2
2024,3,27,7,98.7,621.1,424.0,779.1
2024,3,27,8,118.8,479.1,457.5,717.0
2024,3,27,9,122.9,603.3,389.9,771.1
2024,3,27,10,119.8,681.8,522.7,732.5
2024,3,27,11,111.5,616.5,391.7,742.4
2024,3,27,12,51.6,496.0,401.3,682.6
2024,3,27,13,30.4,335.0,508.1,640.7
2024,3,27,14,20.4,177.6,544.5,592.4
2024,3,27,15,33.7,179.4,521.4,319.9
2024,3,27,16,42.2,130.9,464.8,159.3
2024,3,27,17,37.3,300.1,383.5,349.5
2024,3,27,18,12.1,289.7,312.5,122.6
2024,3,27,19,6.7,119.6,158.6,50.4
2024,3,27,20,7.1,67.8,114.8,35.5
2024,3,27,21,2.3,74.5,566.4,34.0
2024,3,27,22,71.6,9.3,799.9,53.3
2024,3,27,23,84.9,5.1,583.0,22.3
2024,3,27,24,106.1,9.9,451.4,4.6
2024,3,28,1,107.7,38.4,36.8,20.0
2024,3,28,2,63.3,251.9,7.4,102.7
2024,3,28,3,11.5,269.9,7.8,158.4
2024,3,28,4,12.3,116.9,6.1,33.3
2024,3,28,5,11.0,36.3,10.4,1.4
2024,3,28,6,34.9,13.2,5.2,0.0
2024,3,28,7,26.4,6.5,34.3,0.0
2024,3,28,8,17.1,0.8,50.0,0.2
2024,3,28,9,17.7,1.5,38.2,3.1
2024,3,28,10,13.7,1.0,40.2,14.6
2024,3,28,11,2.6,16.9,43.2,98.8
2024,3,28,12,9.3,10.1,37.3,156.8
2024,3,28,13,17.6,25.0,60.7,133.1
2024,3,28,14,11.8,36.7,55.9,110.3
2024,3,28,15,10.1,34.6,51.3,59.5
2024,3,28,16,17.4,2.9,14.4,13.4
2024,3,28,17,28.6,0.0,4.3,2.5
2024,3,28,18,0.7,155.4,30.1,114.7
2024,3,28,19,7.5,252.9,64.5,182.5
2024,3,28,20,51.5,332.1,188.4,264.7
2024,3,28,21,38.3,468.6,164.5,405.5
2024,3,28,22,82.0,559.0,70.8,537.9
2024,3,28,23,91.7,597.0,406.1,625.5
2024,3,28,24,79.6,653.2,602.8,649.8
2024,3,29,1,95.7,696.0,686.6,731.1
2024,3,29,2,103.3,699.7,356.3,748.5
2024,3,29,3,110.2,692.7,359.7,709.1
2024,3,29,4,121.5,685.7,640.2,695.8
2024,3,29,5,123.8,679.2,736.8,540.8
2024,3,29,6,130.6,670.7,689.3,645.0
2024,3,29,7,127.5,671.5,721.8,700.6
2024,3,29,8,114.6,581.1,715.5,747.5
2024,3,29,9,93.7,608.6,624.7,672.0
2024,3,29,10,86.5,573.4,519.4,692.5
2024,3,29,11,104.9,585.5,603.7,621.6
2024,3,29,12,98.2,495.8,534.2,593.3
2024,3,29,13,65.9,448.3,464.4,398.1
2024,3,29,14,39.0,336.5,442.7,439.0
2024,3,29,15,61.5,332.8,449.3,268.3
2024,3,29,16,82.2,239.6,405.8,254.5
2024,3,29,17,41.4,291.7,323.9,288.7
2024,3,29,18,33.8,22.4,77.4,22.1
2024,3,29,19,29.6,8.4,128.5,5.1
2024,3,29,20,25.4,14.0,125.7,40.8
2024,3,29,21,25.2,11.2,156.3,39.6
2024,3,29,22,8.2,67.4,78.6,0.0
2024,3,29,23,10.2,10.7,34.3,0.0
2024,3,29,24,21.5,31.7,95.8,3.2
2024,3,30,1,26.1,353.2,143.2,114.0
2024,3,30,2,17.4,590.7,20.5,367.3
2024,3,30,3,9.0,525.5,21.3,492.2
2024,3,30,4,0.8,481.3,103.3,722.0
2024,3,30,5,0.6,423.0,180.1,718.7
2024,3,30,6,2.3,335.0,195.6,704.8
2024,3,30,7,1.0,246.2,207.7,620.1
2024,3,30,8,0.0,201.4,177.5,488.1
2024,3,30,9,0.0,172.9,77.5,435.4
2024,3,30,10,0.0,122.5,20.2,363.5
2024,3,30,11,0.0,103.5,11.9,219.8
2024,3,30,12,0.4,131.1,19.8,256.0
2024,3,30,13,3.1,143.1,53.6,246.3
2024,3,30,14,2.2,176.7,82.3,115.8
2024,3,30,15,1.5,122.3,104.8,119.9
2024,3,30,16,1.1,68.8,128.7,112.6
2024,3,30,17,1.9,69.3,127.1,124.5
2024,3,30,18,5.6,46.3,214.8,41.7
2024,3,30,19,7.8,54.8,181.4,33.2
2024,3,30,20,8.6,134.8,198.4,54.9
2024,3,30,21,51.5,522.5,324.2,251.1
2024,3,30,22,91.5,634.3,334.8,529.7
2024,3,30,23,48.0,631.5,320.1,657.6
2024,3,30,24,20.8,611.8,248.2,704.6
2024,3,31,1,13.9,570.3,216.3,700.8
2024,3,31,2,3.5,569.2,286.8,708.9
2024,3,31,3,8.7,612.7,299.2,682.9
2024,3,31,4,4.8,640.9,189.4,643.5
2024,3,31,5,4.2,309.9,121.9,234.5
2024,3,31,6,80.5,438.7,89.5,608.3
2024,3,31,7,47.7,235.8,27.8,281.3
2024,3,31,8,45.4,171.2,25.5,507.5
2024,3,31,9,42.9,363.5,11.2,335.7
2024,3,31,10,10.2,498.4,1.2,273.2
2024,3,31,11,8.4,465.5,1.3,327.7
2024,3,31,12,6.8,139.9,121.4,211.7
2024,3,31,13,11.3,168.2,205.8,154.5
2024,3,31,14,31.2,18.0,250.7,201.0
2024,3,31,15,17.0,42.1,198.3,120.1
2024,3,31,16,8.0,121.7,203.4,107.7
2024,3,31,17,12.8,147.5,172.7,0.0
2024,3,31,18,1.8,0.0,47.5,0.0
2024,3,31,19,4.3,0.0,91.7,14.5
2024,3,31,20,15.7,0.0,77.4,254.2
2024,3,31,21,12.1,78.6,141.1,143.7
2024,3,31,22,1.9,42.9,145.4,201.9
2024,3,31,23,0.3,7.1,119.9,169.0
2024,3,31,24,10.0,136.5,53.4,66.6
2024,4,1,1,2.0,4.8,24.4,44.4
2024,4,1,2,0.0,40.1,55.1,24.6
2024,4,1,3,0.0,17.3,116.2,4.2
2024,4,1,4,1.1,12.5,24.5,0.8
2024,4,1,5,4.7,14.8,121.4,0.1
2024,4,1,6,12.7,0.2,105.5,0.0
2024,4,1,7,32.2,0.0,155.6,0.0
2024,4,1,8,51.4,0.3,238.6,0.0
2024,4,1,9,32.6,3.1,193.8,0.0
2024,4,1,10,11.6,7.2,86.5,0.0
2024,4,1,11,3.7,24.6,29.3,1.5
2024,4,1,12,3.2,52.9,32.5,10.8
2024,4,1,13,5.6,127.3,56.3,37.1
2024,4,1,14,8.7,182.3,69.0,61.3
2024,4,1,15,13.5,182.4,65.5,93.4
2024,4,1,16,13.6,184.5,75.5,67.4
2024,4,1,17,6.9,203.6,67.5,52.1
2024,4,1,18,4.9,580.3,47.9,513.4
2024,4,1,19,19.7,604.6,127.7,457.0
2024,4,1,20,99.8,631.0,231.1,520.2
2024,4,1,21,38.2,643.0,318.2,618.5
2024,4,1,22,81.5,665.2,437.1,673.8
2024,4,1,23,106.4,675.3,511.8,572.9
2024,4,1,24,68.0,646.9,306.1,358.9
2024,4,2,1,72.6,541.9,361.5,327.6
2024,4,2,2,76.2,570.6,433.7,415.9
2024,4,2,3,82.1,572.8,462.6,719.3
2024,4,2,4,86.1,601.8,409.5,771.6
2024,4,2,5,122.5,610.3,390.3,750.3
2024,4,2,6,122.1,554.3,424.0,686.2
2024,4,2,7,124.6,401.7,406.6,644.4
2024,4,2,8,131.4,117.7,426.9,671.0
2024,4,2,9,107.2,3.2,443.8,501.6
2024,4,2,10,95.5,0.0,341.0,152.9
2024,4,2,11,53.3,0.0,211.9,35.0
2024,4,2,12,72.0,0.0,201.0,111.1
2024,4,2,13,59.2,0.0,162.2,44.8
2024,4,2,14,22.4,0.0,71.4,51.6
2024,4,2,15,8.3,41.1,59.7,56.1
2024,4,2,16,0.0,150.3,27.1,24.2
2024,4,2,17,0.0,62.1,21.1,20.7
2024,4,2,18,1.5,74.9,23.7,78.6
2024,4,2,19,15.5,70.2,16.0,40.3
2024,4,2,20,7.6,54.0,21.6,60.2
2024,4,2,21,2.1,69.3,18.7,52.6
2024,4,2,22,4.0,341.0,24.9,430.2
2024,4,2,23,3.5,258.4,11.7,461.7
2024,4,2,24,10.8,220.6,10.9,424.5
2024,4,3,1,68.5,147.4,25.0,67.2
2024,4,3,2,109.1,100.8,1.5,82.2
